speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Townsperson,この間 〓しい品を持ってきた〓〓者がいました何でもあの精霊の森で〓ったとか… <PART> あそこの森に入ろうとすると必ず迷うかあのエルフとやらに追い出されてしまうでしょう？ <PART> 神の代わりに何を守ってるんだか知りませんが少しくらい宝を分けてくれてもいいのにねえ,"An adventurer came through here the other day
with something from the Forest of Spirits. <PART>
---
Enter that forest and you'll end up either
lost or chased out by elves. <PART>
---
I don't know what the gods have them guarding,
but would it kill them to share the wealth?",,1,1,97,2,,
Townsperson,エルフって男性はいないんでしょうかね？噂に上るのは皆女性ばかりで…,"Is there no such thing as a male elf?
All you ever hear about are the female ones!",,1,2,97,3,,
Townsperson,あのディパンで何かあったらしいですねあなた〓〓者でしょう？ 何か知りません？,"Something happened over by Dipan.
Do you travelers know anything about it?",,1,3,97,4,,
Townsperson,クレルモンフェランは ディパンは滅んで当たり前と意気〓々でした <PART> 今まで領土を広げたくともディパンに〓さえつけられてましたからね <PART> これを機に 一気に他国に戦争を仕掛けるかもしれません…,"Crell Monferaigne is all high and mighty,
saying Dipan deserved to be destroyed. <PART>
---
Dipan had held them in check from
further expanding their borders. <PART>
---
I'll bet they use this as an opportunity
to wage war on foreign lands.",,1,4,97,5,,
Townsperson,ヴィルノア城では 〓〓通して〓〓達がこれからの事を話し合っているそうです,"The lords of Villnore have been holding
discussions day and night in the castle.",,1,5,97,6,,
Townsperson,ど どうしましょう…近々〓兵を始めるかもしれないとの情報が… <PART> ここはヴィルノアを出て別の街に行くべきか…いやいや 今はどこも同じような状況だし…,"Wh-what am I going to do?
They might start drafting soldiers soon! <PART>
---
I'd leave Villnore for somewhere else,
but everywhere you go, it's the same!",,1,6,97,7,,
Townsperson,これからこの大陸はどうなるのか…不安でじっとしていられません…,"What does the future hold for the continent?
I shudder to think of it...",,1,7,97,8,,
Townsperson,そのお守りを家に〓っておけば 良い鉄が取れると言われているんですよ <PART> 昔 ヴィルノア〓国の立役者となったキルケという女性が居たんですが… <PART> その人は 戦士でありながら天〓とも呼ばれる〓〓だったんです <PART> 彼女の作った〓剣は〓をも切断し〓は〓を〓き返したと伝えられています <PART> 同じ〓国の雄 戦士クラッドはそれにより素〓らしい武功を立てたとか <PART> その彼女の出身が この付近の〓山だったのでねそれにあやかって…という所です,"People believe that if you post that charm
on your house, it will bring good steel. <PART>
---
Among the founders of Villnore
was a woman named Circe. <PART>
---
Though she was a warrior by trade, she was
renowned for being a genius blacksmith. <PART>
---
It was said her swords cleaved stones
and her armor repelled arrows. <PART>
---
A fellow founder, the warrior Kraad, used
these to achieve great success in battle. <PART>
---
Circe grew up in the mines near here,
which is how this place came to be.",,1,8,97,9,,
,〓戦術指南書〓 <PART> ターゲット変更について <PART> 敵と戦う際に定められた狙いは、自らの手で変更する事ができる。これを <PART> ターゲット変更 <PART> という。 <PART> 〓戦術指南書〓 <PART> ターゲット変更について <PART> ターゲットを変更するには、 <PART> を使うといいだろう。 そうすれば、己の意思で別の敵に狙いを定める事が可能となる。特に敵以外の対〓、例えば戦場にある柱などの〓害物を破壊する場合は、役に立つだろう。,"Changing Targets <PART>
In battle, the target of the character's attack
can be changed.
This is referred to as <PART> Changing Targets <PART> . <PART>
---
 <PART> Changing Targets <PART>
To change targets, first use <PART> .
The new target can then be selected.
This comes in especially handy for non-enemy
targets on a battlefield, such as pillars.",,1,9,97,20,49 87,
,〓戦術指南書〓 <PART> 魔法の特性について <PART> 魔法には、様々な特性が存在する。  炎術：術者のMAGと敵のRSTに     大きく影響する 氷術：術者のLVに左右され、敵の     RSTの影響は少ない <PART> 〓戦術指南書〓 <PART> 魔法の特性について <PART> 土術：得手も不得手も少ない     標準的な魔法 雷術：威力に難があるが、     クリティカルヒットになりやすい 聖術：術者のMAGと敵のRSTに     〓常に大きく影響される 闇術：術者の〓Vに左右され、     敵のRSTの影響は〓常に少ない <PART> 〓戦術指南書〓 <PART> 魔法の特性について <PART> 真の魔法使いとなるには、これらの特性を理解し、複数の魔法を使いこなす事が重要である。それをできぬ者は魔法使いを名乗るに値しない。,"Magic Attributes <PART>
Magic has several attributes.
Fire: Considerably affected by
caster's MAG and target's RST.
Ice: Controlled by caster's LV,
mostly unaffected by target's RST. <PART>
---
 <PART> Magic Attributes <PART>
Earth: No particular strong or
weak points; Standard magic.
Lightning: Not very strong, but
often produces critical hits.
Holy: Vastly affected by caster's
MAG and target's RST.
Dark: Controlled by caster's LV,
barely affected by target's RST. <PART>
---
 <PART> Magic Attributes <PART>
To become a true sorcerer, you must
understand these attributes and master
several attack magics.
Those who cannot are not worthy of
being called sorcerers.",,1,10,97,19,49 87,
