speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Dipan Soldier,ダレス様だけは未だ王のお側を離れず最期までお供される覚悟だそうだ… <PART> いや まだバルバロッサ王は亡くなられると決まったわけではない <PART> …決まったわけではないが…やはり…もう…,"Only Dallas remains by the king's side.
He's sworn loyalty to the death. <PART>
---
Not that the king's death is
for certain or anything... <PART>
---
We've got to be honest, though.
Things aren't looking good.","",1,1,399,3,,
Dipan Soldier,時間〓御〓置の開発を〓し進めていたのは王の側近中の側近である魔導師 <PART> ―― <PART> ウ〓ルザ様であって バルバロッサ様ではなかったはずだ なのに…！！,"Those closest to the king were the
ones behind the time machine. <PART>
---
Walther's the one who deserves to be
punished, not King Barbarossa!","",1,2,399,4,,
Girl,このままじゃ バルバロッサ様が処刑に…！誰か…お願いだから誰か助けて…！！,"King Barbarossa's going to be executed!
Somebody, please, do something!","",1,3,399,5,,
Lady,ウ〓ルザ様とガイン様はオーディン様に投〓したそうです… <PART> 三〓者などと〓った結果がこれだなんて…！私達 これからどうなるの…！？,"Walther and Gyne have pledged their allegiance
to Odin. <PART>
---
We revere them and this is how they
repay us? What will happen to us?","",1,4,399,6,,
Dipan Soldier,………………バルバロッサ…様…,King...Barbarossa...,,1,5,399,7,,
Townsperson,処刑〓の方…静かになったな……終わったんだな…,"Over by the guillotine, it's dead quiet...
It's over...","",1,6,399,8,,
Dipan Soldier,昔…ここでアリーシャ様とダレス様がよく〓んでおられた それこそ本当のご兄〓のように… <PART> 王が亡くなりし今 ディパンは滅ぶのだろうこの場所も…いずれ…,"Princess Alicia and Dallas played here
as children, like brother and sister. <PART>
---
With the king gone, soon Dipan will
disappear. Only ruins will remain...","",1,7,399,9,,
Lady,少し前までは 何もかもがいつも通りだったのに…どうして こんな事になってしまったの…？,"Just yesterday, everything was fine.
How could things have gone so wrong?","",1,8,399,10,,
Girl,バルバロッサ様…死んじゃったの…？,King Barbarossa...is dead...,,1,9,399,11,,
Merchant,どうかご無事で…,Take care...if you can.,,1,10,399,21,,
Merchant,どさくさに〓れてディパンに来てみれば大変な事に… <PART> もし戦うおつもりでしたら準備だけはしっかりしていってくださいな,"I came to Dipan in all the confusion,
and it's chaos here... <PART>
---
If you're planning on fighting,
you'd better equip yourself properly.","",1,11,399,12,,
Merchant,こんな時にその… 何なんですが…準備だけはしっかりした方が良いかと…,"In times like these, there's nothing
more important than the right equipment.","",1,12,399,13,,
Dipan Soldier,先程…マルベス様の〓と共に王のご〓体も運ばれました…,"The pallbearers just took the queen's
casket, along with the king's body...","",1,13,399,15,,
Dipan Soldier,放っておいてくれ… 助かる気など〓〓無いもう生きていても…何も…,"Leave me be; I can't help you now.
What's the point in living now?","",1,14,399,16,,
Gentleman,そうだ… そもそも神に逆らったのが悪いんだ…何もせずにいれば…こんな…,"It was wrong to oppose the gods. If we
hadn't, it might not have come to this.","",1,15,399,17,,
Lady,マルベス様もお亡くなりになられたのね…せめて魂は 王とご一緒できると良いのに…,"Queen Malabeth has passed away as well.
May her soul rest alongside the king's.","",1,16,399,18,,
Girl,嫌い… 神様なんて大嫌い…っ！,I hate them! Curse the gods!,,1,17,399,19,,
Townsperson,逆らう者は皆殺し…神も魔物と同じじゃないか！！,"Killing everyone in their path <PART> ---- <PART>
the gods are no better than monsters!","",1,18,399,23,,
,話す,Talk,,2,2,399,22,35 41 43 63 67 77 83 95 393 401 437,not displayed by the event script
,ディパン城,Dipan Castle,,2,3,399,757,199 203 209 211 213 215 217 219 221 391 393 395 397 401 403 409 411 413 415 417 419,not displayed by the event script
,ディパン兵士,Dipan Soldier,,2,4,399,2741,53 57 59 141 143 391 393 395 403,not displayed by the event script
,少女,Girl,,2,5,399,2742,35 47 71 79 81 89 107 119,not displayed by the event script
,街娘,Lady,,2,6,399,2743,33 45 89 93,not displayed by the event script
,ディパン住人,Townsperson,,2,7,399,2744,47 55 69 77 393 401,not displayed by the event script
,商人,Merchant,,2,8,399,2745,79 99 109 143 1167,not displayed by the event script
,青年,Gentleman,,2,9,399,2746,33 89,not displayed by the event script
