speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
,ディラン <PART> が仲間に加わりました,Dylan <PART> has joined the party.,,1,1,1337,2752,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1345 1351 1353 1357 1387,
,レザード <PART> が仲間に加わりました,Lezard <PART> has joined the party.,,1,2,1337,2753,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1341 1351 1353 1357 1387,
,レオーネ <PART> が仲間に加わりました,Leone <PART> has joined the party.,,1,3,1337,2754,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1345 1351 1353 1357 1387,
,アリューゼ <PART> が仲間に加わりました,Arngrim <PART> has joined the party.,,1,4,1337,2755,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1351 1353 1357 1387,
,ミトラ <PART> が仲間に加わりました,Mithra <PART> has joined the party.,,1,5,1337,2756,81 89 109 167 173 189 233 243 253 255 273 283 313 319 339 361 371 565 579 599 1009 1155 1165 1179 1181 1191 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1351 1353 1357 1387,
,レナス <PART> が仲間に加わりました,Lenneth <PART> has joined the party.,,1,6,1337,2757,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1339 1351 1353 1357 1387,
,シルメリア <PART> が仲間に加わりました,Silmeria <PART> has joined the party.,,1,7,1337,2758,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1339 1351 1353 1357 1387,
,ブラムス <PART> が仲間に加わりました,Brahms <PART> has joined the party.,,1,8,1337,2759,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1351 1353 1357 1387,
,アーリィ <PART> が仲間に加わりました,Hrist <PART> has joined the party.,,1,9,1337,2760,81 89 109 1155 1195 1199 1201 1203 1209 1211 1213 1217 1219 1221 1223 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1261 1263 1269 1275 1277 1281 1283 1285 1287 1289 1291 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1339 1351 1353 1357 1387,
Lezard,レナスの心も… 魂も…,Lenneth's spirit... Lenneth's soul...,,2,1,1337,1351,1323,
Lezard,すべて私のものだ！,It all belongs to me!,,2,2,1337,1352,1323,
Lezard,失せよ 愚かな人間ッ！,"Now die, you damned human!",,2,3,1337,1353,,
Valkyrie,魂とは…,A soul...,,2,4,1337,1354,1323,
Valkyrie,他者が所有できるものではない,is something no other can possess.,,2,5,1337,1355,1323,
Lezard,神とは…,A god...,,2,6,1337,1356,1323,
Lezard,期待していたほど〓能ではなかった,...is not as almighty as I expected.,,2,7,1337,1357,1323,
Valkyrie,その通り <PART> ――,Now you see.,,2,8,1337,1358,1323,
Valkyrie,心を支配できる存在など…,Nothing can rule another's heart.,,2,9,1337,1359,1323,
Valkyrie,…ない,Nothing.,,2,10,1337,1360,1323,
Valkyrie,多くの魂を弄んだ罪神槍の力で破壊の限りを尽くした罪 <PART> ――,"You have toyed with countless souls.
You have used Gungnir to wreak havoc and
destruction on the world.","",2,11,1337,1361,1323,
Valkyrie,魂の消滅をもって償え…,"For these sins, you will pay with your soul",,2,12,1337,1362,,
Lezard,私の負けです…,I have lost...,,2,13,1337,1363,1323,
Rufus,アリーシャ…,Alicia...?,,2,14,1337,1364,1323,
Rufus,アリーシャ！,Alicia!,,2,15,1337,1365,1323,
Rufus,アリーシャ…,Alicia...,,2,16,1337,1366,1233 1323,
Rufus,アリーシャ <PART> ――― <PART> ！,Alicia!,,2,17,1337,1367,1323,
Walther,今じゃ！,Now!,,2,18,1337,1454,1283,
Hrist,なっ…,Wha-!?,,2,19,1337,1455,1283,
Silmeria,んんッ…,Unnngh...,,2,20,1337,1456,1283,
Rufus,なんだ！？,What is it?,,2,21,1337,1457,1283,
Dylan,“王呼の秘法”だッ！,The Sovereign's Rite!,,2,22,1337,1458,1283 1367,
Walther,…不死者王！？,The Lord of the Undead!?,,2,23,1337,1459,1283,
Gyne,…ブラムス！？,Brahms!?,,2,24,1337,1460,1283,
Freya,人間が… なんという事を…,Those humans... How could they?,,2,25,1337,1461,1283 1299,
Odin,不死者王はどちらに味方する…？,Who will the Lord of the Undead side with?,,2,26,1337,1462,1283 1299,
Brahms,今度は私が助けてやるッ！,It's my turn to save you!,,2,27,1337,1463,1283,
Silmeria,いけないッ！,Behind you!,,2,28,1337,1464,1283,
Freya,何ッ！？,What!?,,2,29,1337,1465,1283,
Silmeria,ウッ…,Ugh...,,2,30,1337,1466,1283,
Brahms,ぐはッ…！,Urgh!,,2,31,1337,1467,1283,
Freya,この歪み… この方陣は…！？,This distortion... that lattice?,,2,32,1337,1468,1283,
Odin,クッ…！,Ugh!,,2,33,1337,1567,1307 1387,
Freya,オーディン様ッ！！,"
---
Lord Odin!","",2,34,1337,1570,1387,
Freya,あの人間こそが“歪み”の源 <PART> ――,The distortion I felt <PART> ---- <PART> it is him!,,2,35,1337,1568,1387,
Freya,うわッ！,Uaaagh!,,2,36,1337,1571,1387,
Odin,フレイ！,Freya!,,2,37,1337,1569,1387,
Odin,ぐおおおーッ！,Gwaaaaaaaaaaah!,,2,38,1337,1583,1387,
Odin,〓魂の〓…,Soul transfusion...,,2,39,1337,1582,1387,
Odin,一介の魔導師が… なぜ神の力を…,How can a mere mage wield the power of a god?,,2,40,1337,1581,1387,
Lezard,我は一介の魔導師にあらず <PART> ――,This is no mere mage...,,2,41,1337,1580,1387,
Odin,…シルメリア！？,Silmeria!?,,2,42,1337,1579,1317 1335 1357 1387,
Lezard,ドラゴンオーブの輝きに目を奪われグングニルを御する力をも鈍らせた愚神 <PART> ――,"Foolish god, blinded by the Dragon Orb's
shine! Your grip upon Gungnir fades.","",2,43,1337,1572,1307 1387,
Lezard,成長を〓れば 〓退に転じるは世の習い,That which does not grow falls into decay.,"",2,44,1337,1573,1307 1387,
Lezard,この神槍を手にするに相応しきは <PART> ――,The hand worthy of wielding this divine lance...,,2,45,1337,1574,1307 1387,
Lezard,―― <PART> 我なり,...is mine.,,2,46,1337,1575,1307 1387,
,ERROR！！（v190）,ERROR!!(v190),,3,1,1337,2256,39 47 49 81 83 87 89 101 103 109 111 113 135 139 167 173 189 197 233 243 253 255 265 273 283 313 319 339 361 371 423 557 565 571 579 589 599 1009 1155 1159 1165 1179 1181 1183 1191 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1351 1353 1357 1387,
,ERROR！！（v191）,ERROR!!(v191),,3,2,1337,2257,39 47 49 81 83 87 89 101 103 109 111 113 135 139 167 173 189 197 233 243 253 255 265 273 283 313 319 339 361 371 423 557 565 571 579 589 599 1009 1155 1159 1165 1179 1181 1183 1191 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1351 1353 1357 1387,
Barbarossa,案ずるな よく仕えてくれたお前達をワシは決して〓みはせぬ…,"Fear not. You have served me well.
I bear no ill will against ye.","",4,1,1337,1,,not displayed by the event script
Arngrim,王の次はこいつだ,Do this one after the king.,,4,2,1337,2,,not displayed by the event script
Dallas,王妃様は… ご無事です…,The queen... She is safe...,,4,3,1337,4,,not displayed by the event script
Barbarossa,ダレス…,Dallas...,,4,4,1337,7,,not displayed by the event script
Arngrim,二人は〓念したが 若いのは王と一緒に死にたいとさ…,"Two of them came around, but the young
one wants to die with his king.","",4,5,1337,8,,not displayed by the event script
Hrist,王妃は？,And the queen?,,4,6,1337,9,,not displayed by the event script
Arngrim,若いのがどっかへ〓ったらしいが場所は死んでも教えないそうだ,"The young one hid her somewhere, but
he's determined to guard the secret with
his life.","",4,7,1337,10,,not displayed by the event script
Hrist,ならば死なせてやろう,Then take his life.,,4,8,1337,11,,not displayed by the event script
Arngrim,…本当にいいんだな？,You sure about this?,,4,9,1337,12,,not displayed by the event script
Hrist,その目でしかと見るがいい！,Look while you still can and witness.,,4,10,1337,13,1365,not displayed by the event script
Hrist,摂理を〓〓した神々の反逆者たるお前達の王の最期を！！,"Witness the end of your ""king"" who
betrayed the gods and defiled the
providence of nature!!","",4,11,1337,14,,not displayed by the event script
Hrist,今生の別れを告げに来たか…,So you've come to say farewell.,,4,12,1337,15,,not displayed by the event script
Alicia,お父様ーッ！,Father!,,4,13,1337,16,1365,not displayed by the event script
Barbarossa,…アリーシャ！？,Alicia?,,4,14,1337,17,,not displayed by the event script
Hrist,…おもしろい,How amusing.,,4,15,1337,19,,not displayed by the event script
Walther,王は我らを許すと仰せじゃ,The king has said he forgives us.,,4,16,1337,21,,not displayed by the event script
Walther,生きてこそ浮かぶ〓もあれ今なら遅くないぞ ダレス <PART> ――,"Fortune favors the living and breathing!
It's still not too late for you, Dallas.","",4,17,1337,22,,not displayed by the event script
Dallas,来るな… 来てはダメだ！,Stay back... You mustn't come near!,,4,19,1337,25,,not displayed by the event script
Hrist,お前達の本意を見極めるのにうってつけの相手が現れたな…,"Your chance to prove your loyalty has
just arrived.","",4,20,1337,26,,not displayed by the event script
Dallas,たとえこの首を〓ねられようとも私は王のお側に,"Cut these legs from underneath me and I
will still stand by my king!","",4,21,1337,28,,not displayed by the event script
