speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Elder,おや 可愛らしいお〓さんだねこの辺は魔物が多いから気をつけるんだよ <PART> ちょいと〓の〓地〓にある〓〓には強そうな魔物がうじゃうじゃいるからね <PART> うっかり足を踏み入れて 冥界の女王ヘルの元に逝かないようになさいよ,"What a lovely young lady! You'd better
take care, there are monsters all about! <PART>
---
It's simply teeming with monsters in the
ruins, down south in the tropics. <PART>
---
Watch your step <PART> ---- <PART> you really don't want to meet
Hel, the queen of the underworld.",,1,1,137,2,,
Elder,クローサス森〓〓〓は 常に〓が〓り続けていてね危なくて近〓れやしないよ <PART> まあ 方法が無い事もないが…〓は 地面より高い所に落ちるものだからね <PART> 伏せていれば 撃たれずにやり過ごせるはずだよけれど 危〓な事には変わりはないからねえ,"Lightning constantly strikes the Crawsus
Forest Ruins. It's too dangerous for me! <PART>
---
Well, there is one way through there...
Lightning only strikes high places. <PART>
---
So if you stay low, you might make it.
But make no mistake, it's still dangerous!",,1,2,137,3,,
Matron,この間 こんなものを〓ったのだけど使い道がなくて… <PART> この足では捨てに行くのも面倒なのでどうか持って行ってはくれませんか,"I picked this up a while back.
I don't have any use for it. <PART>
---
It's a hassle for me to throw it out,
so would you mind taking it with you?",,1,3,137,4,,
Matron,神は常に私達を見ていらっしゃるのですよだから 祈りは常に欠かさないようにね,"The gods are always watching over us,
so don't forget to say your prayers.",,1,4,137,5,,
Elder,はて… 以前貴方とお会いした事はございませんでしたかな？ <PART> もっとうんと小さい頃に…確かに… どこかで…,"Say, now... Haven't I met you
somewhere before? <PART>
---
You were a lot younger, but I'm sure
we've met...",,1,5,137,6,,
Elder,…以前 ディパンに旅行した時に王女の〓生〓にかち合ってね <PART> バルコニーから それは可愛らしい女の子が手を振っていたんだが… ふむ…,"I saw the princess's birthday celebrations
one year when I visited Dipan. <PART>
---
A charming young girl was waving
from the balcony...",,1,6,137,7,,
Elder,何やら外が騒がしいねえ遠〓部〓でも帰ってきたのかい？,"What's all the fuss outside? Did the
soldiers return from the campaign?",,1,7,137,8,,
Matron,〓の外がね 一瞬光ったんだよあれは何だったんだろうねえ,"There was a flash outside my window.
I wonder what it was...",,1,8,137,9,,
Elder,あのディパンが滅んでしまったそうだよいやあ 今まで生きてきて 一番驚いたよ,"I've never been as shocked in my life
as I was when I heard Dipan collapsed.",,1,9,137,10,,
Matron,これから戦争が始まると 〓らの噂ですよ年〓りはそっとしておいて欲しいけどねえ…,"Everyone's talking about a war starting.
I hope they leave the elderly out of it.",,1,10,137,11,,
Elder,…ふむ やっぱり貴方はあの子に似ているねディパンの亡くなったと言う王女様だよ <PART> 昔 一度見ただけだったけど…うん 似ている 似ているねえ…,"Now I remember who you look like... The
princess of Dipan, who supposedly died! <PART>
---
I only saw her for a moment, but
you're her spitting image!",,1,11,137,12,,
Matron,おじいさんたら 貴方がディパン王女に似ているって言って聞かないんですよ <PART> ごめんなさいね ディパンなんて不〓な国の王女様に似ているなんて言ってしまって…,"Don't listen to the old man claiming
you look like Dipan's princess. <PART>
---
I apologize for his rude behavior.
That poor, unfortunate country...",,1,12,137,13,,
