speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Lenneth,彼は〓者の石を手にし ラグナロクを生き残った唯一人の人間なの,"He acquired the Philosopher's Stone and was
the only human to survive Ragnarok.","",1,1,1315,1,,
Lenneth,未来が変化する事に異存はないが一人の人間に歪められる道理はない,"The future may be changed, but time is
not to be bent to the will of one man.","",1,2,1315,2,,
Hrist,あの者は何を〓んでいる？,What is that madman planning?,,1,3,1315,3,,
Lenneth,おそらく…,I imagine...,,1,4,1315,4,,
Lenneth,オーディンの力を得て神になるつもりでしょう,"He's attempting to acquire Odin's power
and become a god.","",1,5,1315,5,,
Rufus,レザードしか人間がいない未来なんて…そんなの潰したほうがよくないか？,"A future where Lezard is the only human?
Pardon me if I'm not eager to maintain
that.","",1,6,1315,6,,
Lenneth,時の流れは絶えず揺らいでいる,The flow of time is in perpetual flux.,,1,7,1315,7,,
Lenneth,元よりお前達はレザードを〓ちにアーリィに従〓しているのではないのか？,"Wasn't defeating Lezard the original
reason you came to serve Hrist?","",1,8,1315,8,,
Hrist,従〓ではない,They do not serve me.,,1,9,1315,9,,
Hrist,シルメリアを救うための〓力だ,We joined forces to save Silmeria.,,1,10,1315,10,,
Lenneth,それなら私も仲間になれそうね,"In that case, we should get along well.",,1,11,1315,11,623,10
,ディラン <PART> が仲間に加わりました,Dylan <PART> has joined the party.,,2,1,1315,2755,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,レザード <PART> が仲間に加わりました,Lezard <PART> has joined the party.,,2,2,1315,2756,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1317 1321 1323 1335 1337 1341 1351 1353 1357 1387,
,レオーネ <PART> が仲間に加わりました,Leone <PART> has joined the party.,,2,3,1315,2757,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,アリューゼ <PART> が仲間に加わりました,Arngrim <PART> has joined the party.,,2,4,1315,2758,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1317 1321 1323 1335 1337 1351 1353 1357 1387,
