speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Alicia,…これは？,Who?,,1,1,1283,1,,
Dipan Guard,…ご自害なされました,has taken her own life.,,1,2,1283,2,,
Dylan,…まさか 貴様の仕業か！？,Was it you? Did you do this!?,,1,3,1283,3,,
Hrist,そうしたかったが その女は勝手に死んだ,"I would have, but she died before I got
to her.","",1,4,1283,4,,
Alicia,あなたが殺したも同じよッ！,You're a murderer all the same!,"",1,5,1283,5,,
Hrist,そう思いたければ思うがいい…,Believe whatever you like.,,1,6,1283,18,,
Alicia,ウッ… ウワーッ！！,Uagh! Uaaaaaaaaagh!,,1,7,1283,6,,
Alicia,…どうして！？ …あなたまで？,Why!? Why do you side with her!?,,1,8,1283,7,,
Arngrim,今の俺はつまるところオーディンの傭兵だシタバタしたって始まらない <PART> ――,"The bottom line is that I work for Odin
now. A conscience is a luxury I can't
afford.",,1,9,1283,8,,
Dylan,見損なったぞッ！,You traitor!,,1,10,1283,24,,
Arngrim,この人数で何ができるッ！？,What could the few of you ever do?,,1,11,1283,19,,
Silmeria,…あなたはいつもそう二言目にはオーディン様…,"It's always the same with you,
justifying your sins in Odin's name.","",1,12,1283,10,,
Hrist,…何を言う？,Listen to yourself!,,1,13,1283,12,,
Hrist,我らはオーディン様に使役される身である事を忘れるな！,"You've forgotten that serving Odin is
the substance of our being!",,1,14,1283,25,,
Silmeria,オーディンの考えは聞き飽きたわ私はあなたの考えが聞きたい,"I'm sick of hearing about the will of
Odin. I want to hear what you think!",,1,15,1283,11,,
Hrist,すべては主神オーディン様の思し召し神が魂を輪廻させて何が悪い？,"All is as Lord Odin wills it. What's wrong
with gods reincarnating souls?",,1,16,1283,16,,
Hrist,…相手になってやろう,Then you shall have it.,,1,17,1283,20,,
Dipan Guard,王妃様は <PART> ――,Her Majesty <PART> ----,,1,18,1283,17,,
Hrist,戦いに一時の慰めを求めるか…,You seek the ephemeral solace of combat?,,1,19,1283,21,,
Silmeria,もうたくさんよッ！ 神々が人間を愚弄していいという道理はないわッ！,"No! Nothing gives the gods the right to
toy with human lives!",,1,20,1283,23,,
,ディラン <PART> が仲間に加わりました,Dylan <PART> has joined the party.,,2,1,1283,2758,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,レザード <PART> が仲間に加わりました,Lezard <PART> has joined the party.,,2,2,1283,2759,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1341 1351 1353 1357 1387,
