speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Rufus,あったぞ！,It's here.,,1,1,1277,1,1233,
Rufus,…これが ドラゴンオーブ…,This is it <PART> ---- <PART> the Dragon Orb.,,1,2,1277,2,,
Dylan,さあ…,Well...,,1,3,1277,3,,
Silmeria,…ああ,Right.,,1,4,1277,4,,
Silmeria,！,!,,1,5,1277,5,1237,
Dylan,レオーネ！？,Leone?,,1,6,1277,6,,
Leone,オーブはオーディン様の物 <PART> ――,The orb belongs to Odin!,,2,1,1277,43,,
Leone,私にアリーシャを殺させないで,Don't make me kill Alicia!,,2,2,1277,7,,
Alicia,…嘘だったんですね,So it was all a lie.,,2,3,1277,8,,
Alicia,（ こういう事だったのね シルメリア… ）,"( Is this what you warned me about, Silmeria? )","",2,4,1277,9,,
Alicia,（ ごめんなさい 気づかなくて… ）,"( I'm sorry, I should have realized... )","",2,5,1277,10,,
Arngrim,貴様 どういう事だ！？,"Leone, what're you doing?","",2,6,1277,11,,
Dylan,…アーリィ・ヴァルキュリア！？,Hrist Valkyrie!?,,2,7,1277,12,,
Arngrim,俺を騙してたのかッ！？,So you tricked me!?,,2,8,1277,13,,
Hrist,神の務めに同行させてやったまでだ,"Be thankful you could assist in the
gods' plans.",,2,9,1277,14,,
Arngrim,クソッ！,Thankful!?,,2,10,1277,15,,
Dylan,よせ！,Stop!,,2,11,1277,16,,
Silmeria,早まるなッ！,"No, wait!","",2,12,1277,17,,
Arngrim,…どわッ！,Uaaagh!,,3,1,1277,44,,
Arngrim,雇い主に明らかな非があれば俺は躊躇なく戒める…,"When I know my boss is gonna wrong me,
I don't hesitate to right it!","",4,1,1277,18,,
Arngrim,…傭兵だからな,That's the mercenary way.,,4,2,1277,19,,
Hrist,アリューゼよ 共に逝くか？,"Arngrim, come with me.","",4,3,1277,20,,
Hrist,それが私からの謝礼だ,That will be your reward.,,4,4,1277,21,,
Arngrim,冗談じゃねぇ… 誰が貴様なんかと…,You kidding me? Why would I go with you?,,4,5,1277,22,,
