speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Dog Hrist,〓〓な体でよく頑張るわね,"You know, you're pretty tough for your size.",,1,1,1359,2185,1253,
Dog Alicia,ルーファスを上手い事利用していますから全然大した事ありません,"Well, I've got Rufus wrapped around my
finger, so it's not that hard.",,1,2,1359,2186,,
Dog Alicia,ちょっとモシモシしてみせればあのテのオトコはイチコロですから,"Act a bit girly, and a guy like that
is putty in your hands.",,1,3,1359,2187,,
Dog Alicia,それに私 〓〓にみえても脱いだら意外と,"I may appear delicate, but when I take
my clothes off...",,1,4,1359,2188,,
Dog Alicia,むっちん求デ,I am PLUMP!,,1,5,1359,2189,,
Alicia,ここは…どこなのかしら…,Er... What is this place...?,,1,6,1359,2190,,
Alicia,………,...,,1,7,1359,2192,1363 1369,
Rufus,……なんだあれは！？,"Hey, what the heck is that!?",,1,8,1359,2191,,
,イベントマップ,EVENT_MAP,,2,1,1359,2193,1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1325 1335 1337 1339 1341 1343 1345 1347 1351 1353 1357 1361 1363 1365 1367 1369 1371 1375 1377 1379 1387 1389,not displayed by the event script
,犬アーリィ,Dog Hrist,,2,2,1359,2741,1367 1377,not displayed by the event script
,犬アリーシャ,Dog Alicia,,2,3,1359,2742,1311 1361 1367,not displayed by the event script
,アリーシャ,Alicia,,2,4,1359,2743,1149 1195 1199 1201 1203 1209 1211 1213 1217 1219 1221 1227 1231 1233 1237 1239 1245 1247 1251 1253 1255 1261 1263 1269 1277 1281 1283 1287 1289 1291 1295 1303 1305 1307 1309 1311 1313 1317 1321 1335 1339 1341 1345 1347 1357 1361 1363 1365,not displayed by the event script
,ルーファス,Rufus,,2,5,1359,2744,901 1195 1199 1201 1203 1209 1211 1213 1217 1219 1221 1223 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1261 1275 1277 1281 1283 1285 1287 1289 1291 1295 1297 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1325 1335 1337 1351 1357 1361 1367 1389,not displayed by the event script
