speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Owner,山の中の〓〓ってやつをワシも見に行った事があるんだがね <PART> 滅多に人が来ないような場所にひっそりと〓っていて そりゃ〓しかった <PART> まぁ 魔物が居て中には入れなかったがねあんな場所にあんな立派なもんがあったとは… <PART> あれを〓てた人々は もの凄い知〓と技術を持っていたんだろうねえ,"I've been to the ruins
up in the mountains. <PART>
---
They're an impressive sight, right
in the middle of nowhere. <PART>
---
There were monsters, so I couldn't go in.
Those ruins really are something. <PART>
---
Whoever built that place sure
knew what they were doing.",,1,1,83,4,,
,OTH <PART> を手に入れた,Acquired <PART> OTH,,2,1,83,400,39 47 49 85 87 101 103 111 113 135 139 197 265 423 557 571 589 1155 1159 1183,
,OTH <PART> を失った,Lost <PART> OTH,,2,2,83,401,39 47 49 85 87 101 103 111 113 135 139 197 265 423 557 571 589 1155 1159 1183,
,所持金 <PART> OTH,"Money
 <PART> OTH",,2,3,83,402,39 47 49 85 87 101 103 111 113 135 139 197 265 423 557 571 589 1155 1159 1183,
,ERROR！！（v190）,ERROR!!(v190),,3,1,83,2241,39 47 49 81 87 89 101 103 109 111 113 135 139 167 173 189 197 233 243 253 255 265 273 283 313 319 339 361 371 423 557 565 571 579 589 599 1009 1155 1159 1165 1179 1181 1183 1191 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1351 1353 1357 1387,
,ERROR！！（v191）,ERROR!!(v191),,3,2,83,2243,39 47 49 81 87 89 101 103 109 111 113 135 139 167 173 189 197 233 243 253 255 265 273 283 313 319 339 361 371 423 557 565 571 579 589 599 1009 1155 1159 1165 1179 1181 1183 1191 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1351 1353 1357 1387,
Lwyn,もしかして結構辛い目にあってたりする？ <PART> まあ ほら 人生山有り〓有りだしさあんまり思い詰めちゃダメよ,"Are you having some rough times? <PART>
---
Life is full of ups and downs.
Keep your chin up.","",3,4,83,2247,39 47 49 87 101 103 111 113 135 139 197 265 423 557 571 589 1155 1159 1183,
Jessica,この村は平和ですね荒んだ心が洗われていくようです <PART> まさか こうして再び生を得る事になろうとは思いもよりませんでしたが…,"This village is very restful.
It has helped me find peace within myself. <PART>
---
Never had I thought I would be
granted another life.","",3,5,83,2248,39 47 49 87 101 103 111 113 135 139 197 265 423 557 571 589 1155 1159 1183,
Richelle,不思議ですね… こうしてまた息をしている私の生は 一度終えたはずですのに,"It is strange to be alive, when my life
has already ended once.","",3,6,83,2249,39 47 49 87 101 103 111 113 135 139 197 265 423 557 571 589 1155 1159 1183,
Fraudir,私は シルメリア様に選定していただけた事を <PART> アリーシャ王女と 共に戦えた事を〓りに思っています,"I am honored to have been chosen
by Lady Silmeria, <PART>
---
and to have been granted the chance
to fight beside you.","",3,7,83,2250,39 47 49 87 101 103 111 113 135 139 197 265 423 557 571 589 1155 1159 1183,
