speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Townsperson,この先に行くのなら気をつけろよ近くにクレルモンフェランの部〓が来てたんだ <PART> 〓練のための遠〓だとか聞いたが明らかに戦争の下見だな <PART> ディパンの妙な噂が流れたかと思ったらすぐこれだ大国ってのは領土を広げるのが好きだねえ,"If you're going further, be careful.
Crell Monferaigne's forces are about. <PART>
---
They say they're just on maneuvers,
but it's clear they're preparing for war. <PART>
---
They didn't miss a beat after hearing about
Dipan. World powers love to expand.",,1,1,117,5,,
Townsperson,他の国がどこで戦争しようと構わないがこの近辺でだけはやめて欲しいね,"I don't care where countries fight their
battles, so long as it isn't here.",,1,2,117,6,,
Townsperson,全てを終えし者にこそ聖なる〓は開け放たれる <PART> 昔から伝わる〓〓なんだがいまいち意味がわからん…,"""To the one who ends all,
the sacred gates shall open."" <PART>
---
That's an old passage that's been passed down,
but I don't really understand it.",,1,3,117,7,,
Townsperson,またここの砂が〓したな…数年前は まだ何とか住めたってのによ,"The sands have grown higher again...
It was habitable here only years ago.",,1,4,117,8,,
,出口,Exit,,2,1,117,1,33 79 81 89 105 119 121 163 183 191 225 265 269 299 323 403 423 451 545 571 589 901 961 1015 1155 1157 1159 1165 1175 1191 1193,not displayed by the event script
,カルスタッドから出ます,Leave Kalstad?,,2,2,117,2,105,not displayed by the event script
,はい,Yes,,2,3,117,3,33 41 63 79 81 83 89 93 105 107 109 119 121 123 133 167 173 183 189 191 225 233 243 253 255 265 269 273 283 299 313 319 323 339 361 371 403 423 445 451 545 565 571 579 589 599 605 897 901 961 1015 1155 1157 1159 1165 1167 1175 1179 1191 1193 1217 1307 1389,not displayed by the event script
,いいえ,No,,2,4,117,4,33 41 63 79 81 83 89 93 105 107 109 119 121 123 133 167 173 183 189 191 225 233 243 253 255 265 269 273 283 299 313 319 323 339 361 371 403 423 445 451 545 565 571 579 589 599 605 897 901 961 1015 1155 1157 1159 1165 1167 1175 1179 1191 1193 1217 1307 1389,not displayed by the event script
,カルスタッド <PART> アウル砂漠,_ <PART> Kalstad <PART> Sahma Desert,,2,5,117,9,,not displayed by the event script
,カルスタッド,Kalstad,,2,6,117,66,29 105 107 109 111 113 115,not displayed by the event script
,カルスタッド住人,Townsperson,,2,7,117,2806,105 107 109 115,not displayed by the event script
