speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
,ディラン <PART> が仲間に加わりました,Dylan <PART> has joined the party.,,1,1,1209,2752,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,レザード <PART> が仲間に加わりました,Lezard <PART> has joined the party.,,1,2,1209,2753,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1341 1351 1353 1357 1387,
,レオーネ <PART> が仲間に加わりました,Leone <PART> has joined the party.,,1,3,1209,2754,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,アリューゼ <PART> が仲間に加わりました,Arngrim <PART> has joined the party.,,1,4,1209,2755,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1351 1353 1357 1387,
,ミトラ <PART> が仲間に加わりました,Mithra <PART> has joined the party.,,1,5,1209,2756,81 89 109 167 173 189 233 243 253 255 273 283 313 319 339 361 371 565 579 599 1009 1155 1165 1179 1181 1191 1195 1199 1201 1203 1205 1207 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1351 1353 1357 1387,
,レナス <PART> が仲間に加わりました,Lenneth <PART> has joined the party.,,1,6,1209,2757,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1339 1351 1353 1357 1387,
,シルメリア <PART> が仲間に加わりました,Silmeria <PART> has joined the party.,,1,7,1209,2758,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1339 1351 1353 1357 1387,
,ブラムス <PART> が仲間に加わりました,Brahms <PART> has joined the party.,,1,8,1209,2759,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1351 1353 1357 1387,
,アーリィ <PART> が仲間に加わりました,Hrist <PART> has joined the party.,,1,9,1209,2760,81 89 109 1155 1195 1199 1201 1203 1211 1213 1217 1219 1221 1223 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1261 1263 1269 1275 1277 1281 1283 1285 1287 1289 1291 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1339 1351 1353 1357 1387,
Rufus,おい どうした！？,"Hey, what's the matter?","",2,1,1209,688,,
