speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Dylan,…あっちだ,This way.,,1,1,1199,2,,
Rufus,ディパンが… 〓えてるのか？,Dipan is...burning?,,1,2,1199,6,,
Dylan,…地下道へ急ごう,We'll take the royal path.,,1,3,1199,8,,
Rufus,行こうぜ…,Let's go.,,1,4,1199,7,,
Alicia,あっ…！,Ah!,,1,5,1199,3,,
Silmeria,（ あなたがそんなで どうするの？ ）,( We can do nothing from here. ),,1,6,1199,4,,
Lezard,さて…,Well...,,1,7,1199,5,,
Rufus,…なんだか焦げ〓くねえか？,Does anyone else smell something burning?,,1,8,1199,9,,
,ディラン,Dylan,,4,7,1199,2752,1201 1203 1209 1213 1223 1227 1233 1235 1239 1245 1247 1251 1253 1255 1275 1277 1281 1283 1285 1335 1337 1367,not displayed by the event script
,レザード,Lezard,,4,11,1199,2756,1203 1209 1213 1239 1245 1247 1251 1255 1263 1277 1285 1305 1307 1323 1335 1337 1341 1353 1387 1389,not displayed by the event script
