speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Rufus,まさか今すぐクレルモンフェランへ行こうなんて言わないよな？,"You're not gonna say something crazy
like ""Let's go to Crell Monferaigne
right away,"" are you?","",1,1,1335,1,,
Arngrim,…ああ,Well...,,1,2,1335,47,,
Dylan,〓が明けるまで〓もう,We will rest until daybreak.,,1,3,1335,48,,
Leone,シルメリア！,Silmeria!,,2,1,1335,3,1317 1371,
Silmeria,…なぜ私だと？,How did you know it was me?,,2,2,1335,19,,
Leone,…眼でわかったわ,I can tell by your eyes.,,2,3,1335,49,,
Leone,かなり前から入れ〓わってたんじゃない？,"You switched a while ago, didn't you?","",2,4,1335,5,,
Silmeria,…なかなかの〓〓眼ね,How observant of you.,,2,5,1335,6,,
Silmeria,アリーシャは〓れぬ長旅に疲れ切ってかなり深く〓っているわ,"Alicia's not accustomed to long
journeys. She's exhausted.","",2,6,1335,7,,
Lezard,あなたも… かなりお疲れのご様子,You seem quite fatigued as well.,,2,7,1335,8,,
Silmeria,これはアリーシャの肉体であって私の肉体ではないから <PART> ――,"That's because this flesh is Alicia's.
It's not my body.","",2,8,1335,20,,
Silmeria,こうして長く〓〓に止まるのも楽ではないの…,"It's an effort for me to remain on the
surface.","",2,9,1335,10,,
Leone,少し〓むといいわ…,You should rest.,,2,10,1335,11,,
Silmeria,…すまない,Forgive me.,,2,11,1335,12,,
Silmeria,…皆には迷惑のかけどおしね,I've been a burden on all of you.,,2,12,1335,13,,
Rufus,…なんだか今日は弱気だな,"Hey, you getting all timid on us now?","",2,13,1335,14,,
Silmeria,私はあなた達が思うほど強くない不完全な存在なのだから…,"I'm not as strong as you all think.
Mine is an incomplete existence...","",2,14,1335,15,,
Leone,この地上に完全なものなどないでしょ,"Well, nobody's perfect, right?","",2,15,1335,16,,
Silmeria,！,...,,2,16,1335,18,,
Silmeria,ありがとう 楽になった…,"Thank you, I feel better now.","",2,17,1335,17,,
Silmeria,姉のような〓れみとはこういうものなのだろうか…,This must be what sisterly love feels like.,,2,18,1335,21,,
Leone,…さあ,...,,2,19,1335,23,,
Leone,私はずっと一人だったから…,I wouldn't know. I've always been alone.,,2,20,1335,25,,
Alicia,…ここは！？,Where are we?,,2,21,1335,26,,
Leone,…また入れ〓わったの！？,"Oh, you're back.","",2,22,1335,27,,
Alicia,…すみません,Sorry.,,2,23,1335,28,,
Alicia,〓分 長く〓っていました…,I was asleep a really long time.,,2,24,1335,29,,
Leone,シルメリアは疲れて〓てしまったわよ,Silmeria passed out from the fatigue.,,2,25,1335,31,,
Leone,あなたももう一〓りしたら？〓明けまでそれほど長くないわ,"Why don't you try resting for a while?
Dawn is not far off.","",2,26,1335,33,,
Alicia,…ありがとうございます,You're very kind.,,2,27,1335,34,,
Alicia,…あの,Umm...,,2,28,1335,35,,
Leone,なぁに？,What is it?,,2,29,1335,36,,
Alicia,あなたが探してる物って…,The treasure that you're seeking...,,2,30,1335,37,,
Leone,…シルメリア！？,Silmeria!?,,2,31,1335,39,1317 1337 1357 1387,
Alicia,ち 違うんです！ 私は信じてます,"N-no, it's me. I trust you, but <PART> ----","",2,32,1335,40,,
Alicia,でも <PART> ――,Well...,,2,33,1335,42,,
