speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Freya,人間が… なんという事を…,Those humans... How could they?,,1,1,1299,1,1283 1337,
Odin,不死者王はどちらに味方する…？,Who will the Lord of the Undead side with?,,1,2,1299,2,1283 1337,
,ディラン <PART> が仲間に加わりました,Dylan <PART> has joined the party.,,2,1,1299,2754,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,レザード <PART> が仲間に加わりました,Lezard <PART> has joined the party.,,2,2,1299,2755,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1341 1351 1353 1357 1387,
,レオーネ <PART> が仲間に加わりました,Leone <PART> has joined the party.,,2,3,1299,2756,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,アリューゼ <PART> が仲間に加わりました,Arngrim <PART> has joined the party.,,2,4,1299,2757,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1351 1353 1357 1387,
,ミトラ <PART> が仲間に加わりました,Mithra <PART> has joined the party.,,2,5,1299,2758,81 89 109 167 173 189 233 243 253 255 273 283 313 319 339 361 371 565 579 599 1009 1155 1165 1179 1181 1191 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1351 1353 1357 1387,
,レナス <PART> が仲間に加わりました,Lenneth <PART> has joined the party.,,2,6,1299,2759,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1339 1351 1353 1357 1387,
,シルメリア <PART> が仲間に加わりました,Silmeria <PART> has joined the party.,,2,7,1299,2760,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1339 1351 1353 1357 1387,
,ブラムス <PART> が仲間に加わりました,Brahms <PART> has joined the party.,,2,8,1299,2761,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1351 1353 1357 1387,
,アーリィ <PART> が仲間に加わりました,Hrist <PART> has joined the party.,,2,9,1299,2762,81 89 109 1155 1195 1199 1201 1203 1209 1211 1213 1217 1219 1221 1223 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1261 1263 1269 1275 1277 1281 1283 1285 1287 1289 1291 1295 1297 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1339 1351 1353 1357 1387,
Freya,あろう事か人間が“王呼の秘法”を発動させていたのです…,"The humans were somehow able to perform
the Sovereign's Rite.",,3,1,1299,720,,
Freya,…お許しになるのですか？,Will you allow this to stand?,,3,2,1299,721,,
Odin,アーリィは無事に戻っている,Hrist has been returned safely to us.,,3,3,1299,722,,
Odin,結果として失敗している以上追及するに値せぬ,"Seeing as how they ultimately failed,
why bother following them?","",3,4,1299,731,,
Freya,私が止めに入らなければ成功していたかもしれません,"Had I not stopped them, they might have
succeeded.","",3,5,1299,723,,
Odin,そもそもヴァルキリーがこの世に二体同時に存在する事は許されないのだ,"Two valkyries are not meant to exist
simultaneously in our world to begin with.",,3,6,1299,724,,
Freya,…そうでしょうか？,Do you think so?,,3,7,1299,741,,
Odin,どうなったというのだ？,What do you suppose?,"",3,8,1299,726,,
Freya,“歪み”を感じたのです…,Some sort of distortion.,,3,9,1299,727,,
Odin,この者の邪悪な精神に惑わされたのではないか？,"You sure you weren't deceived by this
evil spirit?",,3,10,1299,728,,
Odin,オーブをわが手中に収めた今既に崩壊は加速度的に進んでいる,"With the orb now in my hands, the
deterioration of Midgard increases all
the more.","",3,11,1299,730,,
Odin,ミッドガルドを安定させる力の源としてこの者の魂を利用するつもりだったが <PART> ――,"I had planned to stabilize it by using
that fiend's soul as a power source,","",3,12,1299,729,,
Odin,…早くも無用の長物になりそうだ,"Alas, my sought-after prize is now useless.",,3,13,1299,737,,
,それにシルメリアの行方も <PART> ――,And we don't know where Silmeria is...,"",3,14,1299,734,,
Odin,魔導師どもが唱えた不確かな王呼の秘法で浮き足立ち 今度こそ転生したのだろう,"The mages' false Sovereign's Rite extricated
her. Surely her transmigration succeeded
this time.",,3,15,1299,735,,
Odin,むしろ手間が省けたというものだ,"In the end, they saved us the trouble.","",3,16,1299,736,,
Odin,上出来だ,You've done well.,,3,17,1299,732,,
Freya,ですが…,But still...,,3,18,1299,733,,
Freya,不死者王が何やら術を発動させていましたあの時 確かに私は得体の知れない <PART> ――,"The Lord of the Undead cast some sort of
spell. When he did, I sensed something...
strange.","",3,19,1299,738,,
Odin,そなたらしくもない <PART> ――,You don't sound like yourself.,,3,20,1299,739,,
Odin,この際 一度滅ぼして“王呼の秘法”を失伝させるのも悪くない,"but better I let Midgard perish along with
all knowledge of the Sovereign's Rite.","",3,21,1299,740,,
Freya,―― <PART> もはやミッドガルドは荒廃の窮みにあります,"Midgard will soon be on the brink
of annihilation.",,4,1,1299,937,,
Freya,一刻も早くブラムスの魂を安置しなければ人間は滅亡を免れません…,"Unless Brahms's soul is used immediately,
mankind's extinction will be inevitable.","",4,2,1299,938,,
Freya,…ご決断を,"Your orders, sir.",,4,3,1299,939,,
Odin,とうに決断は下したはずだ,I believe you have my orders.,,4,4,1299,940,,
Freya,ミッドガルドの荒廃はアスガルドにも不安定をもたらしつつあります,"The annihilation of Midgard may destabilize
Asgard as well.",,4,5,1299,941,,
Odin,エインフェリアが騒ぎ立てるなら一緒に始未すればよい,"If the einherjar make a fuss, let them
perish along with their world.","",4,6,1299,942,,
Odin,世界はいかに大きく揺れても必ず適切な方向へ揺り戻すものだ,"Far astray though the cosmos may sway, all
returns to its proper course.","",4,7,1299,943,,
Odin,そのための犠牲を厭うていては世界を統べる事はできん,"One cannot rule if one is not willing to
make the occasional sacrifice.",,4,8,1299,944,,
Odin,そなたは感じないのか…？,"Yes, I can feel it.",,4,9,1299,945,,
Odin,今まさに この地へ近づきつつある不遜な魂の波動を…,"Even now, I sense that an insolent soul
approaches my domain.","",4,10,1299,946,,
Odin,これだけは我が手で解決する他ないのか…,This alone I must solve by my own hand.,,4,11,1299,949,,
Freya,オーディン様…,Lord Odin...,,5,1,1299,1193,,
Hrist,フレイ 話って…,"Freya, you called?","",5,2,1299,1194,,
Hrist,…オーディン様は？,Where is Lord Odin?,,5,3,1299,1195,,
Freya,…連れ去られたわ,He has been taken.,,5,4,1299,1196,,
Hrist,…なんだと！？ 誰に！？,What!? By whom!?,,5,5,1299,1197,,
Freya,あなたもよく知っている人間…,A human you know quite well.,,5,6,1299,1198,,
Freya,…レザード・ヴァレスよ,Lezard Valeth.,,5,7,1299,1199,,
Freya,私が聞きたいわッ！,That's what I want to know!,,5,8,1299,1200,,
Freya,…ごめんなさい,My apologies.,,5,9,1299,1201,,
Freya,ドラゴンオーブとブラムスの魂の力で辛うじて均衡を保っているけれど…,"We're maintaining equilibrium, barely,
using the Dragon Orb and Brahms's soul.","",5,10,1299,1202,,
Hrist,今すぐ追おう エインフェリアを惜りるぞそれでレザードはどこにいる？,"I'll take the einherjar and pursue him
immediately. Where is Lezard now?","",5,11,1299,1203,,
Hrist,ディパンの魔導師…しかしそんな事があり得るのか？,"The sorcerer in Dipan?
But how could that be?",,5,12,1299,1204,,
Freya,グングニルも一緒に持ち去られたわこのままではアスガルドも危うい <PART> ――,"He stole Gungnir as well. Asgard will face
great danger if we do not do something.","",5,13,1299,1205,,
Freya,うまく説明できないけど <PART> ――,That might be difficult to explain.,"",5,14,1299,1206,,
Odin,まさに四宝の名に相応しい…,This is one of the Four Treasures indeed.,,6,1,1299,2134,,
