speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
,合体ヴァルキリー〓仮〓〓が使用可能になりました。,"If you see this on the RELEASE version and not
DEBUG mode, report as BUG. <PART>
---
",,1,1,1149,150,,
Ethereal Queen,この地は 強大な力を得てしまったがために居るべき場所を無くしてしまった者の集うところ <PART> 〓もまた 過ぎたる力によって世界を追われた存在なのか？,"This land is a place for those estranged
as a result of their immense strength. <PART>
---
Have you also been driven away
from your world?",,1,2,1149,159,,
Alicia,凄い…四宝の力に〓敵する… <PART> ううん 全ての四宝を〓せたものすら軽く〓〓するほどの力が感じられるわ <PART> こんなことって…,"I am in awe.
A power equal to... <PART>
---
No, exceeding that of the Four Treasures...
I can sense such a power from you. <PART>
---
How can this be?",,1,3,1149,160,,
Ethereal Queen,我が名はイセリア・クイーン新たなる訪問者達よ 〓等の名を我に〓げよ <PART> さすれば 私がこの地に〓等の居場所を作り出してやろう,"I am Ethereal Queen.
Visitors, tell me your names. <PART>
---
If you comply, I shall create a place
for you all in this land.",,1,4,1149,161,,
Ethereal Queen,私たちは 管理者であった神族達の手を離れ今ようやく一人で歩き始めたところ <PART> たとえ貴女が如何なる存在であろうと貴女の〓護は必要ありません,"We have finally freed ourselves from
the hands of the gods. <PART>
---
No matter how superior a being you may be,
we do not need your help or protection.",,1,5,1149,162,,
Ethereal Queen,我に逆らうか…よかろう それもまた一つの選択 <PART> だが 自らが選んだ道であればこそそれによって起こる未来は <PART> 誰のせいにすることもできはしないその覚悟はあるか？,"You dare defy me?
If that is your choice, so be it. <PART>
---
However, as you chose this path,
you have only yourself to blame. <PART>
---
Can you take responsibility for your choice?",,1,6,1149,163,,
,この私が敗れるとは…,This cannot be...,,1,7,1149,164,,
,それほどの力を得て お前たちは何を望む…お前たちならば… もしや… <PART> あの者も…,"What will you do with all the power you hold?
You may have what it takes... <PART>
---
to defeat the One...",,1,8,1149,165,,
,セラフィックゲート,Seraphic Gate,,2,2,1149,166,29 1015 1017 1023 1025 1027 1031 1039 1043 1047 1049 1051 1055 1057 1061 1063 1065 1067 1073 1075 1081 1083 1089 1095 1097 1101 1105 1107 1113 1115 1119 1121 1123 1127 1129 1131 1133 1143 1145 1147,not displayed by the event script
,イセリア・クイーン,Ethereal Queen,,2,3,1149,167,1347,not displayed by the event script
,アリーシャ,Alicia,,2,4,1149,168,1195 1199 1201 1203 1209 1211 1213 1217 1219 1221 1227 1231 1233 1237 1239 1245 1247 1251 1253 1255 1261 1263 1269 1277 1281 1283 1287 1289 1291 1295 1303 1305 1307 1309 1311 1313 1317 1321 1335 1339 1341 1345 1347 1357 1359 1361 1363 1365,not displayed by the event script
