speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Alicia,ここは… ソルデの港じゃない？,Is this the harbor of Solde?,,1,1,1197,1,,
Alicia,ここから船で海を渡るだけでディパンはすぐそこなのに…,"To think that Dipan is only a short
journey across the sea from where we
are...","",1,2,1197,2,,
Silmeria,（ だから来たのよディパンへ急ぎなさい！ ）,"( That's why we're here.
To go to Dipan. )","",1,27,1197,24,,
Alicia,えっ！？,What!?,,1,3,1197,3,,
Silmeria,（ 一刻も早く国元へ戻り王に戦の仕度を進言するのよ ）,"( You must return home. We have to tell the
king to prepare for war immediately. )",,1,4,1197,33,,
Alicia,…戦って？,War?,,1,5,1197,34,,
Silmeria,（ 私達をおびき出すために神々はおそらくディパンへ攻め込むわ ）,"( The gods will launch an attack on
Dipan just to lure us out. )",,1,32,1197,31,,
Alicia,私達のせいで 戦争…？,A war? Because of us?,,1,31,1197,35,,
Silmeria,（ それが神の <PART> ―― <PART> ）,( That's his way <PART> ---- <PART> ),,1,6,1197,36,,
Silmeria,（ オーディンのやり方… ）,( Odin's way. ),,1,7,1197,5,,
Alicia,…お父様が私の言う事を聞いてくださるはずがないわ,"But, my father will never listen to
anything that I have to say.",,1,33,1197,32,,
Silmeria,ならば私が訴える！ 神々の横暴を許せぬ思いは王も同じはずよ！,"Then I'll make him listen! I won't
tolerate the arrogance of the gods,
let alone some king's!","",1,8,1197,6,,
Alicia,（ でも私はディパンヘ戻りたくないの！ ）,"( I-I really don't want to go back to
Dipan! )",,1,9,1197,26,,
Silmeria,何を今さら…何のために城を出たの！？,"How could you say that now?
What did we leave the castle for!?",,1,10,1197,27,,
Alicia,（ 遠くへ逃げるためでしょ？ ）,( I thought it was to run away. ),,1,11,1197,25,,
Silmeria,どこへ？,Where?,,1,12,1197,8,,
Alicia,（ どこか… 遠く ）,( Someplace...far. ),,1,13,1197,23,,
Silmeria,…甘いわ！,Naive.,,1,23,1197,19,,
Silmeria,アーリィはどこまでも追ってくる,Hrist will follow us wherever we go.,,1,24,1197,20,,
Silmeria,あなたを殺し 私の精神をヴァルハラへ召喚するために <PART> ――,"She'll kill you just to summon my spirit
back to Valhalla.",,1,29,1197,29,,
Alicia,（ あなたも… ヴァルキリーだから？ ）,( Just because you're also a valkyrie? ),,1,22,1197,17,,
Silmeria,そう <PART> ――,Yes.,,1,28,1197,28,,
Silmeria,ミッドガルドにヴァルキリーが二体同時に存在する事は許されない,"It is forbidden for two valkyries to
exist upon Midgard at the same time.",,1,14,1197,9,,
Silmeria,それに転送すべきエインフェリアも大勢 連れたままだから,"And I have several einherjar with me.
Odin would like them transferred.","",1,15,1197,10,,
Silmeria,私はあなたの魂に宿る思念だけの存在だけど 神の摂理に背いている,"Even though I exist only as thoughts in
your soul, I am violating the laws of
the gods.","",1,30,1197,30,,
Silmeria,いい加減 理解して,Remember. We are in danger.,,1,16,1197,11,,
Alicia,してるわよ！,I know already!,,1,17,1197,12,,
Silmeria,（ ディパンへ行く前に仕度が必要よいざとなればあなたが戦うしか <PART> ―― <PART> ）,"( We need to prepare ourselves before
heading to Dipan. We might have fighting
ahead of us. )","",1,25,1197,21,,
Alicia,戦うなんて！,But I can't fight!,,1,18,1197,13,,
