speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Rufus,！,!,,1,1,1237,21,1277,
Hrist,お前が〓きつけるまでもなくディパンはオーディン様と戦うつもりだ,"You needn't even encourage them. Dipan
is fully intent on fighting Lord Odin.","",2,1,1237,2,,
Hrist,それもドラゴンオーブという〓じ手を使って…,"They'll even use the Dragon Orb,
a forbidden act!","",2,2,1237,3,,
Hrist,〓えよ 人間！お前には聞いてない！,"Silence, mortal!
You will speak when I ask you to!","",2,3,1237,16,,
Hrist,でもシルメリアが出てこないのなら仕方ない…,"But if Silmeria refuses to respond,
I have no choice...","",2,4,1237,5,,
Hrist,ふむ… 最強戦士としての〓〓は〓分だな,"You are worthy indeed, mighty warriors.","",2,6,1237,8,,
Hrist,みんなまとめて ヴァルハラヘ連れて行ってやろう,"I will take all of you together with me
to Valhalla.","",2,7,1237,18,,
Hrist,人間の思い上がりに毒されるとは…,You've been poisoned by mortal arrogance.,,2,8,1237,11,,
Hrist,力ある神が統治して来たからこそ今のミッドガルドの〓栄と〓序がある,"The peace and prosperity of Midgard
exist because the gods wrought law upon
the land.","",2,9,1237,12,,
Silmeria,ディパンを… アリーシャを助けてあげてほしい…,"Why won't you help save Dipan? Help save
Alicia!","",2,10,1237,19,,
Hrist,ヴァルキリーらしく大局的に物事を見ろ！たかが国一つ 人一人に心惑わされるな,"Think like a valkyrie! Do not concern
yourself with a single country or one
mere mortal!","",2,11,1237,20,,
Hrist,お前を甘く見すぎていたようだな,It would appear I underestimated you.,,2,12,1237,15,,
Hrist,―― <PART> お前次第だ,It's up to you.,,2,13,1237,6,,
Silmeria,ディパンは戦いたくて戦うのではない,Dipan does not fight because it wants to.,,2,14,1237,9,,
Hrist,シルメリア わかっただろう？,Silmeria. Now do you see?,,2,15,1237,1,,
Alicia,〓じ手なのは 神も人間も同じはずです,"Yes. Forbidden for humans and gods
alike!",,2,16,1237,4,,
Hrist,愚かしい…,Don't be a fool.,,2,17,1237,10,,
