speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Lezard,―― <PART> というのがディパンに残る最後の記〓でした,"At least, according to the last
remaining records of Dipan...","",1,1,1203,1,,
Rufus,…なんでこんなひなびた村に？,"So, why this little backwater town?",,1,2,1203,2,,
Lezard,当時はおそらく もっと栄えていたのでしょう,"I imagine it was somewhat more
prosperous back then.","",1,3,1203,3,,
Dylan,当時というと？,When would that be?,,1,4,1203,4,,
Lezard,〓〓は〓〓〓年以上 昔のものでした,"The chronicles date back over five
hundred years.","",1,5,1203,5,,
Rufus,よくそんな物が残ってたな,"Someone must have taken good care of
them.",,1,6,1203,6,,
Lezard,お〓しいですね,You know your lore.,,1,7,1203,8,,
Alicia,…すみません私は知りませんでした,"I didn't know that.
Some princess I am...","",1,8,1203,10,,
Alicia,では行きましょう,"Well, shall we go?",,1,9,1203,12,,
Dylan,ディパンは元々 オーブの守護者一族が分派して興した国だからさ,"Dipan was founded by a sect that broke
away from the tribe of Orb Guardians.","",1,10,1203,13,,
Dylan,…〓臣として当然の教〓だ,Common knowledge for a loyal subject.,,1,11,1203,14,,
Dylan,過去は風化するものだ,History fades over time.,,1,12,1203,15,,
Lezard,ここ コリアンドル村のはずれにオーブが安置されていた <PART> ――,"The orb was taken to a place just
outside Coriander for protection.","",1,13,1203,16,,
,ディラン <PART> が仲間に加わりました,Dylan <PART> has joined the party.,,2,1,1203,2756,81 89 109 1009 1155 1165 1181 1195 1199 1201 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,レザード <PART> が仲間に加わりました,Lezard <PART> has joined the party.,,2,2,1203,2757,81 89 109 1009 1155 1165 1181 1195 1199 1201 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1341 1351 1353 1357 1387,
