speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Rufus,…だからってオーディンの敵とは限らないだろ？,"Ah, but that doesn't necessarily mean
that you oppose him!","",1,1,1201,20,,
Silmeria,確かに それを証明する術はないわ,"Granted, there's no way I can prove it.","",1,2,1201,27,,
Silmeria,…仕方ない,Take care.,,1,3,1201,21,,
Rufus,待ってくれ！信じないとは言ってない,"Hold on! I'm not saying I don't believe
you.","",1,4,1201,25,,
Rufus,一つだけ聞かせてくれ城へ行って王に会ってどうするんだ？,"Just tell me one thing: What will you do
when you meet the king?","",1,5,1201,22,,
Silmeria,真意と現状を見極めた上で神々との戦争に備えるつもりよ,"I'll assess the king's sincerity, then
prepare Dipan for war with the gods.","",1,6,1201,23,,
Rufus,…付き合おう,Count me in.,,1,7,1201,28,,
Rufus,ここが ディパン…,So this is Dipan.,,2,1,1201,1,,
Rufus,…てことは お役御免だな,"Which means it's the end of the line
for me.","",2,2,1201,2,,
Rufus,いただく物をいただいて王女様には お別れ申し上げましょうか…,"I'll just take what's coming to me and
let Her Majesty be on her way.",,2,3,1201,3,,
Alicia,父の <PART> ――,To Father <PART> ----,,2,4,1201,4,,
Alicia,王の元まで…,"I mean, to the king?","",2,5,1201,5,,
Dylan,頼まれなくてもディパン戦士としてどこまでもお供したい,"As a loyal knight of Dipan, I will
accompany you anywhere.","",2,6,1201,6,,
Dylan,見たところ風〓は昔のままだし道案内くらいはできそうだ,"The land appears much as I remember it.
I think I can lead the way.","",2,7,1201,26,,
Rufus,あんた王女だろ？,"You're a princess, right?","",2,8,1201,7,,
Rufus,ここまで来れば〓でも吹けば〓従か誰かすっ〓んで来るだろ？,"Can't you just toot on a whistle and have
some loyal servant whisk you back there?","",2,9,1201,8,,
Rufus,そろそろ〓〓居はやめにしないか？アリーシャ王女様…,"Isn't it about time you gave up this
little charade, Princess Alicia?","",2,10,1201,9,,
Rufus,それとも <PART> ――,Or perhaps...,,2,11,1201,10,,
Rufus,エインフェリアを選定して魂を神界へ導く戦乙女 <PART> ――,"Since I can only assume the souls of your
heavens-bound einherjar are listening,","",2,12,1201,11,,
Rufus,ヴァルキリーと呼んだほうが話が早いか…,"it would be simpler if I just called
you, Valkyrie.","",2,13,1201,12,,
Silmeria,そうね,Indeed.,,2,14,1201,13,,
Rufus,二人いたのか…！？,There's two of you in there!,,2,15,1201,32,,
Silmeria,シルメリアよ よろしく,I'm Silmeria. Hello.,,2,16,1201,14,,
Rufus,主神オーディンに仕える運命の三女神長女アーリィ 次女レナスの〓…,"The sister of Hrist and Lenneth. Youngest of
the trinity of goddesses that rule fate under
Odin.","",2,17,1201,15,,
Rufus,でもヴァルキリーの役目がない時は人間に転生しているんじゃ…,"But, valkyries aren't incarnated as
humans <PART> ---- <PART> not without a reason.","",2,18,1201,16,,
Rufus,…ディパンが神への反逆を〓ててるって噂を聞いた,"I've heard that Dipan is planning
to rebel against the gods...","",2,19,1201,17,,
Silmeria,噂がどうあれ 今の私はオーディンに使役されるヴァルキリーではない,"Whatever you might have heard, this
valkyrie is no longer a servant of Odin's.","",2,20,1201,18,,
Silmeria,王の娘アリーシャとして転生したはずがオーディンの過ちゆえに覚〓したのよ,"It was Odin's mistake that awakened me
when I should have been reborn as
Princess Alicia.","",2,21,1201,19,,
Alicia,このまま城までご一緒願えませんか？,"Please, won't you escort me to the castle?","",2,22,1201,30,,
Alicia,そうです,My home.,,2,23,1201,29,,
Rufus,証〓を掴んで オーディンにでも報告するつもりか？,"You must be here to find evidence of
that and bring it back to Odin!","",2,24,1201,31,,
,ディラン <PART> が仲間に加わりました,Dylan <PART> has joined the party.,,3,1,1201,2756,81 89 109 1009 1155 1165 1181 1195 1199 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,レザード <PART> が仲間に加わりました,Lezard <PART> has joined the party.,,3,2,1201,2757,81 89 109 1009 1155 1165 1181 1195 1199 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1341 1351 1353 1357 1387,
