speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Lezard,レナス！！,Lenneth!,,1,1,1389,1,,
Hrist,〓度となく繰り返した転生と召喚 <PART> ―― <PART> 魂の消滅という局面もその〓長にある…,"The soul is reborn and summoned countless
times. And beyond myriad rebirths, the
demise of the soul awaits.","",1,2,1389,2,,
Lenneth,それが因果〓というものよ,Such is the cycle of causality.,,1,3,1389,3,,
Hrist,フッ…,Hm...,,1,4,1389,4,,
Silmeria,ありがとう アリーシャ <PART> ――,"Thank you, Alicia.",,1,5,1389,5,840,4
Silmeria,今この瞬間 あなたの勇姿を見届けるために私はあなたの肉体に転生していた…,"To watch you become the brave figure you
are now, at this moment, is the very reason
I was reborn into you.","",1,6,1389,6,,
Silmeria,…そんな気がするわ,I can feel it...,,1,7,1389,7,,
Rufus,ア… アリーシャ…,Alicia...,,1,8,1389,12,,
Lezard,王女というだけの無能な人間が私のレナスを取り込んだ〓げ〓 <PART> ――,"That low, stupid, ignorant human princess
steals my dear Lenneth,","",1,9,1389,15,,
Lezard,〓〓な計〓の上に書き〓えた私の歴史を〓わせるとは…,"and throws my painstakingly prepared
history into chaos and disarray?","",1,10,1389,14,,
Lezard,…許せん！,You will pay!,,1,11,1389,11,,
Valkyrie,覚悟ッ！,Let it be done!,,1,12,1389,13,,
,戦闘を開始します。よろしいですか？,Commencing battle. Proceed?,,2,1,1389,8,1307,not displayed by the event script
,はい,Yes,,2,2,1389,9,33 41 63 79 81 83 89 93 105 107 109 117 119 121 123 133 167 173 183 189 191 225 233 243 253 255 265 269 273 283 299 313 319 323 339 361 371 403 423 445 451 545 565 571 579 589 599 605 897 901 961 1015 1155 1157 1159 1165 1167 1175 1179 1191 1193 1217 1307,not displayed by the event script
,いいえ,No,,2,3,1389,10,33 41 63 79 81 83 89 93 105 107 109 117 119 121 123 133 167 173 183 189 191 225 233 243 253 255 265 269 273 283 299 313 319 323 339 361 371 403 423 445 451 545 565 571 579 589 599 605 897 901 961 1015 1155 1157 1159 1165 1167 1175 1179 1191 1193 1217 1307,not displayed by the event script
,イベントマップ,EVENT_MAP,,2,4,1389,1558,1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1325 1335 1337 1339 1341 1343 1345 1347 1351 1353 1357 1359 1361 1363 1365 1367 1369 1371 1375 1377 1379 1387,not displayed by the event script
,レザード,Lezard,,2,5,1389,2741,1199 1203 1209 1213 1239 1245 1247 1251 1255 1263 1277 1285 1305 1307 1323 1335 1337 1341 1353 1387,not displayed by the event script
,アーリィ,Hrist,,2,6,1389,2742,1237 1277 1281 1283 1299 1301 1303 1305 1313 1315 1317 1337 1341 1351 1353 1365,not displayed by the event script
,レナス,Lenneth,,2,7,1389,2743,1315 1317 1351 1353,not displayed by the event script
,シルメリア,Silmeria,,2,8,1389,2744,1195 1199 1201 1213 1217 1219 1221 1223 1227 1233 1237 1239 1247 1251 1255 1263 1275 1277 1281 1283 1285 1317 1335 1337 1341,not displayed by the event script
,ルーファス,Rufus,,2,9,1389,2745,901 1195 1199 1201 1203 1209 1211 1213 1217 1219 1221 1223 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1261 1275 1277 1281 1283 1285 1287 1289 1291 1295 1297 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1325 1335 1337 1351 1357 1359 1361 1367,not displayed by the event script
,ヴァルキリー,Valkyrie,,2,10,1389,2746,1323 1337,not displayed by the event script
