speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Silmeria,エインフェリアよ <PART> ――,My einherjar!,,1,1,1223,1,1219,
Dylan,ミッドガルドの危機なんだろう？このまま一緒に行かせてくれ,"Midgard is in trouble, right?
I'm ready to go with you.","",1,2,1223,3,,
Dylan,ディランだ,Dylan.,,1,3,1223,8,,
Silmeria,よろしく,Welcome.,,1,4,1223,7,,
Rufus,道はこっちで間違いないのか？,Are you sure you know where we're going?,,1,5,1223,4,,
Rufus,何だそりゃ…,What are you talking about?,,1,6,1223,5,,
Rufus,…知らねぇな！,"Actually, no.","",1,7,1223,6,,
Dylan,待ってくれ,Stop.,,1,8,1223,2,,
Silmeria,肉体の状〓は問題ないようね,So your body is strong enough?,,1,9,1223,9,,
Dylan,魂もだ,As is my soul.,,1,10,1223,10,,
Silmeria,心強いわ,That's good.,,1,11,1223,11,,
Silmeria,オブシェクトに宿る残〓思念を〓み取りながら 道を確認している,"I've been checking our path by reading psychic
energy present in objects along the way.","",1,12,1223,12,,
Silmeria,―― <PART> 間違いなどあり得ない,I know where we're going.,,1,13,1223,13,,
Dylan,オブシェクトリーディングを知らないのか？,You've never heard of object reading?,,1,14,1223,14,,
,ディラン <PART> が仲間に加わりました,Dylan <PART> has joined the party.,,2,1,1223,2755,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,レザード <PART> が仲間に加わりました,Lezard <PART> has joined the party.,,2,2,1223,2756,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1341 1351 1353 1357 1387,
,レオーネ <PART> が仲間に加わりました,Leone <PART> has joined the party.,,2,3,1223,2757,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1345 1351 1353 1357 1387,
,アリューゼ <PART> が仲間に加わりました,Arngrim <PART> has joined the party.,,2,4,1223,2758,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1335 1337 1351 1353 1357 1387,
