speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Walther,何もそんなお顔をなさらなくても…,"Why the long face, my dear?",,1,1,1229,1,,
Walther,我々の研究が完成するまで しばしお待ちいただくだけですから,"You'll just have to sit tight for a
spell while we finish our research.",,1,2,1229,10,,
Walther,お前達は直ちに処刑場へ連行じゃ！,"But it's straight to the guillotine for
you two!",,1,3,1229,2,,
Dylan,させるかッ！,You won't harm her.,,1,4,1229,3,,
Rufus,くそッ！,Back off!,,1,5,1229,4,,
Lezard,―― <PART> 天〓ける〓よ 我を誘え！,"Wings of providence, carry me to safety!",,1,6,1229,5,,
Walther,こ これはッ…,Great Odin's raven!,,1,7,1229,6,,
Gyne,〓送方陣にございますおのれダレスの奴ッ <PART> ――,"It was a teleportation spell.
That traitor Dallas <PART> ----",,1,8,1229,7,,
Barbarossa,ダレスは〓に閉じ込めておる,"Dallas is locked securely in the
dungeon.",,1,9,1229,8,,
Barbarossa,何事だ！？,What happened?,,1,10,1229,11,,
Walther,…あの新参者ッ！,The new apprentice!,,1,11,1229,12,,
Barbarossa,このような高度な術を 三〓者の他に誰が使えるというのだ！？,"Who other than the Three Mages could be
capable of casting such a spell?",,1,12,1229,14,,
Rufus,さて と…,"Well, then.",,3,1,1229,139,,
Alicia,でも どうしたらいいか…,"Yes, but I don't know how.",,3,2,1229,140,,
Rufus,おいおいシルメリア・ヴァルキュリアは〓てんのか？,"Hey! Is Silmeria Valkyrie
sleeping up there!?",,3,3,1229,141,,
Alicia,わかりません呼んでも〓えてくれなくて…,I don't know. She won't answer me.,,3,4,1229,142,,
Dylan,アーリィの波動を感じて隠れてるのかもしれないな,"Perhaps she sensed Hrist and now she's
hiding.",,3,5,1229,143,,
Rufus,…追われてんのか？,Are we being followed?,,3,6,1229,154,,
Alicia,…ダレス,Dallas.,,3,7,1229,144,,
Rufus,誰だ…？,Who's that?,,3,8,1229,145,,
Alicia,ダレスがいれば…,If Dallas were here...,,3,9,1229,146,,
Alicia,私の幼なじみですが三〓者の一人になったと聞いています,"He's a childhood friend. I heard he
became one of the Three Mages.",,3,10,1229,147,,
Rufus,三〓者か…,The Three Mages?,,3,11,1229,148,,
Dylan,探そう,Let's go.,,3,12,1229,160,,
Alicia,…申し訳ありません お願いします,"I hope we can find them.
Let's stick together.",,3,13,1229,149,,
Alicia,黙ってないで 助けてちょうだい…,"Please, speak to me. I need your help...",,3,14,1229,150,,
Rufus,王様に会う前に ディパンの〓てを見極めるんだったよな？,"Before we meet His Highness, I believe the
plan was to assess Dipan's situation.",,3,15,1229,156,,
Rufus,聞いてないぞ そんな話…こうしちゃいられないぜ,"Wait, nobody said anything about that!
This is getting out of hand.",,3,16,1229,155,,
Rufus,〓臣の一人や二人城に残ってないのか？,"You don't have any loyal servants
left in the castle, do you?",,3,17,1229,151,,
Alicia,三〓者の研究施〓は確か地下だったはずです,"I'm pretty sure the Three Mages'
laboratory is underground.",,3,18,1229,152,,
Alicia,…地下だと聞いた覚えがあるだけで行った事はないんです,"But that's just what I've heard <PART> ---- <PART> I've
never actually been down there.",,3,19,1229,153,,
Dylan,俺がいた時代から地下施〓はあった〓〓として使われていたはずだがな,"I remember underground chambers, only
back then they were used as dungeons.",,3,20,1229,158,,
Rufus,ディパンの〓てにも〓しそうだな,"Do you think they'll know what Dipan's
up to?",,3,21,1229,159,,
,,Walther,,5,7,1229,2752,,not displayed by the event script
,,Dylan,,5,8,1229,2753,1243,not displayed by the event script
,,Lezard,,5,10,1229,2755,1243,not displayed by the event script
,,Gyne,,5,11,1229,2756,,not displayed by the event script
,,Barbarossa,,5,12,1229,2757,,not displayed by the event script
