speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Lezard,感じる…,I feel it...,,1,1,1323,1,1307,
Lezard,…待ちこがれた 愛しき女神の波動を,My beloved goddess finally draws near!,,1,2,1323,2,,
,ディラン <PART> が仲間に加わりました,Dylan <PART> has joined the party.,,2,1,1323,2753,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1345 1351 1353 1357 1387,
,レザード <PART> が仲間に加わりました,Lezard <PART> has joined the party.,,2,2,1323,2754,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1341 1351 1353 1357 1387,
,レオーネ <PART> が仲間に加わりました,Leone <PART> has joined the party.,,2,3,1323,2755,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1345 1351 1353 1357 1387,
,アリューゼ <PART> が仲間に加わりました,Arngrim <PART> has joined the party.,,2,4,1323,2756,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1351 1353 1357 1387,
,ミトラ <PART> が仲間に加わりました,Mithra <PART> has joined the party.,,2,5,1323,2757,81 89 109 167 173 189 233 243 253 255 273 283 313 319 339 361 371 565 579 599 1009 1155 1165 1179 1181 1191 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1351 1353 1357 1387,
,レナス <PART> が仲間に加わりました,Lenneth <PART> has joined the party.,,2,6,1323,2758,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1339 1351 1353 1357 1387,
,シルメリア <PART> が仲間に加わりました,Silmeria <PART> has joined the party.,,2,7,1323,2759,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1339 1351 1353 1357 1387,
,ブラムス <PART> が仲間に加わりました,Brahms <PART> has joined the party.,,2,8,1323,2760,81 89 109 1009 1155 1165 1181 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1351 1353 1357 1387,
,アーリィ <PART> が仲間に加わりました,Hrist <PART> has joined the party.,,2,9,1323,2761,81 89 109 1155 1195 1199 1201 1203 1209 1211 1213 1217 1219 1221 1223 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1261 1263 1269 1275 1277 1281 1283 1285 1287 1289 1291 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1339 1351 1353 1357 1387,
,ERROR！！（v190）,ERROR!!(v190),,3,1,1323,2167,39 47 49 81 83 87 89 101 103 109 111 113 135 139 167 173 189 197 233 243 253 255 265 273 283 313 319 339 361 371 423 557 565 571 579 589 599 1009 1155 1159 1165 1179 1181 1183 1191 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1351 1353 1357 1387,
,ERROR！！（v191）,ERROR!!(v191),,3,2,1323,2168,39 47 49 81 83 87 89 101 103 109 111 113 135 139 167 173 189 197 233 243 253 255 265 273 283 313 319 339 361 371 423 557 565 571 579 589 599 1009 1155 1159 1165 1179 1181 1183 1191 1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1335 1337 1351 1353 1357 1387,
Lezard,愛しき女神レナス・ヴァルキュリアよ…,"Lenneth Valkyrie, my beloved goddess...","",4,1,1323,2666,,
Lezard,ついに叶う…,...will soon come true!,,4,2,1323,2669,,
Lezard,あなたと一つになって 世界の創造主になるという理想が今 <PART> ――,"My fantasy of becoming one with you, of
becoming creator with you...","",4,3,1323,2672,,
Lezard,ようこそ縁者達よ〓〓に〓けつけてくれるとは…,"I'm honored you came to celebrate, but
really, you shouldn't have...","",4,4,1323,2670,,
Lezard,レナスの心も… 魂も…,Lenneth's spirit... Lenneth's soul...,,5,1,1323,2688,1337,
Lezard,すべて私のものだ！,It all belongs to me!,,5,2,1323,2689,1337,
Lezard,失せよ 愚かな人間ッ！,"Now die, you damned human!","",5,3,1323,2690,1337,
Valkyrie,魂とは…,A soul...,,5,4,1323,2691,1337,
Valkyrie,他者が所有できるものではない,is something no other can possess.,,5,5,1323,2692,1337,
Lezard,神とは…,A god...,,5,6,1323,2693,1337,
Lezard,期待していたほど〓能ではなかった,...is not as almighty as I expected.,,5,7,1323,2694,1337,
Valkyrie,その通り <PART> ――,Now you see.,,5,8,1323,2695,1337,
Valkyrie,心を支配できる存在など…,Nothing can rule another's heart.,,5,9,1323,2696,1337,
Valkyrie,…ない,Nothing.,,5,10,1323,2697,1337,
Valkyrie,多くの魂を弄んだ罪神槍の力で破壊の限りを尽くした罪 <PART> ――,"You have toyed with countless souls.
You have used Gungnir to wreak havoc and
destruction on the world.","",5,11,1323,2698,1337,
Valkyrie,魂の消滅をもって償え…,"For these sins, you will pay with your soul.","",5,12,1323,2699,1337,
Lezard,私の負けです…,I have lost...,,5,13,1323,2700,1337,
Rufus,アリーシャ…,Alicia...?,,5,14,1323,2701,1337,
Rufus,アリーシャ！,Alicia!,,5,15,1323,2702,1337,
Rufus,アリーシャ…,Alicia...,,5,16,1323,2703,1233 1337,
Rufus,アリーシャ <PART> ――― <PART> ！,Alicia!,,5,17,1323,2704,1337,
