speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
,貴方達のおかげで <PART> ヴァルハラは滅茶苦茶よ,"Because of what you did,
Valhalla has been thrown into chaos.",,1,1,1343,2740,,
,世界の〓辺で〓く <PART> 人の子の分際で,Just a lowly mortal. The lowest of the low.,,1,2,1343,2746,,
Dog Freya,まったく… <PART> 〓められたものではないわね！,"Hmph... <PART>
I hope you're pleased with yourself!",,1,3,1343,2741,,
Dog Freya,あのパシャマも役に立たないし <PART> この世界は私が管理する,"That big baby in pajamas is useless...
I will take charge of this world.",,1,4,1343,2742,,
Dog Freya,まったく… <PART> 〓められたものではないわね！！,"Hmph... <PART>
I hope you're pleased with yourself!",,1,5,1343,2743,,
Dog Freya,ヴァルハラを立て直すための戦力が必要なのよ,"It will require might to restore
order to Valhalla.",,1,6,1343,2749,,
Dog Freya,覚悟を決めなさい！！！,Prepare to suffer divine retribution!,,1,7,1343,2744,,
Freya,当然 <PART> お前の覚悟も決まっているわね！,Don't think I don't have retribution for you!,,1,8,1343,2748,,
,まったく… <PART> 〓められたものではないわね,"Hmph... <PART>
I hope you're pleased with yourself.",,1,9,1343,2745,,
Freya,〓汚い <PART> 獣ふぜいが…,"You! <PART> Low, filthy beast!",,1,10,1343,2747,,
,フレイ <PART> が仲間に加わりました,Freya <PART> has joined the party.,,1,11,1343,2754,,
Freya,…まったく,Hmph.,,1,12,1343,2750,,
,イベントマップ,EVENT_MAP,,2,1,1343,2751,1195 1199 1201 1203 1205 1207 1209 1211 1213 1215 1217 1219 1221 1223 1225 1227 1231 1233 1235 1237 1239 1245 1247 1251 1253 1255 1257 1261 1263 1265 1267 1269 1271 1273 1275 1277 1279 1281 1283 1285 1287 1289 1291 1293 1295 1297 1299 1301 1303 1305 1307 1309 1311 1313 1315 1317 1321 1323 1325 1335 1337 1339 1341 1345 1347 1351 1353 1357 1359 1361 1363 1365 1367 1369 1371 1375 1377 1379 1387 1389,not displayed by the event script
,犬フレイ,Dog Freya,,2,2,1343,2752,1369,not displayed by the event script
,フレイ,Freya,,2,3,1343,2753,1275 1283 1299 1305 1337 1387,not displayed by the event script
