speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Townsperson,なぜバルバロッサ様が神の〓めを受けなければならないのでしょう？ <PART> このままでは王妃様まで…神には〓悲も何もないのでしょうか…,"Why did King Barbarossa have to
suffer the wrath of the gods? <PART>
---
Couldn't the gods at least show
some mercy to the queen?",,1,1,393,9,,
Dipan Soldier,本当に一瞬の出来事だったんだ何十人も居た兵が たった一人の戦士に…,"It was all so sudden... Tens of soldiers
wiped out by one lone warrior.",,1,2,393,2,,
Dipan Soldier,王は…処刑されたのか……ディパンは…滅ぶのだな…,"So the king was...executed...
It's over...for Dipan...",,1,3,393,4,,
Townsperson,祈るべき神に見捨てられた私達はこれから何に祈りを〓げれば良いのですか…,"Forsaken by the gods we worshipped.
Who are we to pray to now?",,1,4,393,10,,
Dipan Soldier,何百年と続いた栄〓も 滅び去るのは一瞬だな…我らは 何のために今まで…,"Hundreds of years building our culture,
all gone in a flash. What was this for?",,1,5,393,5,,
Townsperson,アリーシャ王女…なのですよね？私達は…これからどうすれば良いのでしょうか…,"Say, aren't you...yes, Princess Alicia!
Please, tell us... What should we do?",,1,6,393,11,,
,地下へ,Go down,,2,2,393,3,201,not displayed by the event script
,話す,Talk,,2,3,393,7,35 41 43 63 67 77 83 95 399 401 437,not displayed by the event script
,ディパン城,Dipan Castle,,2,4,393,34,199 203 209 211 213 215 217 219 221 391 395 397 399 401 403 409 411 413 415 417 419,not displayed by the event script
,ディパン住人,Townsperson,,2,5,393,2752,47 55 69 77 399 401,not displayed by the event script
,ディパン兵士,Dipan Soldier,,2,6,393,2753,53 57 59 141 143 391 395 399 403,not displayed by the event script
