speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
Alicia,あの…なぁ…,"Umm...
So...","",1,1,1211,1,,
Alicia,…何ですか？,Sorry.,,1,2,1211,33,,
Rufus,…先に言えよ,"Uh, you go ahead.",,1,3,1211,3,,
Rufus,俺はオーディンを倒す,I-I'm going after Odin.,,1,4,1211,4,,
Rufus,…驚かないのか？,You don't seem surprised.,,1,5,1211,5,,
Alicia,私も同じ事を言おうと思っていました,"Actually, I was going to say the same thing.",,1,6,1211,6,,
Rufus,…そうか,Really?,,1,7,1211,7,,
Alicia,でも どのように？でも どうやって？,"But, what should we do?
But, how do we do it?","",1,8,1211,31,,
Rufus,俺は〓グドラシルの頂上へ行くそこで全ての〓〓を得て神になる,"I'm going to the top of Yggdrasil. I'll
attain the knowledge to become a god
there.","",1,9,1211,8,,
Rufus,知ってるだろ？ アスガルドを〓む世界の創造の源になってる樹だ,"You know it, right? The tree of creation
for all the realms, including Asgard.","",1,10,1211,9,,
Rufus,オーディンも昔は ハーフエルフの肉体を持つだけの下〓神だったんだ…,"There was once a time when Odin was a
lesser deity. He had the body of a half elf.","",1,11,1211,30,,
Rufus,あいつにできた事ならきっと俺にだってできる…,"I've thought about it for a long time,
but now I'm determined to do it.","",1,12,1211,29,,
Rufus,…あいつの横暴は もう許せない！,I'm not taking any more of his tyranny!,,1,13,1211,12,,
Alicia,…そんな事が！？,Can you really do that?,,1,14,1211,10,,
Rufus,シルメリアも認めてたじゃないか！俺は〓上の空論で終わらせない！,"Even Silmeria admitted it! It's not a
fantasy. I'm going to do it.","",1,15,1211,11,,
Alicia,私も一緒に行かせてください！,Neither am I. Let me go with you!,,1,16,1211,13,,
Alicia,私はドラゴンオーブを取り返す事でオーディンを倒すつもりでした,"I was planning to defeat Odin by taking
back the Dragon Orb.","",1,17,1211,14,,
Alicia,でも そのためにどうしたらいいか私にはわからないんです…,"But I don't know how. I can't do it on
my own.","",1,18,1211,15,,
Alicia,あなたに… 頼るしか…,I need you...to help me...,,1,19,1211,16,,
