speaker,original_jp,original_en,translated,scene,scene_line,resource,message_id,also_shown_in,notes
,この奥から〓ならぬ気配を感じる…,A deadly presence lurks within...,,1,1,245,2,,
,〓 <PART> 〓とは、ユグドラシルの地脈に保〓した封印石を引き出す事ができる場所です。 <PART> 封印石を保〓するには、魔晶石を消費して返還を行う必要があります。ですが、一度返還を行った封印石は、その後は世界中の〓から自〓に引き出せるようになります。,"Springs <PART> Springs are where sealstones stored in
Yggdrasil's earth roots can be withdrawn. <PART>
Storing a sealstone costs magic crystals and
requires it be restored to the spring.
However, once stored, a sealstone can be
withdrawn from any spring in the world.","",1,2,245,5,,
,封印石の効果は絶大です。プレイスタイルやダンジヨンの〓向に〓した封印石を返還することが、ゲーム全体の攻略の鍵となります。,"Sealstone effects have a critical impact.
Restoring sealstones according to play
styles and dungeons is a key to overall
game strategy.
","",1,3,245,6,,
,奥へ,Head inward,,2,1,245,1,,not displayed by the event script
,奥へ行く,Continue.,,2,2,245,3,161,not displayed by the event script
,やめる,Leave.,,2,3,245,4,161 297 303 385 1039 1051 1055 1063 1067 1083 1089 1095 1107,not displayed by the event script
,セルドベルグ山岳遺跡,Serdberg Mountain Ruins,,2,4,245,353,29 225 227 229 233 235 237 239 243,not displayed by the event script
,小人の霊薬 <PART> を手に入れた,Acquired <PART> Dwarf Tincture,,2,5,245,2741,199 229 259 271 319 391 595 599 1177,not displayed by the event script
,耐炎の護符 <PART> を手に入れた,Acquired <PART> Fireproof Trinket,,2,6,245,2742,,not displayed by the event script
,メタルグリーブ <PART> を手に入れた,Acquired <PART> Metal Greaves,,2,7,245,2743,,not displayed by the event script
