scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,1293,2752,9592,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,
1,2,1293,2753,10080,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,
1,3,1293,2754,10612,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,
1,4,1293,2755,11100,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,
1,5,1293,2756,11876,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,
1,6,1293,2757,12600,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,
1,7,1293,2758,12988,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,
1,8,1293,2759,13316,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,
1,9,1293,2760,13704,,,,,,アーリィ <PART> が仲間に加わりました,,
2,1,1293,2366,19300,,,,,ERRORv,ERR0R！！（v190）,,
2,2,1293,2367,19436,,,,,ERRORv,ERR0R！！（v191）,,
2,3,1293,2368,19572,,,,,ERRORv,ERR0R！！（v191）,,
3,1,1293,3,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
3,2,1293,4,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script
3,3,1293,5,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
3,4,1293,6,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script
3,5,1293,7,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script
3,6,1293,2372,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script
