scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,1199,2,3192,350,2,,Dylan,This way.,…あっちだ,,
1,2,1199,6,4784,350,3,,Rufus,Dipan is...burning?,ディパンが… 〓えてるのか？,,
1,3,1199,8,5868,350,4,,Dylan,We'll take the royal path.,…地下道へ急ごう,,
1,4,1199,7,6008,350,5,,Rufus,Let's go.,行こうぜ…,,
1,5,1199,3,8740,350,7,,Alicia,Ah!,あっ…！,,
1,6,1199,4,16040,350,6,,Silmeria,( We can do nothing from here. ),（ あなたがそんなで どうするの？ ）,,
1,7,1199,5,16172,350,1,,Lezard,Well...,さて…,,
1,8,1199,9,17564,350,0,,Rufus,Does anyone else smell something burning?,…なんだか〓げ〓くねえか？,,
2,1,1199,2757,27352,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,
2,2,1199,2758,27840,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,
2,3,1199,2759,28372,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,
2,4,1199,2760,28860,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,
2,5,1199,2761,29636,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,
2,6,1199,2762,30360,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,
2,7,1199,2763,30748,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,
2,8,1199,2764,31076,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,
2,9,1199,2765,31464,,,,,Hrist <PART> has joined the party.,アーリィ <PART> が仲間に加わりました,,
3,1,1199,2111,37128,,,,,ERRORv,ERR0R！！（v190）,,
3,2,1199,2112,37264,,,,,ERRORv,ERR0R！！（v191）,,
3,3,1199,2113,37400,,,,,ERRORv,ERR0R！！（v191）,,
4,1,1199,12,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
4,2,1199,13,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script
4,3,1199,14,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
4,4,1199,15,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script
4,5,1199,16,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script
4,6,1199,2117,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script
4,7,1199,2752,,,,,,Dylan,ディラン,,not displayed by the event script
4,8,1199,2753,,,,,,Rufus,ルーファス,,not displayed by the event script
4,9,1199,2754,,,,,,Alicia,アリーシャ,,not displayed by the event script
4,10,1199,2755,,,,,,Silmeria,シルメリア,,not displayed by the event script
4,11,1199,2756,,,,,,Lezard,レザード,,not displayed by the event script
