scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,1207,2752,13076,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,,duplicate
1,2,1207,2753,13564,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,,duplicate
1,3,1207,2754,14096,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,,duplicate
1,4,1207,2755,14584,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,,duplicate
1,5,1207,2756,15360,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,,duplicate
1,6,1207,2757,16084,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,,duplicate
1,7,1207,2758,16472,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,,duplicate
1,8,1207,2759,16800,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,,duplicate
1,9,1207,2760,17188,,,,,,アーリィ <PART> が仲間に加わりました,,,
2,1,1207,2366,22784,,,,,ERRORv,ERROR！！（v190）,,,duplicate
2,2,1207,2367,22920,,,,,ERRORv,ERROR！！（v191）,,,duplicate
2,3,1207,2368,23056,,,,,ERRORv,ERROR！！（v191）,,,duplicate
3,1,1207,3,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script,duplicate
3,2,1207,4,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script,duplicate
3,3,1207,5,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script,duplicate
3,4,1207,6,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script,duplicate
3,5,1207,7,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script,duplicate
3,6,1207,2372,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script,duplicate
