scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,313,2301,7452,,,,,ERRORv,ERR0R！！（v190）,,
1,2,313,2304,7844,,,,,ERRORv,ERR0R！！（v192）,,
1,3,313,2305,7980,,,,,ERRORv,ERR0R！！（v191）,,
1,4,313,2752,8116,,,,,Lwyn <PART> has joined the party.,ルイン <PART> が仲間に加わりました,,
1,5,313,2753,8264,,,,,Jessica <PART> has joined the party.,ジェシカ <PART> が仲間に加わりました,,
1,6,313,2754,8412,,,,,Richelle <PART> has joined the party.,リシェル <PART> が仲間に加わりました,,
1,7,313,2755,8560,,,,,Fraudir <PART> has joined the party.,フローディア <PART> が仲間に加わりました,,
1,8,313,2756,8708,,,,,Celes <PART> has joined the party.,セレス <PART> が仲間に加わりました,,
1,9,313,2757,8856,,,,,Crescent <PART> has joined the party.,クレセント <PART> が仲間に加わりました,,
1,10,313,2758,9004,,,,,Sylphide <PART> has joined the party.,シルフィード <PART> が仲間に加わりました,,
1,11,313,2759,9152,,,,,Tyrith <PART> has joined the party.,ティリス <PART> が仲間に加わりました,,
1,12,313,2760,9300,,,,,Circe <PART> has joined the party.,キルケ <PART> が仲間に加わりました,,
1,13,313,2761,9448,,,,,Rasheeka <PART> has joined the party.,ラシーカ <PART> が仲間に加わりました,,
1,14,313,2762,9596,,,,,Falx <PART> has joined the party.,ファルクス <PART> が仲間に加わりました,,
1,15,313,2763,9744,,,,,Gerald <PART> has joined the party.,ジェラルド <PART> が仲間に加わりました,,
1,16,313,2764,9892,,,,,Guilm <PART> has joined the party.,ギルム <PART> が仲間に加わりました,,
1,17,313,2765,10040,,,,,Roland <PART> has joined the party.,ローランド <PART> が仲間に加わりました,,
1,18,313,2766,10188,,,,,Ehlen <PART> has joined the party.,エーレン <PART> が仲間に加わりました,,
1,19,313,2767,10336,,,,,Adonis <PART> has joined the party.,アドニス <PART> が仲間に加わりました,,
1,20,313,2768,10484,,,,,Aaron <PART> has joined the party.,アーロン <PART> が仲間に加わりました,,
1,21,313,2769,10632,,,,,Dyn <PART> has joined the party.,ディーン <PART> が仲間に加わりました,,
1,22,313,2770,10780,,,,,Kraad <PART> has joined the party.,クラッド <PART> が仲間に加わりました,,
1,23,313,2771,10928,,,,,Zunde <PART> has joined the party.,ザンデ <PART> が仲間に加わりました,,
1,24,313,2772,11076,,,,,Atrasia <PART> has joined the party.,アトレイシア <PART> が仲間に加わりました,,
1,25,313,2773,11224,,,,,Phyress <PART> has joined the party.,フィレス <PART> が仲間に加わりました,,
1,26,313,2774,11372,,,,,Chrystie <PART> has joined the party.,クリスティ <PART> が仲間に加わりました,,
1,27,313,2775,11520,,,,,Sha-kon <PART> has joined the party.,紗紺 <PART> が仲間に加わりました,,
1,28,313,2776,11668,,,,,Lylia <PART> has joined the party.,リリア <PART> が仲間に加わりました,,
1,29,313,2777,11816,,,,,Lydia <PART> has joined the party.,リディア <PART> が仲間に加わりました,,
1,30,313,2778,11964,,,,,Sophalla <PART> has joined the party.,ソファラ <PART> が仲間に加わりました,,
1,31,313,2779,12112,,,,,Millidia <PART> has joined the party.,ミリティア <PART> が仲間に加わりました,,
1,32,313,2780,12260,,,,,Arcana <PART> has joined the party.,アルカナ <PART> が仲間に加わりました,,
1,33,313,2781,12408,,,,,Ehrde <PART> has joined the party.,エルド <PART> が仲間に加わりました,,
1,34,313,2782,12556,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,
1,35,313,2783,12704,,,,,Aegis <PART> has joined the party.,イージス <PART> が仲間に加わりました,,
1,36,313,2784,12852,,,,,Psoron <PART> has joined the party.,ソロン <PART> が仲間に加わりました,,
1,37,313,2785,13000,,,,,Khanon <PART> has joined the party.,カノン <PART> が仲間に加わりました,,
1,38,313,2786,13148,,,,,Farant <PART> has joined the party.,ファーラント <PART> が仲間に加わりました,,
1,39,313,2787,13296,,,,,Xehnon <PART> has joined the party.,ゼノン <PART> が仲間に加わりました,,
1,40,313,2788,13444,,,,,Alm <PART> has joined the party.,アルム <PART> が仲間に加わりました,,
1,41,313,2789,13592,,,,,Seluvia <PART> has joined the party.,セルヴィア <PART> が仲間に加わりました,,
1,42,313,2790,13740,,,,,Masato <PART> has joined the party.,魔智 <PART> が仲間に加わりました,,
