scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,399,3,1284,,,,Dipan Soldier,"Only Dallas remains by the king's side.
He's sworn loyalty to the death. <PART>
---
Not that the king's death is
for certain or anything... <PART>
---
We've got to be honest, though.
Things aren't looking good.",ダレス様だけは未だ王のお側を離れず最期までお供される覚悟だそうだ… <PART> いや まだバルバロッサ王は亡くなられると決まったわけではない <PART> …決まったわけではないが…やはり…もう…,,,
1,2,399,4,1364,,,,Dipan Soldier,"Those closest to the king were the
ones behind the time machine. <PART>
---
Walther's the one who deserves to be
punished, not King Barbarossa!",時間〓御〓置の開発を〓し進めていたのは王の側近中の側近である魔導師 <PART> ―― <PART> ウ〓ルザ様であって バルバロッサ様ではなかったはずだ なのに…！！,,,
1,3,399,5,1444,,,,Girl,"King Barbarossa's going to be executed!
Somebody, please, do something!",このままじゃ バルバロッサ様が処刑に…！誰か…お願いだから誰か助けて…！！,,,
1,4,399,6,1524,,,,Lady,"Walther and Gyne have pledged their allegiance
to Odin. <PART>
---
We revere them and this is how they
repay us? What will happen to us?",ウ〓ルザ様とガイン様はオーディン様に投〓したそうです… <PART> 三〓者などと〓った結果がこれだなんて…！私達 これからどうなるの…！？,,,
1,5,399,7,2500,,,,Dipan Soldier,King...Barbarossa...,………………バルバロッサ…様…,,,
1,6,399,8,2640,,,,Townsperson,"Over by the guillotine, it's dead quiet...
It's over...",処刑〓の方…静かになったな……終わったんだな…,,,
1,7,399,9,2724,,,,Dipan Soldier,"Princess Alicia and Dallas played here
as children, like brother and sister. <PART>
---
With the king gone, soon Dipan will
disappear. Only ruins will remain...",昔…ここでアリーシャ様とダレス様がよく〓んでおられた それこそ本当のご兄〓のように… <PART> 王が亡くなりし今 ディパンは滅ぶのだろうこの場所も…いずれ…,,,
1,8,399,10,2804,,,,Lady,"Just yesterday, everything was fine.
How could things have gone so wrong?",少し前までは 何もかもがいつも通りだったのに…どうして こんな事になってしまったの…？,,,
1,9,399,11,2892,,,,Girl,King Barbarossa...is dead...,バルバロッサ様…死んじゃったの…？,,,
1,10,399,21,3232,,,,Merchant,Take care...if you can.,どうかご無事で…,,,
1,11,399,12,3296,,,,Merchant,"I came to Dipan in all the confusion,
and it's chaos here... <PART>
---
If you're planning on fighting,
you'd better equip yourself properly.",どさくさに〓れてディパンに来てみれば大変な事に… <PART> もし戦うおつもりでしたら準備だけはしっかりしていってくださいな,,,
1,12,399,13,3372,,,,Merchant,"In times like these, there's nothing
more important than the right equipment.",こんな時にその… 何なんですが…準備だけはしっかりした方が良いかと…,,,
1,13,399,15,3596,,,,Dipan Soldier,"The pallbearers just took the queen's
casket, along with the king's body...",先程…マルベス様の〓と共に王のご〓体も運ばれました…,,,
1,14,399,16,3676,,,,Dipan Soldier,"Leave me be: I can't help you now.
What's the point in living now?",放っておいてくれ… 助かる気など〓〓無いもう生きていても…何も…,,,
1,15,399,17,3768,,,,Gentleman,"It was wrong to oppose the gods. If we
hadn't, it might not have come to this.",そうだ… そもそも神に逆らったのが悪いんだ…何もせずにいれば…こんな…,,,
1,16,399,18,3844,,,,Lady,"Queen Malabeth has passed away as well.
May her soul rest alongside the king's.",マルベス様もお亡くなりになられたのね…せめて魂は 王とご一緒できると良いのに…,,,
1,17,399,19,3972,,,,Girl,I hate them! Curse the gods!,嫌い… 神様なんて大嫌い…っ！,,,
1,18,399,23,4204,,,,Townsperson,"Killing everyone in their path <PART> ---- <PART>
the gods are no better than monsters!",逆らう者は皆殺し…神も魔物と同じじゃないか！！,,,
2,1,399,1,,,,,,,,,not displayed by the event script,
2,2,399,22,,,,,,HTalk,話す,,not displayed by the event script,duplicate
2,3,399,757,,,,,,Dipan Castle,ディパン城,,not displayed by the event script,duplicate
2,4,399,2741,,,,,,Dipan Soldier,ディパン兵士,,not displayed by the event script,duplicate
2,5,399,2742,,,,,,Girl,少女,,not displayed by the event script,duplicate
2,6,399,2743,,,,,,Lady,街娘,,not displayed by the event script,duplicate
2,7,399,2744,,,,,,Townsperson,ディパン住人,,not displayed by the event script,duplicate
2,8,399,2745,,,,,,Merchant,商人,,not displayed by the event script,duplicate
2,9,399,2746,,,,,,Gentleman,青年,,not displayed by the event script,duplicate
