scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,81,7,4456,,,,Girl,"What are you doing in this village?
There's not much to see around here. <PART>
---
Just those ruins in the mountains nearby.
A lost man stumbled upon them years ago. <PART>
---
There's something alive in there,
so nobody from the village goes near.",この村に何か用？特に名産も何もないんだけど… <PART> あ でも 近くに変な〓〓ならあるよ昔 山の中で迷った人が発見したんだって <PART> でも中に何か居るらしくて村の人は絶対に近〓らないけどね,,,
1,2,81,8,4652,,,,Girl,"A structure that massive in the mountains?
It's to protect awesome treasure, <PART>
---
or so grandpa says. Adventurers who go
always get beaten up by the monsters.",山の中にあんな立派な〓物を〓てるくらいだから何か凄い宝を守るためだったんじゃないかって <PART> そうお〓ちゃんが言ってたよ でも〓〓者の人はみんな魔物に負けて帰ってきちゃうの,,,
1,3,81,9,4744,,,,Townsperson,"Did you come because of the rumors of
treasure? <PART>
---
Adventurers visit every so often, but
leave disappointed. Look at this place.",アンタも噂に〓かれてやってきた口かい？この村に 昔凄い宝があったってやつさ <PART> たまーに来るんだよ 〓〓者がだがこんな村だろ？ 皆大〓がっかりして帰るさね,,,
1,4,81,10,4836,,,,Townsperson,"Let me tell you something <PART> ---- <PART>
any idiot can attack head on. <PART>
---
The trick is to try different angles,
and make it easy on yourself. <PART>
---
I ran into my share of monsters
back in the day.",一つ〓告しておくけどね正面から戦うだけが能じゃないよ <PART> たまには違った〓〓から攻めてみな楽ができるところでは 楽をするのが一番よ <PART> なぁに 実はワシも 昔は結構無茶をした口でねよくそこら辺の化け物と渡り合ってたのさ,,,
1,5,81,14,5864,,,,Girl,"Hey, I met you the other day! How were
the ruins? Did you find the treasure?",あ！ この間のお姉ちゃんもしかして〓〓に行ったの？ 凄い宝ってあった？,,,
1,6,81,17,6124,,,,Girl,"So it really did exist! Nobody here had
ever seen it... You sure are something!",本当にあったんだ… 今まで誰も見れなかったのに お姉ちゃんは凄いね！,,,
1,7,81,18,6184,,,,Girl,"That's a shame...
You went all the way there for nothing. <PART>
---
Don't lose hope! I'll give you this!
I found it up in the mountains.",そうなんだ…せっかく行ったのに お姉ちゃん残念だったね <PART> ね 元気出して！ これあげるから！前に山の中を〓歩してて〓ったの,,,
1,8,81,20,6268,,,,Girl,"When I grow up, I'm gonna be an adventurer!
I'll gather treasure and help the village grow!",大きくなったら〓〓者になるんだそれで宝物いっぱい集めて村を大きくするの！,,,
1,9,81,21,7032,,,,Adventurer,"Do you sense the tension in the air? It
feels like when a monster overwhelms you.",感じないか？ やけに空気が〓リ〓リしている…力の差があり過ぎる魔物と対〓している時のようだ,,,
1,10,81,22,7540,,,,Townsperson,"All the animals are petrified!
What in the world is going on?",何だか動物達が〓えてるみたいで…一体どうしたと言うのかしら…,,,
1,11,81,23,8468,,,,Townsperson,"The travelers all say Dipan was crushed.
Is it true?",旅人がみんな ディパンが崩壊したって言うんだけど…本当なの？,,,
1,12,81,24,9160,,,,Girl,"Mommy said the going's getting tough.
She said we have to let the dog go...",…これから生活が〓しくなるかもしれないんだってそしたら〓も放さなきゃいけない…って…,,,
