scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,1235,10,3940,140,0,,Rufus,Coffins?,〓…？,,
1,2,1235,1,4228,140,1,,Rufus,"No, I don't think so.",…じゃなさそうだな,,
1,3,1235,11,10624,140,2,,Rufus,The monsters we just fought...,…さっきの化け物だ,,
1,4,1235,3,11888,140,3,,Rufus,Looks like they were growing them in here.,ここで〓〓してるみたいだぜ,,
1,5,1235,4,12704,140,4,,Rufus,"Why don't you come and take a look for
yourself?",自分の目で確かめてみたらどうだ？,,
1,6,1235,12,26416,140,6,,Dylan,Apparently.,…そうらしい,,
1,7,1235,5,26880,140,7,,Dylan,"This voice...  Am I the only one
who can hear it?",この声… 俺にしか聞こえてないのか？,,
1,8,1235,6,28068,140,8,,Dylan,The king...,王に…,,
1,9,1235,7,28708,140,9,,Dylan,Barbarossa has driven him to despair.,…バルバロッサ王に失望した と,,
1,10,1235,8,28996,140,10,,Rufus,"We don't work for the king!
Tell him that!",俺達は王の手下じゃないって言ってやれよ！,,
1,11,1235,9,32292,140,11,,Rufus,Great. Nobody listens.,…無理か,,
1,12,1235,13,49584,140,5,,Rufus,"What, is he a friend of yours?",どうした 知り合いか？,,
2,1,1235,2754,59068,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,
2,2,1235,2755,59556,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,
2,3,1235,2756,60088,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,
2,4,1235,2757,60576,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,
2,5,1235,2758,61352,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,
2,6,1235,2759,62076,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,
2,7,1235,2760,62464,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,
2,8,1235,2761,62792,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,
2,9,1235,2762,63180,,,,,Hrist <PART> has joined the party.,アーリィ <PART> が仲間に加わりました,,
3,1,1235,2366,68776,,,,,ERRORv,ERR0R！！（v190）,,
3,2,1235,2367,68912,,,,,ERRORv,ERR0R！！（v191）,,
3,3,1235,2368,69048,,,,,ERRORv,ERR0R！！（v191）,,
4,1,1235,16,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
4,2,1235,17,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script
4,3,1235,18,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
4,4,1235,19,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script
4,5,1235,20,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script
4,6,1235,2372,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script
4,7,1235,2752,,,,,,Rufus,ルーファス,,not displayed by the event script
4,8,1235,2753,,,,,,Dylan,ディラン,,not displayed by the event script
