resource,message_id,kind,offset,byte_length,original_en,original_jp,translated,copy_status
644,1,codepage,0,5,Item,アイテム,Item,duplicate
644,0,codepage,0,5,Item,アイテム,Item,primary
644,2,codepage,5,10,Equipment,装備品,Equipamento,primary
644,3,codepage,15,10,Accessory,アクセサリー,Acessório,primary
644,4,codepage,25,6,Other,その他,Outros,primary
644,5,codepage,31,14,Precious Item,貴重品,Item Precioso,
644,6,codepage,45,5,Qty.,数,Qtd.,primary
644,7,codepage,50,6,Empty,EMPTY,Vazio,primary
644,8,codepage,56,2,/,／,/,duplicate
644,9,codepage,58,5,Sort,ソート,Ordenar,primary
644,10,codepage,63,7,Newest,新〓入手,Mais Novo,primary
644,11,codepage,70,4,ABC,名前〓,ABC,primary
644,12,codepage,74,5,Type,種類〓,Tipo,primary
644,13,codepage,79,11,Rune (Red),ルーン〓赤〓〓,Runa (Vermelha),primary
644,14,codepage,90,12,Rune (Blue),ルーン〓青〓〓,Runa (Azul),primary
644,15,codepage,102,13,Rune (Green),ルーン〓緑〓〓,Runa (Verde),primary
644,16,codepage,115,10,Rune (No),ルーン〓無〓〓,Sem Runa,primary
644,17,codepage,125,13,Attack Power,攻撃力〓,Poder de Ataque,primary
644,18,codepage,138,12,Magic Power,魔力〓,Poder Mágico,primary
644,19,codepage,150,9,Hit Rate,命中率〓,Taxa de Acerto,primary
644,20,codepage,159,6,Avoid,回避率〓,Esquiva,primary
644,21,codepage,165,14,Reduce Damage,物理耐性〓,Reduzir Dano,primary
644,22,codepage,179,13,Magic Resist,魔法耐性〓,Resistência Mágica,primary
644,23,codepage,192,13,Use an item.,アイテムを使います,Usar um item.,primary
644,24,codepage,205,17,Check equipment.,装備品を確認します,Ver equipamento.,primary
644,25,codepage,222,19,Check accessories.,アクセサリーを確認します,Ver acessórios.,
644,26,codepage,241,19,Check other items.,その他のアイテムを確認します,Ver outros itens.,
644,27,codepage,260,22,Check precious items.,貴重品を確認します,Ver itens preciosos.,
644,28,codepage,282,29,Place newly acquired at top.,新しく入手した物を先頭に並び替えます,Colocar recém-adquiridos no topo.,primary
644,29,codepage,311,31,Arrange in alphabetical order.,名前〓に並び替えます,,duplicate
644,30,codepage,342,17,Arrange by type.,種類〓に並び替えます,,duplicate
644,31,codepage,359,26,Place runes (red) at top.,ルーン〓赤〓を先頭に並び替えます,,primary
644,32,codepage,385,27,Place runes (blue) at top.,ルーン〓青〓を先頭に並び替えます,,primary
644,33,codepage,412,28,Place runes (green) at top.,ルーン〓緑〓を先頭に並び替えます,,primary
644,34,codepage,440,31,Place runes (no color) at top.,ルーン〓無〓を先頭に並び替えます,,primary
644,35,codepage,471,25,Arrange by attack power.,攻撃力〓に並び替えます,,duplicate
644,36,codepage,496,24,Arrange by magic power.,魔力〓に並び替えます,,duplicate
644,37,codepage,520,21,Arrange by hit rate.,命中率〓に並び替えます,,duplicate
644,38,codepage,541,25,Arrange by evasion rate.,回避率〓に並び替えます,,duplicate
644,39,codepage,566,31,Arrange by physical threshold.,物理耐性〓に並び替えます,,
644,40,codepage,597,29,Arrange by magic resistance.,魔法耐性〓に並び替えます,,duplicate
644,41,codepage,626,11,<8099>8<8099>9Page,ページ,,duplicate
644,42,codepage,637,19,<8099>QSort <8099>8<8099>9Page,ソート ページ,,
644,43,codepage,656,26,<8099>@Use <8099>QSort <8099>8<8099>9Page,使う ソート ページ,,
644,44,codepage,682,18,<8099>@Use <8099>8<8099>9Page,使う ページ,,
644,45,codepage,700,7,<8099>@Use,使う,,
644,46,codepage,707,11,<8099>8<8099>9Page,ページ,,duplicate
