scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,1197,1,4928,10,0,,Alicia,Is this the harbor of Solde?,ここは… ソルデの港じゃない？,Este não é o porto de Solde?,
1,2,1197,2,6324,10,1,,Alicia,"To think that Dipan is only a short
journey across the sea from where we
are...",ここから船で海を渡るだけでディパンはすぐそこなのに…,"E pensar que, a uma curta travessia de barco, Dipan está logo ali...",
1,3,1197,3,7608,10,3,,Alicia,What!?,えっ！？,O quê?,
1,4,1197,33,8308,10,4,,Silmeria,"( You must return home. We have to tell the
king to prepare for war immediately. )",（ 一刻も早く国元へ戻り王に戦の仕度を進言するのよ ）,( Você deve voltar. Diga ao rei que prepare as tropas imediatamente. ),
1,5,1197,34,8428,10,5,,Alicia,War?,…戦って？,Guerra?,
1,6,1197,36,9380,10,10,,Silmeria,( That's his way <PART> ---- <PART> ),（ それが神の <PART> 一一 <PART> ）,( É o jeito dos deuses <PART> ---- <PART> ),
1,7,1197,5,9696,10,11,,Silmeria,( Odin's way. ),（ オーディンのやり方… ）,( O jeito de Odin. ),
1,8,1197,6,11720,10,13,,Silmeria,"Then I'll make him listen! I won't
tolerate the arrogance of the gods,
let alone some king's!",ならば私が訴える！ 神々の横暴を許せぬ思いは王も同じはずよ！,"Então eu o farei ouvir! Não tolerarei a arrogância dos deuses, muito menos a de um rei!",
1,9,1197,26,12392,10,14,,Alicia,"( I-I really don't want to go back to
Dipan! )",（ でも私はディパンヘ戻りたくないの！ ）,( Mas eu não quero voltar a Dipan! ),
1,10,1197,27,12532,10,15,,Silmeria,"How could you say that now?
What did we leave the castle for!?",何を今さら…何のために城を出たの！？,Como pode dizer isso agora? Por que deixamos o castelo?,
1,11,1197,25,13168,10,16,,Alicia,( I thought it was to run away. ),（ 遠くへ逃げるためでしょ？ ）,( Eu pensei que era para fugir! ),
1,12,1197,8,13728,10,17,,Silmeria,Where?,どこへ？,Para onde?,
1,13,1197,23,14672,10,18,,Alicia,( Someplace...far. ),（ どこか… 遠く ）,( Para bem longe. ),
1,14,1197,9,16392,10,24,,Silmeria,"It is forbidden for two valkyries to
exist upon Midgard at the same time.",ミッドガルドにヴァルキリーが二体同時に存在する事は許されない,É proibido duas Valquírias existirem em Midgard ao mesmo tempo.,
1,15,1197,10,17268,10,25,,Silmeria,"And I have several einherjar with me.
Odin would like them transferred.",それに転送すべきエインフェリアも大勢 連れたままだから,"Além disso, ainda tenho comigo muitos einherjar que devem ser transferidos.",
1,16,1197,11,18600,10,27,,Silmeria,Remember. We are in danger.,いい加減 理解して,Entenda de uma vez!,
1,17,1197,12,18936,10,28,,Alicia,I know already!,してるわよ！,Eu já sei disso!,
1,18,1197,13,24364,10,30,,Alicia,But I can't fight!,戦うなんて！,Mas eu não sei lutar!,
1,19,1197,14,24672,10,31,,Alicia,"I told you before, it's way beyond me...",何度も言ったけど 私には無理…,"Já disse várias vezes, é impossível para mim...",
1,20,1197,15,25024,10,32,,Silmeria,( Then we'd better find companions who can. ),（ だったら仲間を探しましょう ）,( Então vamos procurar companheiros. ),
1,21,1197,16,25672,10,34,,Silmeria,( Don't worry about it <PART> ---- <PART> just do as I say for a while. ),（ いいからしばらく私の言うとおり行動しなさい ）,( Deixe comigo <PART> ---- <PART> apenas faça o que eu disser por ora. ),
1,22,1197,17,33624,10,22,,Alicia,( Just because you're also a valkyrie? ),（ あなたも… ヴァルキリーだから？ ）,( Só porque você também é uma Valquíria? ),
1,23,1197,19,34448,10,19,,Silmeria,Naive.,…甘いわ！,Ingênua.,
1,24,1197,20,34568,10,20,,Silmeria,Hrist will follow us wherever we go.,アーリィはどこまでも追ってくる,Hrist nos seguirá aonde quer que vamos.,
1,25,1197,21,35252,10,29,,Silmeria,"( We need to prepare ourselves before
heading to Dipan. We might have fighting
ahead of us. )",（ ディパンへ行く前に仕度が必要よいざとなればあなたが戦うしか <PART> 一一 <PART> ）,"( Precisamos nos preparar antes de ir a Dipan. Se preciso, você terá de lutar. )",
1,26,1197,22,35384,10,33,,Alicia,Who?,…仲間？,...Companheiros?,
1,27,1197,24,35788,10,2,,Silmeria,"( That's why we're here.
To go to Dipan. )",（ だから来たのよディパンへ急ぎなさい！ ）,"(Por isso viemos. Depressa, vamos a Dipan!)",
1,28,1197,28,39196,10,23,,Silmeria,Yes.,そう <PART> 一一,Sim.,
1,29,1197,29,39352,10,21,,Silmeria,"She'll kill you just to summon my spirit
back to Valhalla.",あなたを殺し 私の精神をヴァルハラへ召喚するために <PART> 一一,Ela te mataria para convocar meu espírito de volta a Valhalla.,
