scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,93,3,1360,,,,Adventurer,"Hello there, fellow adventurers! Listen up!
I encountered these monsters the other day <PART> ---- <PART> ---
lizardmen. Ever heard of 'em? Anyway,
they're constantly on the defensive! <PART> ---
Each time I'd strike them up front,
they'd parry my blow! <PART> ---
If it weren't for their blocking,
they wouldn't be such a pain.",あら 貴方も同業者？聞いてよ！ この間嫌な魔物に会っちゃってさ <PART> リザードマンって知ってる？アイツら 守りには異常に長けててさ <PART> こっちが繰り出す正面からの剣をことごとく防いじゃうのよ まいったわ <PART> それさえなければ アイツら自身は大した相手じゃないんだけどね,,
1,2,93,4,1452,,,,Adventurer,"The lizardmen appear to be using
weapons left inside the ruins. <PART> ---
You never know <PART> ---- <PART> they could be holding
some precious artifact!",リザードマンの武〓ってさ 〓〓の中に残されてた物を使用してるっぱいのよね <PART> …もしかして 意外に貴重な〓〓品なんか持ってたりするのかしら？,,
1,3,93,5,1988,,,,Lady,"I fled Solde to come here, but
Villnore has problems of its own!",ソルデから〓って来たんだけど…ヴィルノアも大変な事になってるみたい,,
1,4,93,6,2560,,,,Adventurer,"You know how Dipan was flattened? Well,
Solde was in the wake of the aftershocks.",ディパンが滅んだって聞いた？ソルデなんかその余波を〓っちゃって大変よ,,
1,5,93,7,2652,,,,Adventurer,"All the people capable of leaving Solde
are pouring out of the town. <PART> ---
The only ones left are children, the elderly,
and those with nowhere else to go.",〓住する力がある人は ソルデからどんどん出てってるらしいわね <PART> 残るのは 行き先の無い老人と子どもぐらいじゃないかな…,,
1,6,93,2866,3252,,,,Owner,"Will you be staying?
We have a room with a view available.",〓まりかしら？〓めのいい部屋が空いてますよ,,
1,7,93,2867,3344,,,,Owner,Welcome. Would you like a room?,いらっしゃいませ お〓りですか？,,
1,8,93,2868,3436,,,,Owner,"Oh my, guests looking for a room?",おっと 〓まりのお〓かな？,,
1,9,93,2869,3528,,,,Owner,"Yer travelers, right? Ya gonna stay?",旅人さんだね 〓まっていくかい？,,
1,10,93,2870,3620,,,,Owner,"Greetings and Salutations. You look like
you're looking for a room. Am I right?",いらっしゃーいええと 〓まり…よね？,,
1,11,93,2871,3712,,,,Owner,"It is an honor to receive your visit.
Shall I book your room?",ようこそお出で下さいましたお〓りでしょうか？,,
1,12,93,2872,3808,,,,Owner,"That's a shame.
Come back if you change your mind.",そうですか…またの機会をお待ちしてますね,,
1,13,93,2873,3908,,,,Owner,"Please visit us again,
when you have the chance.",機会がありましたら〓非当〓をご利用下さい,,
1,14,93,2874,4008,,,,Owner,It figures. And I got all worked up.,なんじゃ 久しぶりの〓かと思ったのにのう…,,
1,15,93,2875,4108,,,,Owner,"Be on yer way then, no loiterin'.",おや 〓やかしは御免だよ,,
1,16,93,2876,4208,,,,Owner,"Well, it's your loss.
You're missing out on great service.",何だ 残念～ウチはサービスいいのに,,
1,17,93,2877,4308,,,,Owner,"If ever the opportunity should arise,
please pay us your custom again.",ご縁がありましたらまたいらして下さいね,,
1,18,93,2878,4412,,,,Owner,"Let the lullaby of the waves
be your invitation to slumber.",波の〓は〓りを誘う子守〓ごゆっくりお〓み下さい,,
1,19,93,2879,4512,,,,Owner,Please enjoy your stay.,それでは どうぞごゆっくりとお〓み下さい,,
1,20,93,2880,4612,,,,Owner,"So you're really staying?
Take a load off!",おお そうか〓まるかゆっくり〓んどくれよ,,
1,21,93,2881,4712,,,,Owner,"I just cleaned the sheets.
Yer gonna sleep like a baby!",シーツは洗い立てだからね気持ちよく〓れるよ！,,
1,22,93,2882,4812,,,,Owner,"Balanced breakfast on the house!
Sleep tight.",ご〓大〓りサービスするわねごゆっくり～,,
1,23,93,2883,4912,,,,Owner,"You must be exhausted.
Please make yourself comfortable.",お疲れでしょう？ゆっくりしていって下さいね,,
1,24,93,2884,5328,,,,Owner,"Visit again soon!
May the blessings of the sea be with you.",いってらっしゃいませ海の女神の加護があらんことを,,
1,25,93,2885,5428,,,,Owner,"Thank you for your patronage.
Please take care.",ご利用ありがとうございましたお気をつけて,,
1,26,93,2886,5528,,,,Owner,Come by any time you're in the area.,近くに来たら また〓っておくれよ,,
1,27,93,2887,5628,,,,Owner,"Ya got a good night's rest, didn't ya?
Watch yer back out there!",ぐっすり〓れたろ？気をつけていっておいで！,,
1,28,93,2888,5728,,,,Owner,"Hehe, did you sleep okay? Come again soon!",ふふ ゆっくり出来た？ また来てね～,,
1,29,93,2889,5828,,,,Owner,"I trust you rested well.
We look forward to serving you again soon.",疲れは取れましたか？お気をつけていってらっしゃいませ,,
1,30,93,2890,5932,,,,Owner,"Uh-oh, you don't have enough money.",あら 宿〓〓がちょっと足りないみたい…,,
1,31,93,2891,6032,,,,Owner,"I'm afraid it would be impossible to allow
you to stay without paying the proper fee.",宿〓〓をお支払いになれませんとお〓めする事が難しいのですが…,,
1,32,93,2892,6132,,,,Owner,"Oh, this won't do. You can't afford it.",なんじゃ 金が無きゃ〓められんぞ,,
1,33,93,2893,6232,,,,Owner,"This ain't enough! Whaddaya tryna pull?
This is a business, ya know!",お金貫わなきゃ〓められないよウチも〓売だからね,,
1,34,93,2894,6332,,,,Owner,"Hmm... Looks like you're a little short.
Come back when you have the money!",う～ん…ちょっとお金足りないわね…〓いだらまた来てね～,,
1,35,93,2895,6432,,,,Owner,"I'm afraid we require full payment
in advance in order to allocate rooms.",お〓様 代金が若干足りないようですので今回はちょっと…,,
2,1,93,1,,,,,,Head outside,外へ,,not displayed by the event script
