scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,1347,1,2768,,,,,"This land is a place for those estranged
as a result of their immense strength.",この地は 強大な力を得てしまったがために居るべき場所を無くしてしまった者の集うところ,,
1,2,1347,2,2888,,,,,"Have you... <PART> also been driven away
from your world?",〓もまた… <PART> 過ぎたる力によって世界を追われた存在なのか？,,
1,3,1347,3,3220,,,,Alicia,I am in awe. <PART> A power equal to...,凄い… <PART> 四宝の力に〓敵する…,,
1,4,1347,4,3520,,,,Alicia,"No, <PART> exceeding that of the Four Treasures...
I can sense such a power from you.",ううん <PART> 全ての四宝を〓せたものすら軽く〓〓するほどの力が感じられるわ,,
1,5,1347,5,3652,,,,Alicia,How can this be?,こんな事って…,,
1,6,1347,6,4220,,,,Ethereal Queen,"If you comply, I shall create a place
for you all in this land.",さすれば この地に〓等の居場所を作り出してやろう,,
1,7,1347,7,4568,,,,Alicia,"We have finally freed ourselves from
the hands of the gods.",私達は 管理者であった神族達の手を離れ今ようやく一人で歩き始めたところ,,
1,8,1347,8,4856,,,,Alicia,"No matter how superior a being you may be,
we do not need your help or protection.",たとえ貴女が如何なる存在であろうと貴女の〓護は必要ありません,,
1,9,1347,9,5060,,,,Ethereal Queen,"You dare defy me? <PART> If that is your choice, <PART> so be it.",我に逆らうか… <PART> よかろう <PART> それもまた一つの選択,,
1,10,1347,10,5356,,,,Ethereal Queen,"However, as you chose this path,
you have only yourself to blame.",だが 自らが選んだ道であればこそそれによって起こる未来は…,,
1,11,1347,11,5728,,,,Ethereal Queen,Can you take responsibility for your choice?,誰のせいにする事もできはしない！,,
1,12,1347,12,6576,,,,,"I am Ethereal Queen.
Visitors, tell me your names.",我が名はイセリア・クイーン新たなる訪問者達よ 〓等の名を我に〓げよ,,
2,1,1347,2759,12148,,,,,Valkyrie <PART> has joined the party.,ヴァルキリー <PART> が仲間に加わりました,,
2,2,1347,2752,12508,,,,,This... <PART> cannot... <PART> be...,この… <PART> 私が… <PART> 敗れるとは…,,
2,3,1347,2753,12884,,,,Ethereal Queen,to defeat the One...,あの者も…,,
2,4,1347,2754,13824,,,,Ethereal Queen,You may have what it takes...,お前達ならば… <PART> もしや…,,
2,5,1347,2755,15120,,,,,What will you do... <PART> with all the power you hold...?,それほどの力を得て… <PART> お前達は何を望む…,,
3,1,1347,2756,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script
3,2,1347,2757,,,,,,Alicia,アリーシャ,,not displayed by the event script
3,3,1347,2758,,,,,,Ethereal Queen,イセリア・クイーン,,not displayed by the event script
