scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,393,9,1728,,,,Townsperson,"Why did King Barbarossa have to
suffer the wrath of the gods? <PART>
---
Couldn't the gods at least show
some mercy to the queen?",なぜバルバロッサ様が神の〓めを受けなければならないのでしょう？ <PART> このままでは王妃様まで…神には〓悲も何もないのでしょうか…,,,
1,2,393,2,1816,,,,Dipan Soldier,"It was all so sudden... Tens of soldiers
wiped out by one lone warrior.",本当に一瞬の出来事だったんだ何十人も居た兵が たった一人の戦士に…,,,
1,3,393,4,2676,,,,Dipan Soldier,"So the king was...executed...
It's over...for Dipan...",王は…処刑されたのか……ディパンは…滅ぶのだな…,,,
1,4,393,10,2752,,,,Townsperson,"Forsaken by the gods we worshipped.
Who are we to pray to now?",祈るべき神に見捨てられた私達はこれから何に祈りを〓げれば良いのですか…,,,
1,5,393,5,3252,,,,Dipan Soldier,"Hundreds of years building our culture,
all gone in a flash. What was this for?",何百年と続いた栄〓も 滅び去るのは一瞬だな…我らは 何のために今まで…,,,
1,6,393,11,3328,,,,Townsperson,"Say, aren't you...yes, Princess Alicia!
Please, tell us... What should we do?",アリーシャ王女…なのですよね？私達は…これからどうすれば良いのでしょうか…,,,
2,1,393,1,,,,,,,,,not displayed by the event script,
2,2,393,3,,,,,,Go down,地下へ,,not displayed by the event script,duplicate
2,3,393,7,,,,,,HTalk,話す,,not displayed by the event script,duplicate
2,4,393,34,,,,,,Dipan Castle,ディパン城,,not displayed by the event script,duplicate
2,5,393,2752,,,,,,Townsperson,ディパン住人,,not displayed by the event script,duplicate
2,6,393,2753,,,,,,Dipan Soldier,ディパン兵士,,not displayed by the event script,duplicate
