scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,1377,2740,3824,,,,Dog Hrist,Look while you still can and witness.,その目でしかと見るがいい！！,,,duplicate
1,2,1377,2741,4948,,,,All,Whoa!,おっふっ！！,,,duplicate
1,3,1377,2742,5308,,,,Dog Rufus,I guess I can't argue with that!,御利〓バッチリだったな！,,,
1,4,1377,2743,5620,,,,Dog Arngrim,I was a fool...!,完敗だ…！,,,
1,5,1377,2744,5932,,,,Dog Odin,"This is one of the Four Treasures, indeed.",まさに四宝の名に相応しい…,,,
1,6,1377,2746,6244,,,,Dog Odin,"You have my gratitude, Hrist Valkyrie!",ひとえにそなたの働きに感謝するアーリィ・ヴァルキュリアよ！,,,
1,7,1377,2745,7160,,,,Dog Odin,"That I have come to possess such splendor
so quickly owes solely to your labors.",かくも早くこの輝きを我が手中に収める事ができるとは…,,,duplicate
1,8,1377,2747,11752,,,,Dog Rufus,That's some power.,なんて力だ,,,duplicate
1,9,1377,2748,11872,,,,Dog Rufus,I guess you're not exactly your average princess...,〓分と人間離れした王女だな…,,,
1,10,1377,2749,12524,,,,Dog Hrist,"By the way, what color were they?",………ところで何色だった？,,,
1,11,1377,2750,12644,,,,Dog Lezard,Pure <PART> white.,〓 <PART> 白,,,
2,1,1377,2751,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script,duplicate
2,2,1377,2752,,,,,,Dog Hrist,犬アーリィ,,not displayed by the event script,duplicate
2,3,1377,2753,,,,,,All,一同,,not displayed by the event script,
2,4,1377,2754,,,,,,Dog Rufus,犬ルーファス,,not displayed by the event script,duplicate
2,5,1377,2755,,,,,,Dog Arngrim,犬アリューゼ,,not displayed by the event script,duplicate
2,6,1377,2756,,,,,,Dog Odin,犬オーディン,,not displayed by the event script,duplicate
2,7,1377,2757,,,,,,Dog Lezard,犬レザード,,not displayed by the event script,duplicate
