scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,1321,44,1936,680,0,,Arngrim,"Hey, are you alright?",大丈夫か おい…,,,
1,2,1321,38,2056,680,1,,Brahms,I feel pain...,…痛みを感じる,,,
1,3,1321,39,2456,680,2,,Rufus,Come on! That doesn't sound very undead!,しっかりしろよ 不死者らしくないぜ,,,
1,4,1321,43,4444,680,3,,Brahms,We need to hurry. Lenneth is in danger...,急がねば レナスが危ない…,,,
1,5,1321,1,4904,680,4,,Rufus,"Yeah, sure. But what the heck can we do?
Look at the state we're in.",そうは言っても今の俺達じゃ同じ事の繰り返しだろ？,,,primary
1,6,1321,40,5096,680,5,,Arngrim,"And I don't think these two will be any
help.",こいつらも頼りにならないしな…,,,
1,7,1321,4,5924,680,7,,Brahms,It's useless. These aren't floating souls.,無駄だ そいつらは浮〓する魂とは違う,,,
1,8,1321,41,6280,680,8,,Brahms,"These are displaced valkyrie spirits that
can't escape the Sovereign's Rite.",“王呼の秘法”の〓縛から逃れられない行き場を失ったヴァルキリーの精神だ,,,
1,9,1321,5,6688,680,9,,Brahms,They will fade away...,いずれ消えゆく…,,,
1,10,1321,6,7012,680,10,,Arngrim,"So it's just down to us now, huh?",戦力は残された俺達だけって事か…,,,
1,11,1321,7,7168,680,11,,Brahms,"No. If we regain Lenneth's soul, that will
give us a new weapon.",いや レナスの魂を取り戻せば新たな戦力を生み出せる <PART> ――,,,
1,12,1321,8,8236,680,12,,Brahms,Lezard is intent on melding with Lenneth.,レザードはレナスと〓合する気でいた…,,,
1,13,1321,9,8896,680,13,,Brahms,"Before he can do that, I shall become
the vessel of the three valkyries,
concentrating their power into one!",その前に私を器にして三姉〓の魂を〓合させヴァルキリーの力を一つにするのだ！,,,
1,14,1321,10,9716,680,14,,Brahms,"Only then will we stand a chance of
opposing Lezard.",その力ならばレザードに対抗できる…,,,
1,15,1321,11,10376,680,15,,Rufus,Are you sure that's the only way?,…そこまでしなきゃならないのか？,,,primary
1,16,1321,12,10520,680,16,,Brahms,"You saw for yourself! We face a god who
surpasses Odin!",みんな見たはずだ敵はオーディンを〓ぐ神なのだ,,,
1,17,1321,13,11376,680,17,,Alicia,Let me...,…私を,,,
1,18,1321,14,11520,680,18,,Alicia,Let me be the vessel!,私を器にさせてください！,,,
1,19,1321,15,12220,680,19,,Rufus,Are all of you people crazy?,何を言い出すかと思えば…,,,
1,20,1321,16,13056,680,20,,Brahms,"It won't be the same as sharing your
body with Silmeria.",シルメリアを肉体に宿すのとはわけが違うぞ！,,,
1,21,1321,17,13248,680,21,,Brahms,"All four souls, including the vessel's, will
be fused to create an entirely new being!",器も〓め四つの魂を〓合させ 全く別の魂を持つ存在に生まれ変わるのだ！,,,
1,22,1321,18,16044,680,22,,Brahms,"Much as I once melded with a man named
Dylan and concealed my identity...",かつて私がディランという男と〓合し自らの存在を隠したようにな…,,,
1,23,1321,19,16572,680,23,,Alicia,"I can create the future I want by becoming
one with them. If I can do that...",彼女達と一つになる事で私が望む未来を得られるのなら <PART> ――,,,
1,24,1321,20,17688,680,24,,Alicia,"Then I don't care what happens to me.
Even if I lose my personality and can't
go back!",私の人格が〓み込まれ元に戻れなくなっても構いません！,,,
1,25,1321,21,19012,680,25,,Brahms,"The strain on your body will be too much.
You won't be able to sustain it for long.",その肉体では負〓が大き過ぎる長くは持たないだろう,,,
1,26,1321,22,19472,680,26,,Alicia,Neither can you! You're injured.,〓を負ったあなたでは〓更です！,,,
