scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,1205,2752,10120,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,
1,2,1205,2753,10608,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,
1,3,1205,2754,11140,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,
1,4,1205,2755,11628,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,
1,5,1205,2756,12404,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,
1,6,1205,2757,13128,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,
1,7,1205,2758,13516,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,
1,8,1205,2759,13844,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,
1,9,1205,2760,14232,,,,,,アーリィ <PART> が仲間に加わりました,,
2,1,1205,2366,19828,,,,,ERRORv,ERR0R！！（v190）,,
2,2,1205,2367,19964,,,,,ERRORv,ERR0R！！（v191）,,
2,3,1205,2368,20100,,,,,ERRORv,ERR0R！！（v191）,,
3,1,1205,3,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
3,2,1205,4,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script
3,3,1205,5,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
3,4,1205,6,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script
3,5,1205,7,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script
3,6,1205,2372,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script
