scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,1253,2,8664,250,4,,Alicia,"That's it, basically.",一一 <PART> ただそれだけです,,
1,2,1253,3,9172,250,5,,Arngrim,"Well, that sounds like treasure hunting to me.",俺達の宝探しとどう違うのやら…,,
1,3,1253,4,9360,250,6,,Alicia,We're trying to avoid war with the gods!,神々との戦争を〓けるためなんです！,,
1,4,1253,5,14464,250,7,,Leone,"Noble reasons to seek a noble prize.
You're far above graverobbers like us.",大それた物を〓うだけに理由も高〓ねやっぱりコソ〓は〓身が〓いわ…,,
1,5,1253,6,15944,250,9,,Alicia,"You are our allies, and therefore allies
of Dipan.",私どもディパンの心強い〓力者です,,
1,6,1253,7,16412,250,10,,Arngrim,"It may be a lie, but it's still nice to
hear.",嘘でもそう言ってもらえりゃ少しは救われるぜ…,,
1,7,1253,8,16700,250,11,,Rufus,"Just say ""thank you.""",素直に喜べよ…,,
1,8,1253,9,16988,250,12,,Arngrim,"Hmph. Mercenaries are in it only for the
money. Compliments can't buy anything.",傭兵ってのは金を貫ってナン求…〓められても一〓の得にもならない,,
1,9,1253,10,17300,250,13,,Rufus,"Well, Alicia is the princess of Dipan.",アリーシャはディパンの王女だぜ,,
1,10,1253,11,17928,250,14,,Rufus,"Prove yourself and they might hire you
for a decent wage someday.",いいトコ見せときゃ いつか高報〓で雇ってもらえるかもしれないぞ,,
1,11,1253,13,19708,250,16,,Dylan,You don't look surprised.,驚かないのか？,,
1,12,1253,14,19840,250,17,,Leone,I-I'm not.,え ええ…,,
1,13,1253,16,20468,250,19,,Leone,I could almost tell she was royalty.,…きっと高貴な方だと思ってたから,,
1,14,1253,1,24076,250,1,,Alicia,I have a mission to do.,…私の務めですから,,
1,15,1253,17,35284,250,0,,Leone,"You know, you're pretty tough for your size.",〓〓な体でよく頑張るわね,,
1,16,1253,18,36192,250,2,,Leone,"What mission is that?
Would you mind telling me more about it?",ねえ どんな務めなの？よかったら聞かせてもらえない？,,
1,17,1253,19,36424,250,3,,Alicia,"I have to find the Dragon Orb before the
gods do, and bring it back to my country.",ドラゴンオーブを神々より先に見つけ国元ヘ持ち帰る <PART> 一一,,
1,18,1253,20,36656,250,8,,Alicia,I don't believe that you are thieves at all.,あなた方は決して〓〓などではありません,,
1,19,1253,21,36988,250,15,,Arngrim,No kiddin'?,へ～ぇ…,,
1,20,1253,22,37380,250,18,,Leone,She has a certain air about her.,どことなく〓う気品 <PART> 一一,,
2,1,1253,2757,48792,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,
2,2,1253,2758,49280,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,
2,3,1253,2759,49812,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,
2,4,1253,2760,50300,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,
2,5,1253,2761,51076,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,
2,6,1253,2762,51800,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,
2,7,1253,2763,52188,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,
2,8,1253,2764,52516,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,
2,9,1253,2765,52904,,,,,Hrist <PART> has joined the party.,アーリィ <PART> が仲間に加わりました,,
3,1,1253,2366,58532,,,,,ERRORv,ERR0R！！（v190）,,
3,2,1253,2367,58668,,,,,ERRORv,ERR0R！！（v191）,,
3,3,1253,2368,58804,,,,,ERRORv,ERR0R！！（v191）,,
4,1,1253,25,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
4,2,1253,26,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script
4,3,1253,27,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
4,4,1253,28,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script
4,5,1253,29,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script
4,6,1253,2372,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script
4,7,1253,2752,,,,,,Alicia,アリーシャ,,not displayed by the event script
4,8,1253,2753,,,,,,Arngrim,アリューゼ,,not displayed by the event script
4,9,1253,2754,,,,,,Leone,レオーネ,,not displayed by the event script
4,10,1253,2755,,,,,,Rufus,ルーファス,,not displayed by the event script
4,11,1253,2756,,,,,,Dylan,ディラン,,not displayed by the event script
