scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,1243,1,3584,210,1,,Lezard,It might not be here.,ここにあるとは限りませんよ,,,
1,2,1243,19,4108,210,2,,Rufus,Are you serious!?,…何だと！？,,,
1,3,1243,2,4780,210,3,,Lezard,"The tribe that guarded it often moved the
orb from place to place for its protection...",ドラゴンオーブは守護者一族によってしばしば安置場所を変えられてきました,,,
1,4,1243,18,4912,210,4,,Lezard,But the last of the guardians have died out.,その守護者一族は 既に死に絶えているのです,,,
1,5,1243,4,5508,210,6,,Lezard,Silmeria?,シルメリア殿 <PART> ――,,,primary
1,6,1243,5,6304,210,7,,Silmeria,I'll give it a try.,やってみよう,,,
1,7,1243,6,7044,210,9,,Lezard,"We may find the orb by picking up a
trail of psychic energy.",残〓思念を〓っていけばいつかオーブに行き着けるかと…,,,
1,8,1243,7,7332,210,10,,Rufus,"Just one problem <PART> ---- <PART> I don't see any
objects to read.",でもどこにオブシェクトがあるってんだよ？,,,
1,9,1243,8,8784,210,13,,Rufus,"Yes, ma'am.",…わかったよ〓,,,
1,10,1243,20,9284,210,14,,Silmeria,...!,！,,,duplicate
1,11,1243,9,10476,210,16,,Silmeria,( You mustn't speak to me now. ),（ しばらく話しかけるな… ）,,,
1,12,1243,10,10764,210,17,,Alicia,...?,…,,,duplicate
1,13,1243,13,13636,210,20,,Alicia,I'll call you when we find the dais.,〓〓を見つけたら呼ぶわ,,,
1,14,1243,11,14008,210,15,,Alicia,What's the matter?,…どうしたの？,,,
1,15,1243,12,14704,210,19,,Alicia,"Oh, it's, uh, nothing.",…いいえ 別に,,,
1,16,1243,15,15364,210,0,,Rufus,"So, where's the orb?",さあ オーブはどこだ？,,,
1,17,1243,16,16712,210,11,,Silmeria,"If they placed the orb here for safekeeping,
they would have needed a strong dais to
hold it.",オーブを安置するからには それなりに〓〓な造りの〓〓があるはず <PART> ――,,,
1,18,1243,22,20496,210,12,,Silmeria,Go find it.,探しなさい,,,
1,19,1243,21,25016,210,8,,Rufus,More object reading again?,…オブシェクトリーディングか？,,,
1,20,1243,23,25236,210,18,,Dylan,What is it?,どうした？,,,duplicate
1,21,1243,24,25544,210,5,,Rufus,Fine. What exactly are we doing here then?,じゃ 何しにここへ来たんだ！？,,,
2,1,1243,2757,41600,,,,,Dylan <PART> has joined the party.,,,,duplicate
2,2,1243,2758,42088,,,,,Lezard <PART> has joined the party.,,,,duplicate
2,3,1243,2759,42620,,,,,Leone <PART> has joined the party.,,,,duplicate
2,4,1243,2760,43108,,,,,Arngrim <PART> has joined the party.,,,,duplicate
2,5,1243,2761,43884,,,,,Mithra <PART> has joined the party.,,,,duplicate
2,6,1243,2762,44608,,,,,Lenneth <PART> has joined the party.,,,,duplicate
