scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,1269,1,4128,800,0,,Leone,"What does it feel like to have the power
and spirit of a god living inside you?",体の中に神の力と精神が宿るってどんな感じなのかしら…,,
1,2,1269,8,4272,800,1,,Alicia,"Why do you ask, all of a sudden?",…どうしたのですか いきなり？,,
1,3,1269,2,4404,800,2,,Leone,"Oh, I'm just curious, is all.",ちょっと気になっただけよ,,
1,4,1269,3,5108,800,3,,Alicia,"For a long time, it was a burden.",…ずっと邪魔でした,,
1,5,1269,12,6196,800,4,,Alicia,"My parents didn't love me. I was
alienated, despised...and then banished
from the kingdom.",父にも母にも愛されず〓まれて〓まれて国を追われ <PART> 一一,,
1,6,1269,10,7880,800,5,,Alicia,I felt as if I was cursed.,私にとって〓めしいだけでした,,
1,7,1269,9,8948,800,6,,Leone,I'm sorry.,…そう,,
1,8,1269,11,10204,800,7,,Alicia,It's different now.,でも今は <PART> 一一,,
1,9,1269,4,10540,800,8,,Alicia,"Without Silmeria I wouldn't be able to
save Midgard or my homeland.",彼女なしには故国もミッドガルドも救う事ができません…,,
1,10,1269,13,11400,800,9,,Alicia,Or to save myself from my own fate.,…私自身の運命もです,,
1,11,1269,7,12292,800,11,,Leone,I should have minded my own business.,余計な事を聞いてしまったようね…,,
1,12,1269,14,16312,800,10,,Leone,I apologize.,…ごめんなさい,,
2,1,1269,2754,26524,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,
2,2,1269,2755,27012,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,
2,3,1269,2756,27544,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,
2,4,1269,2757,28032,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,
2,5,1269,2758,28808,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,
2,6,1269,2759,29532,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,
2,7,1269,2760,29920,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,
2,8,1269,2761,30248,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,
2,9,1269,2762,30636,,,,,Hrist <PART> has joined the party.,アーリィ <PART> が仲間に加わりました,,
3,1,1269,2293,36196,,,,,ERRORv,ERR0R！！（v190）,,
3,2,1269,2294,36332,,,,,ERRORv,ERR0R！！（v191）,,
3,3,1269,2295,36468,,,,,ERRORv,ERR0R！！（v191）,,
4,1,1269,17,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
4,2,1269,18,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script
4,3,1269,19,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script
4,4,1269,20,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script
4,5,1269,21,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script
4,6,1269,2667,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script
4,7,1269,2752,,,,,,Leone,レオーネ,,not displayed by the event script
4,8,1269,2753,,,,,,Alicia,アリーシャ,,not displayed by the event script
