scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,123,3,2652,,,,Townsperson,"Rumor had it that a girl was hidden
in the estate outside of town. <PART>
---
Everyone had a theory <PART> ---- <PART> some said she
was the princess of Dipan, believed dead. <PART>
---
But I guess we'll never know, because
the place crumbled to the ground.",ここのずっと向こうの街外れのお屋〓にねどこかのお〓さまが〓われてるって噂があってねぇ <PART> 亡くなったはずのディパンの姫じゃないかとか一時期いろいろと憶〓が〓んだんだけど <PART> 結局は誰も確かめられない内にお屋〓は崩れてしまったそうよ,,,
1,2,123,4,2744,,,,Townsperson,"If it really was the princess of Dipan,
she picked a great hiding place. <PART>
---
Who would have ever thought
to look for her here?",もし本当にディパンの姫だったら上手い所に隠れたよねぇ <PART> まさかこの国に居るなんて他の人は思わないじゃない？,,,
1,3,123,5,3148,,,,,Looks hungry...,〓が欲しいみたい…,,,duplicate
1,4,123,10,3508,,,,,Eat up!,たくさん食べてね,,,duplicate
1,5,123,11,3852,,,,,"I'm sorry...
I don't have any food for you.",ごめんなさい…今 あげられる物は何も無いの,,,duplicate
1,6,123,38,3920,,,,,Thank you. I'll put it to good use.,ありがとう 大切にするわね,,,duplicate
1,7,123,14,4664,,,,Matron,"There's an old tale about a dragon that
dwelled in the east of the continent. <PART>
---
The dragon hated humans and slept deep
within his palace, guarding a treasure.",昔話だけどね 大陸のずっと〓の方に竜が住んでいたそうだよ <PART> 竜は人と〓するのを嫌い 神殿の奥〓で宝を守りながら〓っている…という話だったかねぇ,,,
1,8,123,15,4756,,,,Matron,"You'd be surprised just how many
old tales turn out to be true. <PART>
---
Maybe that one's real, too.",昔話というのはね意外と本当の事が多いんだよ <PART> だから 竜のお話も本当かもしれないね,,,
1,9,123,16,5084,,,,Townsperson,"The sky flashed for a second, and it
scared the fleas off of my dog! <PART>
---
He curled up in the corner, and now he
won't take one step out of the house.",空が急に光ったかと思ったら家の〓が〓えちゃってねぇ <PART> 〓っこに〓まって 家から一歩も出ようとしないのよ,,,
1,10,123,17,5176,,,,Townsperson,"What exactly was it? People are in
a frenzy, and pets are terrified!",一体何があったって言うんだろうねぇ皆騒いでるし 動物は〓えてるし…,,,
1,11,123,19,5476,,,,Townsperson,"The king of Dipan was indeed guilty of sin,
but was he not also a great leader? <PART>
---
His life could have been spared. It makes
me wonder whether the gods know mercy.",確かに ディパン王は罪をおかしたんだろうよだが名〓だったのも また事実じゃねえか？ <PART> 命を奪うまではしなくとも良かったろうに神の〓悲とは 何なのかねぇ,,,
