resource,message_id,kind,offset,byte_length,original_en,original_jp,translated,copy_status
650,1,codepage,0,3,LV,LV,NV,duplicate
650,0,codepage,0,3,LV,LV,NV,duplicate
650,2,codepage,3,3,HP,HP,HP,duplicate
650,3,codepage,6,2,/,／,/,duplicate
650,4,codepage,8,5,Exp.,EXP,Exp.,
650,5,codepage,13,5,Next,NEXT,Próx,duplicate
650,6,codepage,18,8,Free LV,解放LV,Nv. Livre,duplicate
650,7,codepage,26,4,STR,STR,FOR,
650,8,codepage,30,4,INT,INT,INT,
650,9,codepage,34,4,DEX,DEX,DES,
650,10,codepage,38,4,AGL,AGL,AGI,
650,11,codepage,42,4,CON,CON,CON,
650,12,codepage,46,4,ATK,ATK,ATQ,duplicate
650,13,codepage,50,4,MAG,MAG,MAG,duplicate
650,14,codepage,54,4,HIT,HIT,PRE,duplicate
650,15,codepage,58,4,AVD,AVD,ESQ,duplicate
650,16,codepage,62,4,RDM,RDM,RDM,duplicate
650,17,codepage,66,4,RST,RST,RES,duplicate
650,18,codepage,70,10,Tolerance,属性抵抗,Tolerância,
650,19,codepage,80,5,Fire,炎,Fogo,
650,20,codepage,85,4,Ice,氷,Gelo,
650,21,codepage,89,10,Lightning,雷,Trovão,
650,22,codepage,99,6,Earth,土,Terra,
650,23,codepage,105,5,Holy,聖,Luz,
650,24,codepage,110,9,Darkness,闇,Trevas,
650,25,codepage,119,11,Resistance,状態異常抵抗,Resistência,
650,26,codepage,130,6,Curse,呪い,Praga,
650,27,codepage,136,10,Paralysis,麻痺,Paralisia,
650,28,codepage,146,8,Silence,沈黙,Silenc.,
650,29,codepage,154,7,Poison,毒,Veneno,
650,30,codepage,161,5,Doom,即死,Fim,
650,31,codepage,166,7,Freeze,凍結,Cong.,
650,32,codepage,173,10,Confusion,混乱,Confusão,
650,33,codepage,183,6,Stone,石化,Pedra,
650,34,codepage,189,6,Faint,気絶,Sono,
650,35,codepage,195,8,Frailty,衰弱,Fraco,
650,36,codepage,203,9,Transfer,転送,Transf.,
650,37,codepage,212,2,%,,%,
650,38,codepage,214,7,Weapon,WEAPON,Arma,duplicate
650,39,codepage,221,5,Head,HEAD,Cab.,duplicate
650,40,codepage,226,5,Body,BODY,Corpo,duplicate
650,41,codepage,231,5,Arms,ARM,Braços,duplicate
650,42,codepage,236,5,Legs,FEET,Pernas,duplicate
650,43,codepage,241,7,Acc. 1,ACC 1,Aces.1,duplicate
650,44,codepage,248,7,Acc. 2,ACC 2,Aces.2,duplicate
650,45,codepage,255,7,Acc. 3,ACC 3,Aces.3,duplicate
650,46,codepage,262,7,Acc. 4,ACC 4,Aces.4,duplicate
650,47,codepage,269,6,Class,クラス,Classe,
650,48,codepage,275,4,Age,年齢,Id.,
650,49,codepage,279,7,Gender,性別,Gênero,
650,50,codepage,286,5,Born,誕生年,Nas.,
650,51,codepage,291,5,Died,没年,Fal.,
650,52,codepage,296,5,Size,サイズ,Tam.,
650,53,codepage,301,5,Male,男,Masc,
650,54,codepage,306,7,Female,女,Fem.,
650,55,codepage,313,17,Check abilities.,能力値を確認します,Ver habilidades.,
650,56,codepage,330,17,Check equipment.,装備を確認します,Ver equipamento.,duplicate
650,57,codepage,347,22,Check learned skills.,習得済みスキルを確認します,Ver hab. aprendidas.,
650,58,codepage,369,30,Check learned normal attacks.,習得済み通常攻撃技を確認します,Ver ataques aprendidos.,
650,59,codepage,399,22,Check learned spells.,習得済み魔法を確認します,Ver feit. aprendidos.,
650,60,codepage,421,15,Check profile.,プロフィールを確認します,Ver perfil.,
650,61,codepage,436,18,Check background.,経歴を確認します,Ver histórico.,
650,62,codepage,454,12,<8099>-<8099>+Char.,キャラ,,duplicate
650,63,codepage,466,20,<8099>@Info <8099>-<8099>+Char.,詳細 キャラ,,
650,64,codepage,486,23,<8099>8<8099>9Page <8099>-<8099>+Char.,ページ キャラ,,primary
650,65,codepage,509,23,<8099>8<8099>9Page <8099>-<8099>+Char.,ページ キャラ,,duplicate
650,66,codepage,532,5,None,なし,,duplicate
650,67,codepage,537,11,Long Sword,ロングソード,,duplicate
650,68,codepage,548,7,Rapier,レイピア,,duplicate
650,69,codepage,555,9,Shamshir,シャムシール,,duplicate
