scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,1221,1,3016,71,0,,Rufus,So...,なあ…,,,
1,2,1221,2,3488,71,1,,Rufus,Anything you want to tell me?,…説明してくれないか？,,,
1,3,1221,3,3788,71,2,,Rufus,"What exactly did you do back there?
Who was that other guy?",あんた さっき何をしたんだ？あのオッサンは何者なんだ？,,,
1,4,1221,4,4824,71,4,,Silmeria,"The return of the einherjar to their living
forms through an object that contains their
remnant thoughts.",残〓思念が宿るオブシェクトを〓介にエインフェリアが生前の姿を取り戻したの,,,
1,5,1221,5,5260,71,5,,Rufus,Einherjar?,エインフェリア…,,,
1,6,1221,6,5840,71,6,,Rufus,"You're telling me that the souls of the fallen <PART> ---- <PART>
chosen for the war of the gods <PART> ---- <PART> just...float
around here?",神界での戦争に備えて選定された人の魂がこの辺りを〓ってるってのか？,,,
1,7,1221,7,6196,71,7,,Silmeria,No. They exist within me.,いいえ 私の中にいるのよ,,,
1,8,1221,8,7968,71,9,,Alicia,"( Will he be coming along with us from
now on? )",（ …あの方も この先ずっと一緒なの？ ）,,,
1,9,1221,9,8112,71,10,,Silmeria,"If I don't toughen his spirit, he won't
be able to exist apart from me.",少し精神を〓え直してやらないと私から離れたら消えてしまうのよ,,,
1,10,1221,10,8280,71,11,,Silmeria,"This einherjar once stood at my side, but
his soul now deteriorates from the
incomplete transmigration.",元は私が連れていたエインフェリアだけど不完全な転生であの者の魂も〓化しているの,,,
1,11,1221,11,8592,71,12,,Alicia,"( But from the voices I hear inside,
everyone sounds so alive... )",（ 心の中で聞こえている声はみんな元気そうなのに… ）,,,
1,12,1221,12,8784,71,13,,Silmeria,"Even a ferocious beast feels insecure the
first time outside of its cage.",どんな〓獣も〓から出た直後は多少なりとも不安を感じるものよ,,,
1,13,1221,13,9244,71,14,,Silmeria,"I must keep them at my side until they
regain their strength of spirit.",元の精神の強さを取り戻すまでは〓に置いてあげないといけない <PART> ――,,,
1,14,1221,14,9544,71,15,,Silmeria,"That is my duty as the chooser of souls.
Help me honor it.",魂を選定した者としての責務なの〓力してちょうだい,,,
1,15,1221,15,11136,71,3,,Silmeria,Materialization.,マテリアライズよ,,,
1,16,1221,16,14336,71,8,,Silmeria,Satisfied?,納得した？,,,
2,1,1221,2755,21980,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,,duplicate
2,2,1221,2756,22468,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,,duplicate
2,3,1221,2757,23000,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,,duplicate
2,4,1221,2758,23488,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,,duplicate
2,5,1221,2759,24264,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,,duplicate
2,6,1221,2760,24988,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,,duplicate
2,7,1221,2761,25376,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,,duplicate
2,8,1221,2762,25704,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,,duplicate
2,9,1221,2763,26092,,,,,Hrist <PART> has joined the party.,アーリィ <PART> が仲間に加わりました,,,duplicate
3,1,1221,2335,31652,,,,,ERRORv,ERROR！！（v190）,,,duplicate
3,2,1221,2336,31788,,,,,ERRORv,ERROR！！（v191）,,,duplicate
3,3,1221,2337,31924,,,,,ERRORv,ERROR！！（v191）,,,duplicate
4,1,1221,19,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script,duplicate
4,2,1221,20,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script,duplicate
4,3,1221,21,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script,duplicate
4,4,1221,22,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script,duplicate
4,5,1221,23,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script,duplicate
4,6,1221,2725,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script,duplicate
4,7,1221,2752,,,,,,Rufus,ルーファス,,not displayed by the event script,duplicate
4,8,1221,2753,,,,,,Silmeria,シルメリア,,not displayed by the event script,duplicate
4,9,1221,2754,,,,,,Alicia,アリーシャ,,not displayed by the event script,duplicate
