scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,1203,1,1652,1020,1,,Lezard,"At least, according to the last
remaining records of Dipan...",―― <PART> というのがディパンに残る最後の記〓でした,,,
1,2,1203,2,2148,1020,2,,Rufus,"So, why this little backwater town?",…なんでこんなひなびた村に？,,,
1,3,1203,3,2292,1020,3,,Lezard,"I imagine it was somewhat more
prosperous back then.",当時はおそらく もっと栄えていたのでしょう,,,
1,4,1203,4,2628,1020,4,,Dylan,When would that be?,当時というと？,,,
1,5,1203,5,3292,1020,5,,Lezard,"The chronicles date back over five
hundred years.",〓〓は〓〓〓年以上 昔のものでした,,,
1,6,1203,6,3436,1020,6,,Rufus,"Someone must have taken good care of
them.",よくそんな物が残ってたな,,,
1,7,1203,8,3896,1020,8,,Lezard,You know your lore.,お〓しいですね,,,
1,8,1203,10,4296,1020,10,,Alicia,"I didn't know that.
Some princess I am...",…すみません私は知りませんでした,,,
1,9,1203,12,5024,1020,12,,Alicia,"Well, shall we go?",では行きましょう,,,
1,10,1203,13,7396,1020,7,,Dylan,"Dipan was founded by a sect that broke
away from the tribe of Orb Guardians.",ディパンは元々 オーブの守護者一族が分派して興した国だからさ,,,
1,11,1203,14,7728,1020,9,,Dylan,Common knowledge for a loyal subject.,…〓臣として当然の教〓だ,,,
1,12,1203,15,7924,1020,11,,Dylan,History fades over time.,過去は風化するものだ,,,
1,13,1203,16,8696,1020,0,,Lezard,"The orb was taken to a place just
outside Coriander for protection.",ここ コリアンドル村のはずれにオーブが安置されていた <PART> ――,,,
2,1,1203,2756,15980,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,,duplicate
2,2,1203,2757,16468,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,,duplicate
2,3,1203,2758,17000,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,,duplicate
2,4,1203,2759,17488,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,,duplicate
2,5,1203,2760,18264,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,,duplicate
2,6,1203,2761,18988,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,,duplicate
2,7,1203,2762,19376,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,,duplicate
2,8,1203,2763,19704,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,,duplicate
2,9,1203,2764,20092,,,,,Hrist <PART> has joined the party.,アーリィ <PART> が仲間に加わりました,,,duplicate
3,1,1203,2365,27044,,,,,ERRORv,ERROR！！（v190）,,,duplicate
3,2,1203,2366,27180,,,,,ERRORv,ERROR！！（v191）,,,primary
3,3,1203,2367,27316,,,,,ERRORv,ERROR！！（v191）,,,primary
4,1,1203,19,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script,duplicate
4,2,1203,20,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script,duplicate
4,3,1203,21,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script,duplicate
4,4,1203,22,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script,duplicate
4,5,1203,23,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script,duplicate
4,6,1203,2740,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script,duplicate
4,7,1203,2752,,,,,,Lezard,レザード,,not displayed by the event script,primary
4,8,1203,2753,,,,,,Rufus,ルーファス,,not displayed by the event script,duplicate
4,9,1203,2754,,,,,,Dylan,ディラン,,not displayed by the event script,primary
4,10,1203,2755,,,,,,Alicia,アリーシャ,,not displayed by the event script,duplicate
