resource,message_id,kind,offset,byte_length,original_en,original_jp,translated,copy_status
651,1,codepage,0,10,Targeting,ターゲットタイプ,Alvo,duplicate
651,0,codepage,0,10,Targeting,ターゲットタイプ,Alvo,primary
651,2,codepage,10,10,Semi-auto,セミオート,Semi-auto,
651,3,codepage,20,7,Manual,マニュアル,Manualç,
651,4,codepage,27,31,Horizontal Battle Cam Controls,フリーカメラの水平操作,Cãmera de Batalha Horizontal,
651,5,codepage,58,29,Vertical Battle Cam Controls,フリーカメラの〓直操作,Cãmera de Batalha Vertical,
651,6,codepage,87,7,Normal,ノーマル,,
651,7,codepage,94,9,Reversed,リバース,,
651,8,codepage,103,31,Reset Battle Cam After Attack?,攻撃終〓後のカメラ,,
651,9,codepage,134,4,Yes,戻る,,primary
651,10,codepage,138,3,No,〓止,,primary
651,11,codepage,141,31,Skip Special Attack Sequences?,決め技スキップ,,
651,12,codepage,172,4,Yes,〓〓,,primary
651,13,codepage,176,3,No,〓〓〓,,primary
651,14,codepage,179,24,Preserve Battle Groups?,グループの保存,,
651,15,codepage,203,4,Yes,する,Sim,duplicate
651,16,codepage,207,3,No,しない,Nao,duplicate
651,17,codepage,210,15,Event Dialogue,イベントメッセージ,,
651,18,codepage,225,11,Audio only,音〓のみ,,
651,19,codepage,236,10,Text only,テキストのみ,,
651,20,codepage,246,11,Audio/Text,音〓・テキスト,,
651,21,codepage,257,14,Battle Voices,戦闘ボイス,,
651,22,codepage,271,10,Vibration,振動,,
651,23,codepage,281,12,Screen Size,画面サイズ,,
651,24,codepage,293,4,4:3,：,,
651,25,codepage,297,5,16:9,：,,
651,26,codepage,302,6,Sound,サウンド,,
651,27,codepage,308,5,Mono,モノラル,,
651,28,codepage,313,7,Stereo,ステレオ,,
651,29,codepage,320,9,Surround,サラウンド,,
651,30,codepage,329,11,Headphones,ヘッドフォン,,
651,31,codepage,340,17,Speaker Position,スピーカー位置,,
651,32,codepage,357,3,OK,決定,,
651,33,codepage,360,7,Cancel,キャンセル,,duplicate
651,34,codepage,367,7,Photon,光子,,
651,35,codepage,374,5,Jump,ジャンプ,,
651,36,codepage,379,7,Action,便利,,
651,37,codepage,386,10,Sealstone,封印石,,duplicate
651,38,codepage,396,14,Adjust Camera,カメラアジャスト,,
651,39,codepage,410,5,Dash,ダッシュ,,
651,40,codepage,415,15,Targeting Mode,ターゲットモード,,
651,41,codepage,430,13,Toggle Radar,レーダー切り替え,,
651,42,codepage,443,10,Charge AP,APチャージ,,
651,43,codepage,453,18,Toggle Battle Cam,カメラ切り替え,,
651,44,codepage,471,10,<0065><0065><0065><0065><0065><0065><0065><0065><0065>,〓〓〓〓〓〓〓〓〓,,primary
651,45,codepage,481,8,<0065><0065><0065><0065><0065><0065><0065>,〓〓〓〓〓〓〓,,primary
651,46,codepage,489,8,<0065><0065><0065><0065><0065><0065><0065>,〓〓〓〓〓〓〓〓〓,,duplicate
651,47,codepage,497,9,<0065><0065><0065><0065><0065><0065><0065><0065>,〓〓〓〓〓〓〓,,
651,48,codepage,506,8,<0065><0065><0065><0065><0065><0065><0065>,〓〓〓〓〓〓〓〓〓,,duplicate
651,49,codepage,514,7,<0065><0065><0065><0065><0065><0065>,〓〓〓〓〓〓〓,,duplicate
651,50,codepage,521,6,<0065><0065><0065><0065><0065>,〓〓〓〓,,primary
651,51,codepage,527,10,<0065><0065><0065><0065><0065><0065><0065><0065><0065>,〓〓〓〓〓〓〓,,duplicate
651,52,codepage,537,5,<0065><0065><0065><0065>,〓〓〓〓,,
651,53,codepage,542,6,<0065><0065><0065><0065><0065>,〓〓〓〓,,duplicate
651,54,codepage,548,7,<0065><0065><0065><0065><0065><0065>,〓〓〓〓〓〓,,duplicate
651,55,codepage,555,4,<0065><0065><0065>,〓〓〓〓〓,,duplicate
651,56,codepage,559,26,<8084>0Reverts to previous.<808E>,"変更前の設定に戻します
よろしいですか？",,
651,57,codepage,601,24,<8084>0Resets to default.<808E>,"デフォルトの設定に戻します
よろしいですか？",,
651,58,codepage,641,21,Adjust game options.,ゲーム環境を設定します,,
651,59,codepage,662,29,Adjust gameplay environment.,プレイ環境を設定します,,
651,60,codepage,691,27,Assign controller buttons.,コントローラのボタンを設定します,,primary
