scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,113,5,700,,,,,I'll use it wisely.,ごめんなさい 大切にします…,,
1,2,113,4,792,,,,,It's loaded with liquor <PART> ---- <PART> Arngrim's dream come true.,お〓がたくさん…アリューゼが喜びそうね,,
2,1,113,395,3212,,,,,Acquired <PART> OTH,0TH <PART> を手に入れた,,
2,2,113,396,3340,,,,,Lost <PART> OTH,0TH <PART> を失った,,
2,3,113,397,3468,,,,,Money <PART> OTH,所持金 <PART> 0TH,,
3,1,113,2236,7668,,,,,ERRORv,ERR0R！！（v190）,,
3,2,113,2238,7804,,,,,ERRORv,ERR0R！！（v191）,,
3,3,113,2241,41168,,,,,ERRORv,ERR0R！！（v191）,,
3,4,113,2242,49284,,,,Lwyn,"Are you having some rough times? <PART> ---
Life is full of ups and downs.
Keep your chin up.",もしかして結構辛い目にあってたりする？ <PART> まあ ほら 人生山有り〓有りだしさあんまり思い詰めちゃダメよ,,
3,5,113,2243,49392,,,,Jessica,"This village is very restful.
It has helped me find peace within myself. <PART> ---
Never had I thought I would be
granted another life.",この村は平和ですね荒んだ心が洗われていくようです <PART> まさか こうして再び生を得る事になろうとは思いもよりませんでしたが…,,
3,6,113,2244,49500,,,,Richelle,"It is strange to be alive, when my life
has already ended once.",不思議ですね… こうしてまた息をしている私の生は 一度終えたはずですのに,,
3,7,113,2245,49608,,,,Fraudir,"I am honored to have been chosen
by Lady Silmeria, <PART> ---
and to have been granted the chance
to fight beside you.",私は シルメリア様に選定していただけた事を <PART> アリーシャ王女と 共に戦えた事を〓りに思っています,,
3,8,113,2246,49716,,,,Celes,"You are the only one who can choose your
own fate. That is what you must do now.",今を生きる貴方の手で 運命を切り開きなさい貴方にしか それはできない,,
3,9,113,2247,49824,,,,Crescent,"You again?
Don't you have anything to do? <PART> ---
Did you come in hopes of a gift?
...Let me think about it.",何よ また来たの？アンタも結構暇ね～ <PART> もしかして 何か貫えるかもって期待してる？う～ん… どうしよっかな～,,
3,10,113,2248,49932,,,,Sylphide,"My days are quiet and peaceful. <PART> ---
I never thought that I would have
the chance to live like this. <PART> ---",今は穏やかな暮らしを送っております <PART> この私が このような安らかな日々を迎えられるとは思いませんでした,,
3,11,113,2249,50040,,,,Tyrith,"I've been away for so long, I'm having
a rough time getting used to everything.",エライ長い事現世から離れとったせいで今の感じを掴むの 苦労しとるんよ,,
