scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,1325,1558,9288,702,0,,Rufus,The future that Alicia wanted...,アリーシャが望む未来…,,,
1,2,1325,1559,10176,702,1,,Rufus,"The world has become so twisted and distorted.
It can't be left like this. Someone has to
straighten it out.",世界はあまりに歪んでしまった…ほんの少しでも良い方向へ導かないと <PART> ――,,,
1,3,1325,1560,11984,702,2,,Rufus,That someone is us. Who else can do it?,それが… 残された俺達の使命だ,,,
1,4,1325,1561,13236,702,3,,Rufus,I'm going to Asgard.,俺はアスガルドへ行く <PART> ――,,,
1,5,1325,1562,13572,702,4,,Rufus,"Gungnir is the key. It needs to be returned
for Asgard to be safe.",アスガルドを護るグングニルを戻さなきゃならない…,,,
1,6,1325,1563,13912,702,5,,Brahms,"I doubt we undead would need battle the
gods any longer if you were their king.",お前が主神なら 我ら不死者も永遠に神々と争わずにすみそうだ,,,
1,7,1325,1564,14468,702,6,,Rufus,I wonder how old Freya will take it?,あのフレイってねーちゃんどんな顔するかなぁ,,,
1,8,1325,1565,15172,702,7,,Brahms,"Good luck, friend.",…頼りにしてるぞ,,,
1,9,1325,1582,16656,702,8,,Brahms,"I don't know how, but in this world I'm
no longer undead.",…どうやらこの世界では私は不死者でなくなってしまったらしい,,,
1,10,1325,1583,16988,702,9,,Arngrim,What do you mean?,何だって！？,,,
1,11,1325,1581,17708,702,10,,Brahms,I feel mortal.,“死”を感じる <PART> ――,,,
1,12,1325,1569,17876,702,11,,Brahms,It's a sensation I once felt long ago.,大昔に一度だけ味わった記憶が蘇るようだ,,,
1,13,1325,1570,18164,702,12,,Brahms,It's not bad.,…悪くない,,,
1,14,1325,1571,18692,702,13,,Brahms,This is a good place to die.,いい死に場所が見つかった,,,
1,15,1325,1572,18980,702,14,,Rufus,You're going to stay here!?,ここに残る気か！？,,,
1,16,1325,1573,19100,702,15,,Brahms,There's no other place to go for this demon.,不死者である私に帰る場所はない,,,
1,17,1325,1574,19576,702,16,,Arngrim,The same goes for me. I'll join you.,俺も同じだ 付き合うぜ,,,
1,18,1325,1575,19716,702,17,,Brahms,"No, you won't.",お断りだ,,,
1,19,1325,1576,20116,702,18,,Brahms,"You were once human. You have work to do.
The task of repairing Midgard still looms.",人間だったお前には ミッドガルド再生という大きな仕事が残っている…,,,
1,20,1325,1577,21296,702,19,,Arngrim,What? You want me to be Guardian of the Orb?,…俺に オーブの守護者になれってか？,,,
1,21,1325,1584,21904,702,20,,Brahms,Who else is there?,他に誰がいる？,,,
1,22,1325,1579,22780,702,21,,Brahms,We all end up where we belong.,皆が収まるべき場所に 収まるわけだ,,,
1,23,1325,1580,24192,702,22,,Rufus,Let's go.,行こう,,,duplicate
2,1,1325,1586,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script,duplicate
2,2,1325,2741,,,,,,Rufus,ルーファス,,not displayed by the event script,duplicate
2,3,1325,2742,,,,,,Brahms,ブラムス,,not displayed by the event script,duplicate
2,4,1325,2743,,,,,,Arngrim,アリューゼ,,not displayed by the event script,duplicate
