scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,129,2,748,,,,Store Clerk,"Welcome! It may not look like much,
but we've got a great lineup here!",いらっしゃいませ！ こう見えても武器には〓しいから 品揃えは期待してね,,,
1,2,129,3,904,,,,Store Clerk,"If you become a regular customer,
Poppa might make you something. <PART>
---
Our shop has a lineup like nowhere else!
Bring materials and get great weapons!",この〓の常連さんになってくれればお父さんが何か作ってくれると思うよ <PART> 他〓との違いはね 武器が揃ってる事！素材があれば凄く強い武器だって作れるんだから！,,,
1,3,129,4,980,,,,Store Clerk,"Thanks a million!
See you again soon!",ありがとうございました！また来てくれると嬉しいな,,,
1,4,129,18,1216,,,,,Thunder Hawk <PART> Tail,〓封雷の尾羽〓 <PART> サンダーホーク <PART> ： 尻尾,,,
1,5,129,17,1272,,,,,"Griffon <PART> Wing
 <PART> Elven Hawk <PART> Wing",〓風切羽〓 <PART> グリフォン <PART> ： 翼 <PART> エルブンホーク <PART> ： 翼,,,
1,6,129,16,1328,,,,,"Life Stealer <PART> Wing
 <PART> Prince of Hel <PART> Wing
 <PART> Abyssinian Demon <PART> Wing",〓スティールウイング〓 <PART> ライフスティーラー <PART> ： 羽 <PART> プリンスオブヘル <PART> ： 羽 <PART> アビシニアンデーモン <PART> ： 羽,,,
1,7,129,15,1384,,,,,"Satyr <PART> Head
 <PART> Goat Man <PART> Head
 <PART> Baphomet <PART> Head",〓羊の前歯〓 <PART> サテュロス <PART> ： 頭 <PART> ゴートマン <PART> ： 頭 <PART> バフォメット <PART> ： 頭,,,
1,8,129,14,1440,,,,,"Bolt Dragon <PART> Wing
 <PART> Dragon Bat <PART> Wing",〓ギブリスケイル〓 <PART> ボルトドラゴン <PART> ： 翼 <PART> ドラゴンバット <PART> ： 翼,,,
1,9,129,13,1496,,,,,"Skeletal Army <PART> Body
 <PART> Disgusting Shell <PART> Head",〓稲妻石〓 <PART> スケルタルアーミー <PART> ： 〓体 <PART> ディスガストシェル <PART> ： 頭,,,
2,1,129,1,,,,,,Head outside,外へ,,not displayed by the event script,duplicate
2,2,129,5,,,,,,HRead,読む,,not displayed by the event script,duplicate
2,3,129,6,,,,,,,〓〓主メモ〓,,not displayed by the event script,
2,4,129,7,,,,,,Charged Tailfeather,封雷の尾羽,,not displayed by the event script,duplicate
2,5,129,8,,,,,,Wing Feather,風切羽,,not displayed by the event script,duplicate
2,6,129,9,,,,,,Steelwing,スティールウイング,,not displayed by the event script,duplicate
2,7,129,10,,,,,,Lamb's Tooth,羊の前歯,,not displayed by the event script,duplicate
2,8,129,11,,,,,,Ghibli Scales,ギブリスケイル,,not displayed by the event script,duplicate
2,9,129,12,,,,,,Lightning Stone,稲妻石,,not displayed by the event script,duplicate
2,10,129,68,,,,,,Crell Monferaigne,クレルモンフェラン,,not displayed by the event script,duplicate
2,11,129,2808,,,,,,Store Clerk,〓番,,not displayed by the event script,duplicate
