scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,1287,1,3620,440,0,,Rufus,I don't get it.,…おかしい,,,
1,2,1287,2,3932,440,1,,Rufus,"I know we're in the right place. It's
supposed to be here.",道は間違ってないはずなのに…,,,
1,3,1287,3,4560,440,2,,Rufus,"There's gotta be some sort of contraption
or a secret door or something!",どっかに仕掛けとか秘〓の扉でもあるんじゃないか…？,,,
1,4,1287,4,5996,440,3,,Rufus,Whoa!,…えっ！？,,,primary
1,5,1287,5,7096,440,4,,Rufus,"Alicia, check it out!
I knew this was the right place!",アリーシャ 見ろよ ほら！やっぱりここで間違いなかったんだ！,,,
1,6,1287,6,7972,440,5,,Rufus,"C'mon, get over here!",さあ 早く来いよ！,,,
1,7,1287,7,12892,440,6,,Alicia,I can't.,…できない,,,duplicate
1,8,1287,8,20248,440,7,,Rufus,"Hey, it's okay...",もう よせよ…,,,
1,9,1287,13,21160,440,8,,Heimdall,"Hey, you! How did you get through the gate?",貴様なぜ この〓を通る事ができる？,,,
1,10,1287,17,23072,440,9,,Heimdall,I know that ring!,その指輪…,,,
1,11,1287,16,25200,440,10,,Heimdall,You're the half elf?,…ハーフエルフか？,,,
1,12,1287,9,25768,440,11,,Rufus,Run for it!,…逃げるぞッ！,,,
1,13,1287,18,26848,440,12,,Heimdall,"After them! Bring them back to me
unscathed.",追え！ 決して〓つけるな！,,,
1,14,1287,14,28156,440,13,,Heimdall,That girl... She didn't look like an elf.,あの女… エルフではなかったようだが,,,
2,1,1287,2755,54852,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,,duplicate
2,2,1287,2756,55340,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,,duplicate
2,3,1287,2757,55872,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,,duplicate
2,4,1287,2758,56360,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,,duplicate
2,5,1287,2759,57136,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,,duplicate
2,6,1287,2760,57860,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,,duplicate
2,7,1287,2761,58248,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,,duplicate
2,8,1287,2762,58576,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,,duplicate
2,9,1287,2763,58964,,,,,Hrist <PART> has joined the party.,アーリィ <PART> が仲間に加わりました,,,duplicate
3,1,1287,2150,68552,470,0,,Rufus,"Once the powder starts kicking in, we
run for it. Got it?",〓き目が出たら一気に〓け〓けるんだぞいいな？,,,
3,2,1287,2151,70124,470,1,,Rufus,It's still not too late to turn back.,…今ならまだ 引き返せる,,,
3,3,1287,2152,70960,470,2,,Rufus,"We shouldn't do it.
It's too risky.",やっぱり よそうリスクが大きすぎる…,,,
3,4,1287,2153,71380,470,3,,Alicia,How can you say that all of a sudden!?,今さら何を言い出すの！？,,,
3,5,1287,2154,73508,470,4,,Aesir A,There!,いたぞ！,,,
3,6,1287,2155,75012,470,5,,Rufus,Great. Perfect timing.,なんだって こんな時に…,,,
3,7,1287,2158,75440,470,6,,Rufus,Alicia!,アリーシャ,,,primary
3,8,1287,2156,77424,470,7,,Alicia,"Rufus, go on ahead!",ルーファス… 行って！,,,
3,9,1287,2157,78460,470,8,,Rufus,No! I'm not going anywhere!,バカ野郎ッ！ 戦うんだッ！,,,
3,10,1287,2173,90416,480,0,,Rufus,"Can you stand? Maybe we can go through
soon.",立てるか？ そろそろ行けるかもしれない,,,
3,11,1287,2174,92152,480,1,,Rufus,...,チッ…,,,duplicate
3,12,1287,2160,92624,480,2,,Rufus,Stop looking so down...,そんな顔すんなよ…,,,
3,13,1287,2175,93296,480,3,,Rufus,"I promise you. You're coming with me to
the top of Yggdrasil.",俺が必ず〓グドラシルの頂上へ連れてってやる！,,,
3,14,1287,2176,94980,480,4,,Rufus,And that's final.,…決めたんだ,,,
3,15,1287,2163,96476,480,5,,Rufus,...!,！,,,duplicate
3,16,1287,2164,100040,480,6,,Aesir A,Ugh!,ウッ！,,,primary
3,17,1287,2165,101208,480,7,,Aesir B,Over there!,あそこだ！,,,duplicate
3,18,1287,2166,104944,480,8,,Rufus,Roussalier.,あいつ…,,,primary
3,19,1287,2167,110780,480,9,,Rufus,...!?,！？,,,
3,20,1287,2168,114680,480,10,,Alicia,Ugh...,う〓…,,,duplicate
3,21,1287,2169,116632,480,11,,Rufus,Uaaagh!,ぐおッ！！,,,duplicate
3,22,1287,2177,117592,480,12,,Rufus,I'm not safe yet without the ring.,ここじゃまだ外せないのか…,,,
3,23,1287,2171,118592,480,14,,Rufus,Can you walk? We need to hurry.,…歩けるな？ …急ごう,,,
3,24,1287,2172,128324,480,13,,Alicia,Rufus!?,…ルーファス！？,,,
4,1,1287,2309,140652,,,,,ERRORv,ERROR！！（v190）,,,duplicate
4,2,1287,2310,140788,,,,,ERRORv,ERROR！！（v191）,,,duplicate
4,3,1287,2311,140924,,,,,ERRORv,ERROR！！（v191）,,,duplicate
5,1,1287,21,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script,duplicate
