resource,message_id,kind,offset,byte_length,original_en,original_jp,translated,copy_status
642,1,codepage,0,16,TOP_MAP TOP_MAP,先頭マップ 先頭マップ,,duplicate
642,0,codepage,0,16,TOP_MAP TOP_MAP,先頭マップ 先頭マップ,,primary
642,2,codepage,16,18,Midgard WORLD_MAP,ミッドガルド ミッドガルド,,
642,3,codepage,34,24,ENDROLL_MAP ENDROLL_MAP,エンドロール（マップ） エンドロール,Créditos,
642,4,codepage,58,17,Solde SOLDE_TOWN,港町ゾルデ 港町ゾルデ〓01,,
642,5,codepage,75,17,Solde SOLDE_PORT,港町ゾルデ 港町ゾルデ〓02,,
642,6,codepage,92,15,Solde SOLDE_03,港町ゾルデ 港町ゾルデ〓0〓,,
642,7,codepage,107,21,Solde SOLDE_HOUSE_01,港町ゾルデ 港町ゾルデ〓民家〓01,,
642,8,codepage,128,18,Solde SOLDE_HOTEL,港町ゾルデ 港町ゾルデ〓宿屋,,
642,9,codepage,146,17,Solde SOLDE_TOOL,港町ゾルデ 港町ゾルデ〓よろず屋,,
642,10,codepage,163,17,Solde SOLDE_BOAT,港町ゾルデ 港町ゾルデ〓船待合所,,
642,11,codepage,180,19,Solde SOLDE_CHURCH,港町ゾルデ 港町ゾルデ〓教会,,
642,12,codepage,199,21,Solde SOLDE_HOUSE_02,港町ゾルデ 港町ゾルデ〓民家〓02,,
642,13,codepage,220,21,Solde SOLDE_HOUSE_03,港町ゾルデ 港町ゾルデ〓民家〓0〓,,
642,14,codepage,241,20,Dipan DIPAN_TOWN_01,ディパン城下町 ディパン城下町〓01,,
642,15,codepage,261,20,Dipan DIPAN_TOWN_02,ディパン城下町 ディパン城下町〓02,,
642,16,codepage,281,20,Dipan DIPAN_TOWN_03,ディパン城下町 ディパン城〓正門,,
642,17,codepage,301,20,Dipan DIPAN_TOWN_04,ディパン城下町 ディパン城〓裏口,,
642,18,codepage,321,20,Dipan DIPAN_TOWN_05,ディパン城下町 ディパン城下町〓〓外,,
642,19,codepage,341,23,Dipan DIPAN_TOWN_HOTEL,ディパン城下町 ディパン城下町〓宿屋,,
642,20,codepage,364,21,Dipan DIPAN_TOWN_BAR,ディパン城下町 ディパン城下町〓酒場,,
642,21,codepage,385,22,Dipan DIPAN_TOWN_TOOL,ディパン城下町 ディパン城下町〓よろず屋,,
642,22,codepage,407,26,Dipan DIPAN_TOWN_HOUSE_04,ディパン城下町 ディパン城下町〓民家〓0〓,,
642,23,codepage,433,24,Dipan DIPAN_TOWN_CHURCH,ディパン城下町 ディパン城下町〓教会,,
642,24,codepage,457,26,Dipan DIPAN_TOWN_HOUSE_01,ディパン城下町 ディパン城下町〓民家〓01,,
642,25,codepage,483,26,Dipan DIPAN_TOWN_HOUSE_02,ディパン城下町 ディパン城下町〓民家〓02,,
642,26,codepage,509,26,Dipan DIPAN_TOWN_HOUSE_03,ディパン城下町 ディパン城下町〓民家〓0〓,,
642,27,codepage,535,23,Coriander CORIANDER_01,コリアンドル村 コリアンドル村〓01,,
642,28,codepage,558,23,Coriander CORIANDER_02,コリアンドル村 コリアンドル村〓02,,
642,29,codepage,581,26,Coriander CORIANDER_HOTEL,コリアンドル村 コリアンドル村〓宿屋,,
642,30,codepage,607,29,Coriander CORIANDER_HOUSE_01,コリアンドル村 コリアンドル村〓民家〓01,,
642,31,codepage,636,29,Coriander CORIANDER_HOUSE_02,コリアンドル村 コリアンドル村〓民家〓02,,
642,32,codepage,665,21,Villnore VILLNORE_01,ヴィルノア ヴィルノア〓01,,
642,33,codepage,686,21,Villnore VILLNORE_02,ヴィルノア ヴィルノア〓02,,
642,34,codepage,707,24,Villnore VILLNORE_HOTEL,ヴィルノア ヴィルノア〓宿屋,,
642,35,codepage,731,23,Villnore VILLNORE_TOOL,ヴィルノア ヴィルノア〓よろず屋,,
642,36,codepage,754,27,Villnore VILLNORE_HOUSE_01,ヴィルノア ヴィルノア〓民家〓01,,
642,37,codepage,781,22,Villnore VILLNORE_BAR,ヴィルノア ヴィルノア〓酒場,,
642,38,codepage,803,27,Villnore VILLNORE_HOUSE_03,ヴィルノア ヴィルノア〓民家〓0〓,,
642,39,codepage,830,27,Villnore VILLNORE_HOUSE_02,ヴィルノア ヴィルノア〓民家〓02,,
642,40,codepage,857,19,Kalstad KALSTAD_01,カルスタッド カルスタッド〓01,,
642,41,codepage,876,19,Kalstad KALSTAD_02,カルスタッド カルスタッド〓02,,
642,42,codepage,895,22,Kalstad KALSTAD_HOTEL,カルスタッド カルスタッド〓宿屋,,
642,43,codepage,917,25,Kalstad KALSTAD_HOUSE_01,カルスタッド カルスタッド〓民家〓01,,
642,44,codepage,942,25,Kalstad KALSTAD_HOUSE_02,カルスタッド カルスタッド〓民家〓02,,
642,45,codepage,967,25,Kalstad KALSTAD_HOUSE_03,カルスタッド カルスタッド〓民家〓0〓,,
642,46,codepage,992,19,Kalstad KALSTAD_03,カルスタッド カルスタッド〓0〓,,
642,47,codepage,1011,29,Crell Monferaigne CLERMON_01,クレルモンフェラン クレルモンフェラン〓01,,
642,48,codepage,1040,29,Crell Monferaigne CLERMON_02,クレルモンフェラン クレルモンフェラン〓02,,
642,49,codepage,1069,29,Crell Monferaigne CLERMON_03,クレルモンフェラン クレルモンフェラン〓0〓,,
642,50,codepage,1098,29,Crell Monferaigne CLERMON_04,クレルモンフェラン クレルモンフェラン〓0〓,,
642,51,codepage,1127,30,Crell Monferaigne CLERMON_BAR,クレルモンフェラン クレルモンフェラン〓酒場,,
642,52,codepage,1157,31,Crell Monferaigne CLERMON_TOOL,クレルモンフェラン クレルモンフェラン〓よろず屋,,
642,53,codepage,1188,35,Crell Monferaigne CLERMON_HOUSE_04,クレルモンフェラン クレルモンフェラン〓民家〓0〓,,
642,54,codepage,1223,32,Crell Monferaigne CLERMON_HOTEL,クレルモンフェラン クレルモンフェラン〓宿屋,,
642,55,codepage,1255,35,Crell Monferaigne CLERMON_HOUSE_01,クレルモンフェラン クレルモンフェラン〓民家〓01,,
642,56,codepage,1290,35,Crell Monferaigne CLERMON_HOUSE_02,クレルモンフェラン クレルモンフェラン〓民家〓02,,
642,57,codepage,1325,35,Crell Monferaigne CLERMON_HOUSE_03,クレルモンフェラン クレルモンフェラン〓民家〓0〓,,
642,58,codepage,1360,21,Dipan DIPAN_TOWN2_01,ディパン城下町 ディパン城〓裏口,,
642,59,codepage,1381,21,Dipan DIPAN_TOWN2_02,ディパン城下町 ディパン城下町〓〓外,,
