resource,message_id,kind,offset,byte_length,original_en,original_jp,translated,copy_status
646,1,codepage,0,3,LV,LV,,duplicate
646,0,codepage,0,3,LV,LV,,duplicate
646,2,codepage,3,3,HP,HP,,duplicate
646,3,codepage,6,2,/,／,,duplicate
646,4,codepage,8,16,Capacity Points,CAPACITY POINT,Pontos de Cap.,
646,5,codepage,24,4,Max,MAX,Máx,
646,6,codepage,28,6,Total,TOTAL,Total,
646,7,codepage,34,6,Skill,スキル,Hab.,
646,8,codepage,40,3,CP,CP,,
646,9,codepage,43,2,1,,,
646,10,codepage,45,2,2,,,
646,11,codepage,47,2,3,,,
646,12,codepage,49,2,4,,,
646,13,codepage,51,2,5,,,
646,14,codepage,53,2,6,,,
646,15,codepage,55,5,None,なし,,duplicate
646,16,codepage,60,13,Action Skill,アクシヨンスキル,Ação,
646,17,codepage,73,13,Status Skill,ステータススキル,Status,primary
646,18,codepage,86,13,Attack Skill,アタックスキル,Ataque,primary
646,19,codepage,99,14,Defense Skill,ディフェンススキル,Defesa,primary
646,20,codepage,113,15,Critical Skill,クリティカルスキル,Crítica,primary
646,21,codepage,128,15,Reaction Skill,リアクシヨンスキル,Reação,primary
646,22,codepage,143,9,(Remove),〓はずす〓,(Tirar),duplicate
646,23,codepage,152,13,Set a skill.,スキルをセットします,Definir hab.,
646,24,codepage,165,12,<8099>-<8099>+Char.,キャラ,,primary
646,25,codepage,177,30,<8099>2<8099>3Switch Skill <8099>8<8099>9Page,スキル切替 ページ,,primary
646,27,codepage,208,14,Fists of Iron,アイアンフィスト,Punhos de Aço,primary
646,28,codepage,222,13,Mental Boost,マインドバースト,Mente Ativa,primary
646,29,codepage,235,17,Fortify Physique,ハードボディ,Corpo Forte,primary
646,30,codepage,252,13,Resist Magic,レジストマジック,Anti-Mágica,primary
646,31,codepage,265,10,Adversity,アドヴァーシティ,Prevenção,primary
646,32,codepage,275,8,Heroism,ヒロイズム,Herói,primary
646,33,codepage,283,11,Psychosoma,フェイント,,primary
646,35,codepage,295,10,Toughness,タフネス,Dureza,primary
646,36,codepage,305,9,Training,トレーニング,Prática,primary
646,37,codepage,314,12,Observation,オブサベイシヨン,,primary
646,38,codepage,326,18,Solitary Struggle,ソリタリィストラグル,,primary
646,39,codepage,344,12,Mighty Blow,マイトブロウ,,primary
646,40,codepage,356,9,Break Up,ブレイクアップ,,primary
646,41,codepage,365,15,Spirit Control,スピリットコントロール,,primary
646,42,codepage,380,8,Heat Up,ヒートアップ,,primary
