scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,1361,1645,2320,,,,Dog Alicia,That's because it's my good luck charm.,だって 私の幸運のお守りだもの…,,,duplicate
1,2,1361,1643,3232,,,,Dog Rufus,Strange...,不思議だな…,,,duplicate
1,3,1361,1644,3912,,,,Dog Rufus,"It's still too big, but it doesn't look
so silly anymore.",ブカブカなのに少し似合って見えてきたぜ,,,duplicate
1,4,1361,1647,10628,,,,Alicia,But it's way too big.,ブカブカだから,,,duplicate
1,5,1361,1648,11168,,,,Alicia,It looks silly.,似合ってないわよ,,,duplicate
1,6,1361,1646,11592,,,,Rufus,I guess they can't argue with that.,御利〓バッチリだったな？,,,duplicate
2,1,1361,1649,,,,,,EVENT_MAP,イベントマップ,,not displayed by the event script,duplicate
2,2,1361,2741,,,,,,Dog Alicia,犬アリーシャ,,not displayed by the event script,duplicate
2,3,1361,2742,,,,,,Dog Rufus,犬ルーファス,,not displayed by the event script,duplicate
2,4,1361,2743,,,,,,Alicia,アリーシャ,,not displayed by the event script,duplicate
2,5,1361,2744,,,,,,Rufus,ルーファス,,not displayed by the event script,duplicate
