scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,109,4,976,,,,Merchant,"Hear ye, hear ye, o weary travelers!
The traveling salesman is here to serve!",いらっしゃいませ！ 旅は道連れ世は情け旅から旅への行〓屋でございます,,
1,2,109,3,1024,,,,Merchant,I look forward to our next meeting!,またのご利用 心からお待ちにしております！,,
1,3,109,5,1188,,,,Owner,"Hmm...the volcanic caverns to the south?
There's still magma flowing through there. <PART> ---
Unless you want to die and meet a valkyrie,
I recommend against taking the trip!",うーん… 〓にある火山〓〓とか？でもまだ〓〓流れてるし お〓めはできないなあ <PART> 勇〓な戦死を迎えて 戦乙女の姿を〓みたいって言うのなら話は別だけどね～,,
1,4,109,6,2172,,,,Adventurer,"Where can I find monsters around here?
I need a certain material.",この辺で魔物が出そうな場所って知らない？ちょっと欲しい素材があるのよ,,
1,5,109,16,2276,,,,Adventurer,"Liquid hot magma... Say, are any of
your customers archers or sorcerers? <PART> ---
A group containing archers or sorcerers
gives the best attack range. <PART> ---
Not having to run around in the heat
will be advantageous in battle.",〓〓か… ねえ お〓の中で弓闘士とか魔術師の〓〓者とかいない？ <PART> 弓闘士と魔術師を〓めてグルー〓を構成すれば人数に関わらず〓程が最大になるし <PART> 〓い中 わざわざ〓り回らなくても戦闘を有利に進められるはずなんだけど…,,
1,6,109,7,2352,,,,Owner,"Sadly, there aren't many customers, and it
doesn't look likely to change anytime soon.",あいにく 今はお〓がいなくてね～ご期待に〓えられそうにも無いなぁ,,
1,7,109,8,2416,,,,Townsperson,"I just don't understand adventurer types!
Why must they throw themselves at danger? <PART> ---
A treasure hunter went to the caverns
the other day, but he never came back.",まったく… 〓〓者ってヤツはどうして危〓に〓び込みたがるんだろうねえ <PART> この間も 宝を求めて火山〓〓に向かったヤツが居たけれど 帰っちゃこなかったよ,,
1,8,109,9,2612,,,,Townsperson,"Throw your life away chasing treasure,
and you'll be left with nothing!",宝を求めて命を捨てるハメになっちまったら元も子も無いと思うんだがねえ,,
1,9,109,10,2800,,,,Merchant,"Look who we have here! A customer?
The traveling salesman is here to serve!",おおっと いらっしゃいませ！旅から旅への行〓人でございます！,,
1,10,109,11,2848,,,,Merchant,I look forward to our next meeting!,またのご利用 心からお待ちしております！,,
