scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,53,3,3248,,,,Boy's mother,"He's at it again <PART> ---- <PART> training, training,
and more training with the sword. <PART> ---
I want him to serve King Barbarossa well,
but studying never hurt, either.",まったく…この子ったら練習練習ってこんな遅くまで剣術の〓行ばかり <PART> バルバロッサ様に仕えるのは良いけれどたまには〓強もしてくれないとねえ…,,
1,2,53,13,5076,,,,Dipan Soldier,"It's dangerous to leave town at night.
Besides, Dipan is beautiful after dark!",〓間に街から出るのは危〓ですよそれより 〓のディパンの〓しさをご〓能下さい,,
1,3,53,14,5156,,,,Dipan Soldier,"We knights of Dipan patrol these streets,
making it safe for travelers like you. <PART> ---
You won't encounter monsters or thieves
here, so enjoy your stroll.",旅の方 この街は我らディパンの兵士が常に巡回しておりますので <PART> 魔物や〓盗の襲撃に〓える事もありません安心して〓の〓歩をお楽しみ下さい,,
1,4,53,15,6420,,,,Boy's mother,"That's enough swordplay for one night.
Time to hit the books! <PART> ---
You won't be of much use to the king
if you're all sword and no pen!",もう〓も遅いんだから帰りますよそれと ちゃんと〓強もしなさい <PART> 剣術ばかり上達したって 〓も良くなければ王様の〓にはお仕えできないのよ,,
1,5,53,16,6480,,,,Boy,"Don't mess with me during training!
I'm just getting the hang of it. <PART> ---
When I grow up, I'm going to be
one of the king's knights! <PART> ---
That's why I have to train!",もう 練習の邪魔しないでよやっと感じが掴めてきたのに <PART> 〓はね 早く強くなって騎士として王様に仕えるんだ！ <PART> そのためには 今からきたえておかないとね！,,
1,6,53,17,6572,,,,Boy,"Once I finish *gasp* sword training...
I'll start *pant* lance training!",剣の練習が終わっ…たらっ！今度は槍の練習…するん…だっ！,,
1,7,53,18,6664,,,,Boy,"C'mon, let me practice a little longer!
I'll study tomorrow! Really!",もう少しだけ練習させてよ〓強は明日やるから！ 本当だよ！,,
1,8,53,19,6756,,,,Boy,"Maybe you don't know it,
but I study all the time! <PART> ---
For instance, I know that when you
attack an enemy from behind, <PART> ---
it's easier to hit and you do more damage <PART> ---- <PART> plus, you can prevent counterattacks!",言っとくけど 〓強だって本当はちゃんとしてるんだよ！ <PART> 例えば 攻撃時に相手の背後を取ると攻撃が当たりやすいとか <PART> 与えるダメーシも大きいとかあと 相手によっては反撃も防げるとか…,,
1,9,53,20,6864,,,,Boy's mother,"It's all well and good to study tactics,
but that's not what I'm talking about!",それは 戦術の〓強！お母さんが言っているのとは違うでしょ！,,
1,10,53,21,7024,,,,Dipan Soldier,"When I was a boy, I'd train until dawn,
hoping to become a knight someday. <PART> ---
My mother didn't like the idea back then,
but she smiles when she sees me now.",私も幼い頃は 〓中に仕〓するために練習に明け暮れたものです <PART> 母〓は気が気でなかったと思いますがこうして見ていると 〓笑ましいものですね,,
1,11,53,22,7116,,,,Dipan Soldier,"Swordsmanship is invaluable, but in these
times of peace, one would do well to study.",剣の腕を磨く事も必要ですが この平和な時代には 〓学の方が良いかもしれませんね,,
2,1,53,2,,,,,,,,,not displayed by the event script
2,2,53,4,,,,,,House,民家,,not displayed by the event script
2,3,53,5,,,,,,Tavern,〓場,,not displayed by the event script
2,4,53,6,,,,,,Inn,〓〓,,not displayed by the event script
2,5,53,7,,,,,,Armory,〓器〓〓〓,,not displayed by the event script
2,6,53,8,,,,,,_ <PART> Dipan <PART> Merney Street,ディパン城下町 <PART> マーニ通り,,not displayed by the event script
2,7,53,23,,,,,,Dipan,ディパン城下町,,not displayed by the event script
2,8,53,24,,,,,,Boy's mother,〓〓の〓,,not displayed by the event script
2,9,53,25,,,,,,Dipan Soldier,ディパン兵士,,not displayed by the event script
2,10,53,26,,,,,,Boy,〓〓,,not displayed by the event script
