resource,message_id,kind,offset,byte_length,original_en,original_jp,translated,copy_status
652,1,codepage,0,19,MEMORY CARD slot 1,MEMORY CARD差込口,,duplicate
652,0,codepage,0,19,MEMORY CARD slot 1,MEMORY CARD差込口,,primary
652,2,codepage,19,19,MEMORY CARD slot 2,MEMORY CARD差込口,,
652,3,codepage,38,74,"<8084>0Checking memory card (8MB)(for PlayStation<0065>2)
in MEMORY CARD slot <8094>>","チェック中です
MEMORY CARD差込口の
〓P〓〓〓St〓ti〓〓 2〓専用メモリーカード〓〓MB〓を
抜かないでください",,
652,4,codepage,213,123,"<8084>0Memory card (8MB)(for PlayStation<0065>2) error!
Please check memory card (8MB)(for PlayStation<0065>2)
in MEMORY CARD slot <8094>>","MEMORY CARD差込口の
〓P〓〓〓St〓ti〓〓 2〓専用メモリーカード〓〓MB〓の
チェックに失敗しました",,
652,5,codepage,354,77,"<8084>0No memory card (8MB)(for PlayStation<0065>2)
inserted in MEMORY CARD slot <8094>>","MEMORY CARD差込口に
〓P〓〓〓St〓ti〓〓 2〓専用メモリーカード〓〓MB〓が
差し込まれていません",,
652,6,codepage,436,65,"<8084>0Memory card (8MB)(for PlayStation<0065>2)
in MEMORY CARD slot <8094>>","MEMORY CARD差込口の
〓P〓〓〓St〓ti〓〓 2〓専用メモリーカード〓〓MB〓は
フォーマットされていません
フォーマットしますか？",,primary
652,7,codepage,572,77,"<8084>0Formatting memory card (8MB) (for PlayStation<0065>2)
in MEMORY CARD slot <8094>>","フォーマット中です
MEMORY CARD差込口の
〓P〓〓〓St〓ti〓〓 2〓専用メモリーカード〓〓MB〓を
抜かないでください",,
652,8,codepage,755,94,"<8084>0Format failed!
Please check memory card (8MB)(for PlayStation<0065>2)
in MEMORY CARD slot <8094>>","MEMORY CARD差込口の
〓P〓〓〓St〓ti〓〓 2〓専用メモリーカード〓〓MB〓を
フォーマットできませんでした",,
652,9,codepage,867,65,"<8084>0Memory card (8MB)(for PlayStation<0065>2)
in MEMORY CARD slot <8094>>","MEMORY CARD差込口の
〓P〓〓〓St〓ti〓〓 2〓専用メモリーカード〓〓MB〓を
フォーマットしました",,duplicate
652,10,codepage,964,93,"<8084>0Insufficient free space on
memory card (8MB)(for PlayStation<0065>2)
in MEMORY CARD slot <8094>>","MEMORY CARD差込口の
〓P〓〓〓St〓ti〓〓 2〓専用メモリーカード〓〓MB〓の
空き容量が不足しています
V〓〓〓〓〓ie P〓〓〓i〓e 2 のデータをセーブするには
KB以上の空き容量が必要です",,
