scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,121,5,2056,,,,Soldier,"The Holy Castle of Crell Monferaigne lies
beyond. Authorized personnel only!",この先は 神聖なるクレルモンフェラン城許可無き者は立ち去られよ！,,,
1,2,121,6,2136,,,,Soldier,"The Holy Castle of Crell Monferaigne lies
beyond. Trespass on pain of death!",この先は 神聖なるクレルモンフェラン城許可無く立ちいれば その身に罰が下るであろう！,,,
1,3,121,11,5360,,,,Adventurer,"There's supposedly some great treasure
near here. Dragon...Globe, or something. <PART>
---
Not that I know or anything! You'll just have
to go dungeon crawling yourself to find out.",この付近に どうやら凄いお宝があるみたい確か…竜…宝〓…とかいうヤツ <PART> といっても 全っ然情報入ってこないんだけどね怪しい所をシラミ潰しに探すしか手は無いのかな…,,,
1,4,121,12,5452,,,,Adventurer,"It's called a Dragon Globe, so it must
be somewhere related to dragons.",竜宝〓っていうくらいだからきっとドラゴンに関係する場所にあるのよね,,,
1,5,121,13,5640,,,,Adventurer,"No doubt we're in Crell Monferaigne.
The guards here are mean, mean, mean... <PART>
---
The citizens are too good for the likes of us.
It's no place for adventurers.",さすがクレルモンフェランだよね〓備が〓しい〓しい <PART> 住人も 何だかお上品っぱいし…アタシら〓〓者は ちょっと場違いだね～,,,
1,6,121,14,5732,,,,Adventurer,"The news concerning Dipan is sad,
but they are rejoicing about it here. <PART>
---
Now they won't have Dipan looking over
their shoulder when they want to expand.",ディパンに関する変な噂が流れてるけどそれを一番喜んでるのはこの国なんじゃない？ <PART> ほら 何せ領土を〓大したくても ディパンががっつり〓みを〓かせてたわけだしさぁ…,,,
1,7,121,15,5888,,,,Townsperson,"The boy next door was conscripted,
so we all celebrated the honor, but... <PART>
---
I just...
I just pray there are no more wars.",この間 〓の家の息子さんが〓兵されたのよ名〓な事だから 皆でお〓いしたのだけど… <PART> ………戦が起こらない事を祈るばかりね,,,
1,8,121,16,5980,,,,Townsperson,"All we can do is wish the blessings
of the gods upon the consigned.",私達にできるのは 〓兵された人達に神のご加護がある事を祈るだけです…,,,
1,9,121,17,6072,,,,Townsperson,"Expansion will bring prosperity, but if
my husband or son were sent to battle... <PART>
---
I don't care if we win or lose, I just
want them back. Is that selfish?",領土〓大は 私達にも〓恵をもたらしますわけれど 夫や子どもを戦場へ送り出すのは… <PART> 負けて良いから 無事で帰ってきて欲しいというのは待つ者の我〓なのでしょうか,,,
1,10,121,18,6164,,,,Townsperson,"The safety of the ones you love
is the greatest of all rewards...",愛する者達の無事な姿が待つ者にとっては何よりの〓〓なのですが…,,,
1,11,121,19,6648,,,,Townsperson,"What is it like in Asgard, the place
the gods are said to live? <PART>
---
Do the dimensions differ from our world's?
I know what they say in theology, but...",神が住むと言われるアスガルドとはどのような世界なのでしょうね <PART> 私達の世界とは次元が異なると神学では習いましたが…,,,
1,12,121,20,6740,,,,Townsperson,"They taught us that those chosen by the
Battle Maiden become soldiers of the gods. <PART>
---
War is endless in even the gods' world,
so where, then, can we find peace?",戦乙女に選定された者は神の兵士として戦うと習いましたが… <PART> 神々の世界でも 争いは無くならないのですね本当の平和とは 一体どこにあるのでしょう…,,,
1,13,121,21,7044,,,,Soldier,"Our country is now on temporary alert.
Suspicious characters keep out!",我が国は 現在〓時〓戒〓勢下にある怪しき者は 城に近〓るでない！,,,
1,14,121,22,7124,,,,Soldier,"Our country is now on temporary alert.
Suspicious characters will be speared!",我が国は 現在〓時〓戒〓勢下にある怪しき動きあれば神の名の下に処罰する！,,,
1,15,121,23,7464,,,,Townsperson,"Recently, all you hear are dire rumors
about Dipan under attack and such. <PART>
---
Some say it's the wrath of the gods.
If that's true, they're doomed for sure.",ディパンがどこからか襲撃を受けているとか…確かに 最近余り良い噂は聞かなかったけれど <PART> 神の怒りだと言う方もいるわそれが本当なら… 滅びは確定でしょうね,,,
