scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,571,9,8252,,,,,ERRORv,ERR0R！！（v190）,,
1,2,571,11,8388,,,,,ERRORv,ERR0R！！（v191）,,
1,3,571,14,41752,,,,,ERRORv,ERR0R！！（v191）,,
1,4,571,15,49868,,,,Lwyn,"Are you having some rough times? <PART> ---
Life is full of ups and downs.
Keep your chin up.",もしかして結構辛い目にあってたりする？ <PART> まあ ほら 人生山有り〓有りだしさあんまり思い詰めちゃダメよ,,
1,5,571,16,49976,,,,Jessica,"This village is very restful.
It has helped me find peace within myself. <PART> ---
Never had I thought I would be
granted another life.",この村は平和ですね荒んだ心が洗われていくようです <PART> まさか こうして再び生を得る事になろうとは思いもよりませんでしたが…,,
1,6,571,17,50084,,,,Richelle,"It is strange to be alive, when my life
has already ended once.",不思議ですね… こうしてまた息をしている私の生は 一度終えたはずですのに,,
1,7,571,18,50192,,,,Fraudir,"I am honored to have been chosen
by Lady Silmeria, <PART> ---
and to have been granted the chance
to fight beside you.",私は シルメリア様に選定していただけた事を <PART> アリーシャ王女と 共に戦えた事を〓りに思っています,,
1,8,571,19,50300,,,,Celes,"You are the only one who can choose your
own fate. That is what you must do now.",今を生きる貴方の手で 運命を切り開きなさい貴方にしか それはできない,,
1,9,571,20,50408,,,,Crescent,"You again?
Don't you have anything to do? <PART> ---
Did you come in hopes of a gift?
...Let me think about it.",何よ また来たの？アンタも結構暇ね～ <PART> もしかして 何か貫えるかもって期待してる？う～ん… どうしよっかな～,,
1,10,571,21,50516,,,,Sylphide,"My days are quiet and peaceful. <PART> ---
I never thought that I would have
the chance to live like this. <PART> ---",今は穏やかな暮らしを送っております <PART> この私が このような安らかな日々を迎えられるとは思いませんでした,,
1,11,571,22,50624,,,,Tyrith,"I've been away for so long, I'm having
a rough time getting used to everything.",エライ長い事現世から離れとったせいで今の感じを掴むの 苦労しとるんよ,,
1,12,571,23,50732,,,,Circe,"You shouldn't sell yourself short.
Others are the ones who determine your worth.",自分を過小〓〓する必要は無いわ人の〓値は他人が決めるものなんだから,,
1,13,571,24,50840,,,,Rasheeka,"This town has changed considerably, but
I can see traces of what it used to be like.",この街もずいぶんと 変わったわけど… 少しだけれど あの頃の面影は残っている,,
1,14,571,25,50948,,,,Falx,"Hey, come on, now. You should be
training during your free time! <PART> ---
Since I can't help you out anymore, you
yourself have to grow stronger.",おいおい…暇があるなら 少しでも腕を磨くんだ <PART> もう俺は手助けできないいざという時 助けてやれねえんだからさ,,
1,15,571,26,51056,,,,Gerald,"It seems I am destined to be a fighter. <PART> ---
I put my skills to use by ridding
the area of monsters.",どうやら私には 剣を手放す事はできそうもない <PART> ならば せめて人のためにとこうして魔物退治を 繰り返しているのですよ,,
1,16,571,27,51164,,,,Guilm,"I am saddened to have lost my strength
as an einherjar. <PART> ---
Please remember, I will always be
praying for your safety.",このぎルム すでにエインフェリアとしての力はございませんが <PART> 何時いかなる時も王女殿下の無事を願っております,,
1,17,571,28,51272,,,,Roland,"When it is all over, please allow me to
become a vassal and serve you.",全てが終わった〓には この私が王女に仕え臣下の未〓に加わる事を お許しください,,
1,18,571,29,51380,,,,Ehlen,"With my current strength, I would only
be a burden to you. <PART> ---
However, please remember that I will always
be with you in spirit.",もはや今の私の力ではアリーシャ王女の足手まといにしかならないだろう <PART> だが 〓だけは常に王女と共にあると思っていて欲しい,,
1,19,571,30,51488,,,,Adonis,"What do you want?
Get your sorry face outta here!",この俺の前に そのウゼェ顔を二度と見せるな！,,
1,20,571,31,51596,,,,Aaron,"After being together for so long,
it is an odd feeling to be alone. <PART> ---
How are the others?",あまりに長く魂を共にしていたので一人で居るというのは 何やら不思議な気分だ <PART> あ～ と…共に戦った仲間達は 今どうしている？,,
1,21,571,32,51704,,,,Dyn,"When it comes to gods and humans,
neither is good nor evil. <PART> ---
There is good and evil among humans,
as there is among the gods.",神と人 どちらが〓でどちらが悪と言うわけではありません <PART> 人に〓悪居るように 神もまたそうであるとただそれだけです,,
1,22,571,33,51812,,,,Kraad,"How would you feel if you gave someone
a special gift and they gave it away? <PART> ---
That's...never happened to me, though.
Obviously, I was speaking hypothetically.",せっかく〓んだ手〓みのセーターを他人にあげられたら どう思うものなんだ？ <PART> いや 仮にの話なんだあくまでも仮にだぞ,,
