scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details
1,1,85,2,1564,,,,Townsperson,"What's the big idea, coming in unannounced!?
Didn't anybody ever teach you to knock!?",な なんですか人の家に勝手に入ってきて…ノックくらいすれば〓しいんじゃなくて！？,,
1,2,85,3,1656,,,,Townsperson,"Nervous? Who's nervous? I'm not nervous!
I've got nothing to hide! Nothing!",べ 別に〓てているわけじゃありませんわ！家には何もありませんもの！ ええ！,,
1,3,85,8,2320,,,,Townsperson,"Who do you think you are?
Get your hands off my stuff!",ちょっと貴方！ 何勝手に家の物に〓っていらっしゃるの！？ 失礼でしょ！,,
1,4,85,9,2564,,,,Townsperson,"Well, well... Look who we have here!
Funny, I don't recall inviting you...",もう また貴方ですの！？勝手に家の中に入らないでくださいな！,,
1,5,85,10,2656,,,,Townsperson,"Nervous? Who's nervous? I'm not nervous!
I've got nothing to hide! Nothing!",べ 別に〓てているわけじゃありませんわ！家には何もありませんもの！ ええ！,,
1,6,85,406,3540,,,,,Acquired <PART> OTH,0TH <PART> を手に入れた,,
1,7,85,407,3668,,,,,Lost <PART> OTH,0TH <PART> を失った,,
1,8,85,408,3796,,,,,Money <PART> OTH,所持金 <PART> 0TH,,
2,1,85,1,,,,,,Head outside,外へ,,not displayed by the event script
2,2,85,4,,,,,,Acquired <PART> Core Emerald,コアエメラルド <PART> を手に入れた,,not displayed by the event script
2,3,85,5,,,,,,HCheck,調べる,,not displayed by the event script
2,4,85,6,,,,,,HCheck,調べる,,not displayed by the event script
2,5,85,7,,,,,,Acquired <PART> Earth Gem,アースジェム <PART> を手に入れた,,not displayed by the event script
2,6,85,411,,,,,,Coriander,コリアンドル村,,not displayed by the event script
2,7,85,2815,,,,,,Townsperson,コリアンドル村住人,,not displayed by the event script
