scene,scene_line,resource,message_id,script_offset,voice_scene,voice_slot,audio_id,speaker,original_en,original_jp,translated,details,copy_status
1,1,1009,2754,6156,,,,,Dylan <PART> has joined the party.,ディラン <PART> が仲間に加わりました,,,primary
1,2,1009,2755,6644,,,,,Lezard <PART> has joined the party.,レザード <PART> が仲間に加わりました,,,primary
1,3,1009,2756,7176,,,,,Leone <PART> has joined the party.,レオーネ <PART> が仲間に加わりました,,,primary
1,4,1009,2757,7664,,,,,Arngrim <PART> has joined the party.,アリューゼ <PART> が仲間に加わりました,,,primary
1,5,1009,2758,8440,,,,,Mithra <PART> has joined the party.,ミトラ <PART> が仲間に加わりました,,,primary
1,6,1009,2759,9164,,,,,Lenneth <PART> has joined the party.,レナス <PART> が仲間に加わりました,,,primary
1,7,1009,2760,9552,,,,,Silmeria <PART> has joined the party.,シルメリア <PART> が仲間に加わりました,,,primary
1,8,1009,2761,9880,,,,,Brahms <PART> has joined the party.,ブラムス <PART> が仲間に加わりました,,,primary
1,9,1009,2762,10268,,,,,,アーリィ <PART> が仲間に加わりました,,,
2,1,1009,2368,15868,,,,,ERRORv,ERROR！！（v190）,,,duplicate
2,2,1009,2369,16004,,,,,ERRORv,ERROR！！（v191）,,,primary
2,3,1009,2370,16140,,,,,ERRORv,ERROR！！（v191）,,,duplicate
3,1,1009,1,,,,,,,,,not displayed by the event script,
3,2,1009,2,,,,,,,,,not displayed by the event script,
3,3,1009,36,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script,primary
3,4,1009,37,,,,,,Acquired <PART> Antique Pendant,ふるびたペンダント <PART> を手に入れた,,not displayed by the event script,primary
3,5,1009,38,,,,,,Acquired <PART> Ghoul Powder,グールパウダー <PART> を手に入れた,,not displayed by the event script,primary
3,6,1009,39,,,,,,Acquired <PART> Dragon Orb,ドラゴンオーブ <PART> を手に入れた,,not displayed by the event script,primary
3,7,1009,40,,,,,,Acquired <PART> Water Mirror,水鏡 <PART> を手に入れた,,not displayed by the event script,primary
3,8,1009,2374,,,,,,Tower of Lezard Valeth,レザード・ヴァレスの塔,,not displayed by the event script,duplicate
